Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+15 Quarters,,
Revenue,-,-,"500,000",-,-,-,-,"21,774,000","2,016,000","2,471,000","2,565,000","2,118,000","-3,677,000","79,000","997,000","140,000","2,443,000","4,847,000","9,183,000","310,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-,-,-,-,-,-,928.045%,-,3027.848%,157.272%,1412.857%,-,-98.370%,-89.143%,-54.839%,363.567%,1016.820%,36632.000%,5066.667%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,-,-,-,-,-,-,"1,423,000","1,073,000","4,805,000","6,749,000","160,000","11,417,000","16,457,000","10,843,000","10,262,000","9,872,000","9,139,000","7,008,000","6,075,000","8,267,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,-,-,"500,000",-,-,-,"-1,423,000","20,701,000","-2,789,000","-4,278,000","2,405,000","-9,299,000","-20,134,000","-10,764,000","-9,265,000","-9,732,000","-6,696,000","-2,161,000","3,108,000","-7,957,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","1,434,000","1,235,000","1,336,000","1,498,000","2,397,000","5,642,000","3,116,000","2,107,000","2,416,000","3,205,000","3,162,000","4,150,000","2,947,000","3,098,000","2,892,000","2,728,000","2,424,000","2,229,000","2,574,000","2,152,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,-,-,-,-,-,-,-,-,-,-,"6,980,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"1,434,000","1,235,000","1,336,000","1,498,000","2,397,000","5,642,000","3,116,000","2,107,000","2,416,000","3,205,000","10,142,000","4,150,000","2,947,000","3,098,000","2,892,000","2,728,000","2,424,000","2,229,000","2,574,000","2,152,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-1,434,000","-1,235,000","-836,000","-1,498,000","-2,397,000","-5,642,000","-4,539,000","18,594,000","-5,205,000","-7,483,000","-7,737,000","-13,449,000","-23,081,000","-13,862,000","-12,157,000","-12,460,000","-9,120,000","-4,390,000","534,000","-10,109,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-12,000","-6,000",-,-,-,-,-,-,-,-,"-595,000","-377,000","-455,000","-450,000","-409,000","-418,000","-27,000",-,"-128,000","-197,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"1,000","4,000","7,000","11,000","17,000","28,000","28,000","27,000","45,000","17,000","4,000","5,000","10,000","45,000","89,000","142,000","207,000","271,000","399,000","303,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"1,500,000","637,000",-,"-2,000,000","44,000","-150,000","104,000","-16,000",-,"-4,000","-20,000","-4,000","-5,000","-2,000",-,"51,000","118,000","-192,000","345,000","22,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"55,000","-600,000","-829,000","-3,487,000","-2,336,000","-5,764,000","-4,407,000","18,605,000","-5,160,000","-7,470,000","-8,348,000","-13,825,000","-23,531,000","-14,269,000","-12,477,000","-12,685,000","-8,822,000","-4,311,000","1,150,000","-9,981,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,"2,000,000","-2,000,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,"-920,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,"-1,138,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-1,083,000","-600,000","-829,000","-1,487,000","-5,256,000","-5,764,000","-4,407,000","18,605,000","-5,160,000","-7,470,000","-8,348,000","-13,825,000","-23,531,000","-14,269,000","-12,477,000","-12,685,000","-8,822,000","-4,311,000","1,150,000","-9,981,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"8,000",-,-,-,-,-,-,"209,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-1,091,000","-600,000","-829,000","-1,487,000","-5,256,000","-5,764,000","-4,407,000","18,396,000","-5,160,000","-7,470,000","-8,348,000","-13,825,000","-23,531,000","-14,269,000","-12,477,000","-12,685,000","-8,822,000","-4,311,000","1,150,000","-9,981,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-1,091,000","-600,000","-829,000","-1,487,000","-5,256,000","-5,764,000","-4,407,000","18,396,000","-5,160,000","-7,470,000","-8,348,000","-13,825,000","-23,531,000","-14,269,000","-12,477,000","-12,685,000","-8,822,000","-4,311,000","1,150,000","-9,981,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"1,899,412","1,730,216","1,730,176","1,731,531","1,730,104","1,686,479","1,257,790","993,800","992,669","900,797","806,263","603,101","587,365","586,954","585,682","582,218","581,514","581,163","580,527","513,913",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"1,899,412","1,730,216","1,730,176","1,731,531","1,730,104","1,686,479","1,257,790","993,800","992,669","900,797","806,263","603,101","587,365","586,954","585,682","582,218","581,514","581,163","588,297","513,913",Upgrade,Financials in USD,Fiscal year is January - December
