Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Operating Revenue,"34,746,427","37,513,492","40,681,182","35,045,259","35,840,673","32,407,845",Upgrade,Financials in USD,Fiscal year is January - December
Other Revenue,"2,039,015","2,039,015","1,329,767","939,784","1,600,461","1,980,450",Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"36,785,442","39,552,507","42,010,949","35,985,043","37,441,134","34,388,295",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-6.453%,-5.852%,16.746%,-3.889%,8.878%,17.187%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"6,139,482","6,066,611","9,118,521","8,811,248","8,653,020","7,421,316",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"30,645,960","33,485,896","32,892,428","27,173,795","28,788,114","26,966,979",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","28,799,318","29,103,680","26,841,065","24,795,450","24,961,764","25,252,124",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"4,788,288","5,834,229","6,688,924","5,684,465","5,773,825","6,868,480",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"38,071,727","39,696,715","38,597,357","34,851,215","35,169,709","36,255,161",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-7,425,767","-6,210,819","-5,704,929","-7,677,420","-6,381,595","-9,288,182",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-561,039","-667,861","-585,995","-98,031","-263,627","-246,186",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"308,777","286,854","98,405","26,081","75,345","243,364",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,"3,303,871",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-7,678,029","-3,287,955","-6,192,519","-7,749,370","-6,569,877","-9,291,004",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-3,343,842","-3,343,842",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,"2,187,140",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-10,784,782","-6,284,997","-5,581,189","-5,562,230","-6,569,877","-9,291,004",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"59,283","45,769","68,850","34,891","55,902","-79,316",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-10,844,065","-6,330,766","-5,650,039","-5,597,121","-6,625,779","-9,211,688",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,-,"1,994,322","3,206,875","5,665,177",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Company,"-10,844,065","-6,330,766","-5,650,039","-3,602,799","-3,418,904","-3,546,511",Upgrade,Financials in USD,Fiscal year is January - December
