Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"1,339,000","1,726,000","1,532,000","2,145,000","4,658,000","4,651,000","6,687,000","6,245,000","5,952,000","14,241,000","12,581,000","3,206,000","3,340,000","2,329,000","2,113,000","2,386,000","1,523,000","1,514,000","1,491,000","1,618,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-71.254%,-62.890%,-77.090%,-65.653%,-21.741%,-67.341%,-46.848%,94.791%,78.204%,511.464%,495.409%,34.367%,119.304%,53.831%,41.717%,47.466%,-50.245%,131.853%,119.588%,-3.576%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"14,273,000","15,551,000","15,403,000","17,564,000","20,169,000","17,692,000","18,275,000","22,949,000","20,055,000","22,942,000","18,462,000","19,212,000","16,709,000","15,799,000","13,782,000","16,392,000","12,065,000","10,465,000","10,416,000","12,418,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-12,934,000","-13,825,000","-13,871,000","-15,419,000","-15,511,000","-13,041,000","-11,588,000","-16,704,000","-14,103,000","-8,701,000","-5,881,000","-16,006,000","-13,369,000","-13,470,000","-11,669,000","-14,006,000","-10,542,000","-8,951,000","-8,925,000","-10,800,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","4,537,000","7,547,000","5,312,000","5,101,000","5,842,000","5,980,000","5,552,000","4,249,000","3,493,000","5,200,000","4,892,000","4,597,000","4,183,000","4,478,000","3,878,000","3,661,000","4,065,000","3,566,000","3,553,000","1,877,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"4,537,000","7,547,000","5,312,000","5,101,000","5,842,000","5,980,000","5,552,000","4,249,000","3,493,000","5,200,000","4,892,000","4,597,000","4,183,000","4,478,000","3,878,000","2,170,000","4,555,000","4,067,000","4,053,000","2,384,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-17,471,000","-21,372,000","-19,183,000","-20,520,000","-21,353,000","-19,021,000","-17,140,000","-20,953,000","-17,596,000","-13,901,000","-10,773,000","-20,603,000","-17,552,000","-17,948,000","-15,547,000","-16,176,000","-15,097,000","-13,018,000","-12,978,000","-13,184,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-29,000","-34,000","-44,000","-44,000","-46,000","-171,000","-198,000","-309,000","-429,000","-482,000","-506,000","-560,000","-762,000","-763,000","-772,000","-797,000","-1,074,000","-1,099,000","-1,041,000","-994,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"1,747,000","1,829,000","1,545,000","1,465,000","1,494,000","1,461,000","1,268,000","943,000","694,000","396,000","159,000","30,000","27,000","31,000","39,000","96,000","100,000","200,000","345,000","402,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,545,000",-,-,"-11,025,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"5,000","-8,000","-13,000","14,000","6,000","1,000","4,000","-4,000","-21,000","3,000",-,"5,000","-15,000","-13,000","28,000","-40,000","-19,000","-47,000","-18,000","-2,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-15,748,000","-19,585,000","-17,695,000","-19,085,000","-19,899,000","-17,730,000","-16,066,000","-20,323,000","-17,352,000","-13,984,000","-11,120,000","-21,128,000","-18,302,000","-18,693,000","-16,252,000","-16,917,000","-18,635,000","-13,964,000","-13,692,000","-24,803,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-3,625,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-7,000","-57,000","-123,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-344,000","-211,000","-180,000","-227,000","-205,000","636,000","-273,000","-1,609,000","-215,000","-208,000","-201,000","-193,000","-856,000","-694,000","-129,000","-125,000","-120,000","-116,000","-112,000","272,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-19,717,000","-19,796,000","-17,875,000","-19,312,000","-20,104,000","-17,094,000","-16,339,000","-21,932,000","-17,567,000","-14,192,000","-11,321,000","-21,321,000","-19,158,000","-19,387,000","-16,381,000","-17,042,000","-18,755,000","-14,087,000","-13,861,000","-24,654,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,-,-,-,-,-,-,"4,444,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-19,717,000","-19,796,000","-17,875,000","-19,312,000","-20,104,000","-17,094,000","-16,339,000","-21,932,000","-17,567,000","-14,192,000","-15,765,000","-21,321,000","-19,158,000","-19,387,000","-16,381,000","-17,042,000","-18,755,000","-14,087,000","-13,861,000","-24,654,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-,-,-,"574,000","5,087,000","3,266,000","3,212,000","3,123,000","3,027,000","2,995,000","2,978,000","2,880,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-19,717,000","-19,796,000","-17,875,000","-19,312,000","-20,104,000","-17,094,000","-16,339,000","-21,932,000","-17,567,000","-14,192,000","-15,765,000","-21,895,000","-24,245,000","-22,653,000","-19,593,000","-20,165,000","-21,782,000","-17,082,000","-16,839,000","-27,534,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"188,997,194","188,041,489","175,625,552","168,585,787","167,512,708","166,063,284","161,643,404","155,599,351","150,995,191","148,750,048","148,428,326","133,447,049","101,286,351","96,869,805","93,434,378","86,315,302","79,487,444","69,604,726","67,683,586","58,965,742",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"188,997,194","188,041,489","175,625,552","168,585,787","167,512,708","166,063,284","161,643,404","155,599,351","150,995,191","148,750,048","148,428,326","133,447,049","101,286,351","96,869,805","93,434,378","86,315,302","79,487,444","69,604,726","67,683,586","58,965,742",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),12.826%,13.235%,8.650%,8.346%,10.939%,11.639%,8.903%,16.600%,49.078%,53.557%,58.858%,54.604%,27.424%,39.171%,38.046%,46.382%,39.819%,22.531%,21.427%,6.259%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.104,-0.105,-0.102,-0.115,-0.120,-0.103,-0.101,-0.141,-0.116,-0.095,-0.106,-0.164,-0.239,-0.234,-0.210,-0.234,-0.274,-0.245,-0.249,-0.467,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.104,-0.105,-0.102,-0.116,-0.120,-0.103,-0.101,-0.141,-0.116,-0.095,-0.106,-0.167,-0.240,-0.234,-0.210,-0.234,-0.274,-0.245,-0.249,-0.467,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-20,736,000","-14,505,000","-19,390,000","-17,292,000","-21,816,000","-20,418,000","-27,418,000","-17,124,000","-18,783,000","-20,505,000","20,544,000","-19,664,000","-16,056,000","-14,641,000","-17,980,000","-15,165,000","-12,185,000","-8,867,000","-15,453,000","-13,414,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.110,-0.077,-0.110,-0.103,-0.130,-0.123,-0.170,-0.110,-0.124,-0.138,0.138,-0.147,-0.159,-0.151,-0.192,-0.176,-0.153,-0.127,-0.228,-0.227,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-,-280.391%,-173.291%,-267.478%,-236.946%,-61.098%,-46.745%,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-1304.780%,-1238.239%,-1252.154%,-956.643%,-458.416%,-408.966%,-256.318%,-335.516%,-295.632%,-97.613%,-85.629%,-642.639%,-525.509%,-770.631%,-735.779%,-677.955%,-991.267%,-859.841%,-870.423%,-814.833%,Upgrade,Financials in USD,Fiscal year is January - December
