Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+15 Quarters,,
Revenue,"12,598,000","2,293,000","9,245,000","10,701,000","7,698,000","10,654,000","7,802,000","14,688,000","5,573,000","4,284,000","2,036,000","11,000","11,000","11,000","11,000","11,000","11,000","796,000","11,000","42,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),63.653%,-78.478%,18.495%,-27.145%,38.130%,148.693%,283.202%,133427.273%,50563.636%,38845.455%,18409.091%,0%,0%,-98.618%,0%,-73.810%,-98.697%,294.059%,-99.973%,-96.468%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"14,803,000","17,245,000","18,686,000","21,495,000","30,531,000","48,968,000","47,275,000","45,709,000","50,639,000","41,231,000","35,806,000","37,368,000","35,275,000","31,955,000","27,415,000","22,857,000","16,546,000","15,413,000","12,219,000","12,430,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-2,205,000","-14,952,000","-9,441,000","-10,794,000","-22,833,000","-38,314,000","-39,473,000","-31,021,000","-45,066,000","-36,947,000","-33,770,000","-37,357,000","-35,264,000","-31,944,000","-27,404,000","-22,846,000","-16,535,000","-14,617,000","-12,208,000","-12,388,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","9,864,000","10,503,000","11,560,000","10,134,000","12,894,000","18,187,000","18,328,000","14,805,000","14,573,000","14,803,000","12,782,000","10,674,000","10,124,000","8,883,000","7,208,000","5,914,000","5,881,000","5,171,000","4,936,000","4,211,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"9,864,000","10,503,000","11,560,000","10,134,000","12,894,000","18,187,000","18,328,000","14,805,000","14,573,000","14,803,000","12,782,000","10,674,000","10,124,000","8,883,000","7,208,000","5,914,000","5,881,000","5,171,000","4,936,000","4,211,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-12,069,000","-25,455,000","-21,001,000","-20,928,000","-35,727,000","-56,501,000","-57,801,000","-45,826,000","-59,639,000","-51,750,000","-46,552,000","-48,031,000","-45,388,000","-40,827,000","-34,612,000","-28,760,000","-22,416,000","-19,788,000","-17,144,000","-16,599,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-986,000","-983,000","-1,002,000","-1,048,000","-1,017,000","-1,025,000","-983,000","-964,000","-880,000","-760,000","-724,000","-981,000","-98,000","-95,000","-93,000","-92,000","-92,000","-87,000","-88,000","-88,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"1,972,000","2,170,000","2,697,000","2,931,000","3,302,000","3,219,000","2,621,000","1,866,000","708,000","291,000","18,000","29,000","15,000","9,000","12,000","10,000","19,000","89,000","306,000","441,000",Upgrade,Financials in USD,Fiscal year is January - December
