Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2016,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Jun '23 Jun 30, 2023","Jun '22 Jun 30, 2022","Jun '21 Jun 30, 2021","Jun '20 Jun 30, 2020",2019 - 2016,,
Operating Revenue,"86,000","12,000",-,-,"1,897,596","604,884",Upgrade,Financials in USD,Fiscal year is July - June
Other Revenue,-,-,-,"782,383",1,-,Upgrade,Financials in USD,Fiscal year is July - June
Revenue,"86,000","12,000",-,"782,383","1,897,597","604,884",Upgrade,Financials in USD,Fiscal year is July - June
Revenue Growth (YoY),-,-,-,-58.770%,213.713%,38849.388%,Upgrade,Financials in USD,Fiscal year is July - June
Cost of Revenue,-,-,-,"6,338","911,969","450,345",Upgrade,Financials in USD,Fiscal year is July - June
Gross Profit,"86,000","12,000",-,"776,045","985,628","154,539",Upgrade,Financials in USD,Fiscal year is July - June
"Selling, General & Admin","18,322,000","17,174,000","8,012,000","5,155,717","5,857,373","1,389,743",Upgrade,Financials in USD,Fiscal year is July - June
Research & Development,"5,019,000","1,445,000","5,626,000","5,371,821","4,749,514","2,110,639",Upgrade,Financials in USD,Fiscal year is July - June
Other Operating Expenses,-,-,-,-,"-35,568","-123,125",Upgrade,Financials in USD,Fiscal year is July - June
Operating Expenses,"23,341,000","18,619,000","13,638,000","12,126,714","11,171,362","3,942,705",Upgrade,Financials in USD,Fiscal year is July - June
Operating Income,"-23,255,000","-18,607,000","-13,638,000","-11,350,669","-10,185,734","-3,788,166",Upgrade,Financials in USD,Fiscal year is July - June
Interest & Investment Income,"163,000","206,000","241,000","6,271","2,679","4,545",Upgrade,Financials in USD,Fiscal year is July - June
Currency Exchange Gain (Loss),"-31,000","-28,000","-67,000",-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Other Non Operating Income (Expenses),-,-,-,"-3,559,511","-1,189,744","-235,163",Upgrade,Financials in USD,Fiscal year is July - June
EBT Excluding Unusual Items,"-23,123,000","-18,429,000","-13,464,000","-14,903,909","-11,372,799","-4,018,784",Upgrade,Financials in USD,Fiscal year is July - June
Other Unusual Items,-,-,-,-,-,"89,500",Upgrade,Financials in USD,Fiscal year is July - June
Pretax Income,"-23,123,000","-18,429,000","-48,811,000","-14,903,909","-11,372,799","-3,929,284",Upgrade,Financials in USD,Fiscal year is July - June
Income Tax Expense,"30,000","30,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Earnings From Continuing Operations,"-23,153,000","-18,459,000","-48,811,000","-14,903,909","-11,372,799","-3,929,284",Upgrade,Financials in USD,Fiscal year is July - June
Earnings From Discontinued Operations,-,-,-,-,-,"-768,352",Upgrade,Financials in USD,Fiscal year is July - June
Net Income,"-23,153,000","-18,459,000","-48,811,000","-14,903,909","-11,372,799","-4,697,636",Upgrade,Financials in USD,Fiscal year is July - June
Net Income to Common,"-23,153,000","-18,459,000","-48,811,000","-14,903,909","-11,372,799","-4,697,636",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Basic),"16,606,768","16,164,338","15,384,704","297,788,503","244,232,835","171,008,850",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Diluted),"16,606,768","16,164,338","15,384,704","297,788,503","244,232,835","171,008,850",Upgrade,Financials in USD,Fiscal year is July - June
Shares Change (YoY),6.266%,5.068%,-94.834%,21.928%,42.819%,52.878%,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Basic),-1.394,-1.142,-3.173,-0.050,-0.047,-0.027,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Diluted),-1.394,-1.142,-3.173,-0.050,-0.047,-0.027,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow,"-12,345,000","-16,122,000","-11,065,000","-12,807,373","-6,909,780","-3,907,334",Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Per Share,-0.743,-0.997,-0.719,-0.043,-0.028,-0.023,Upgrade,Financials in USD,Fiscal year is July - June
Gross Margin,100.000%,100.000%,-,99.190%,51.941%,25.549%,Upgrade,Financials in USD,Fiscal year is July - June
Operating Margin,-27040.698%,-155058.333%,-,-1450.782%,-536.770%,-626.263%,Upgrade,Financials in USD,Fiscal year is July - June
Profit Margin,-26922.093%,-153825.000%,-,-1904.938%,-599.326%,-776.618%,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Margin,-14354.651%,-134350.000%,-,-1636.970%,-364.133%,-645.964%,Upgrade,Financials in USD,Fiscal year is July - June
EBITDA,"-23,100,000","-18,504,000","-13,615,000",-,-,"-3,746,280",Upgrade,Financials in USD,Fiscal year is July - June
D&A For EBITDA,"155,000","103,000","23,000",-,-,"41,886",Upgrade,Financials in USD,Fiscal year is July - June
EBIT,"-23,255,000","-18,607,000","-13,638,000","-11,350,669","-10,185,734","-3,788,166",Upgrade,Financials in USD,Fiscal year is July - June
Revenue as Reported,-,-,-,-,"1,973,344","822,054",Upgrade,Financials in USD,Fiscal year is July - June
Advertising Expenses,-,-,-,"2,746,226","4,345,874","406,225",Upgrade,Financials in USD,Fiscal year is July - June
