Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"2,261,642","3,971,438","4,906,877","12,088,089","6,185,814","3,917,467","2,986,696","959,903","1,591,566",-,-,-,-,"204,082","40,816","57,830","16,863","49,864","185,693","222,100",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-63.438%,1.378%,64.291%,1159.303%,288.662%,-,-,-,-,-,-,-,-,309.277%,-78.020%,-73.962%,-88.131%,-87.849%,-19.440%,-65.730%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"11,807,867","12,504,769","11,101,013","9,940,167","10,028,964","8,817,389","7,661,519","6,231,806","5,504,356","4,965,088","5,115,699","4,263,533","2,513,915","3,497,275","3,296,322","2,745,104","2,629,267","1,927,473","1,155,156","828,749",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-9,546,225","-8,533,331","-6,194,136","2,147,922","-3,843,150","-4,899,922","-4,674,823","-5,271,903","-3,912,790","-4,965,088","-5,115,699","-4,263,533","-2,513,915","-3,293,193","-3,255,506","-2,687,274","-2,612,404","-1,877,609","-969,463","-606,649",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","3,463,655","3,057,888","4,071,766","3,429,214","3,021,450","2,847,337","3,509,885","2,794,442","2,564,960","2,356,666","2,715,835","2,116,109","1,800,630","1,789,974","1,905,582","1,493,266","1,301,673","1,610,237","1,138,045","876,720",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"3,463,655","3,057,888","4,071,766","3,429,214","3,021,450","2,847,337","3,509,885","2,794,442","2,564,960","2,356,666","2,715,835","2,116,109","1,800,630","1,789,974","1,905,582","1,493,266","1,301,673","1,610,237","1,138,045","876,720",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-13,009,880","-11,591,219","-10,265,902","-1,281,292","-6,864,600","-7,747,259","-8,184,708","-8,066,345","-6,477,750","-7,321,754","-7,831,534","-6,379,642","-4,314,545","-5,083,167","-5,161,088","-4,180,540","-3,914,077","-3,487,846","-2,107,508","-1,483,369",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"453,152","591,437","471,829","452,199","479,380","380,680","416,442","379,699","106,635","21,761","13,440","15,984","15,570","16,741","9,165","2,608","3,953","3,692","22,690","13,951",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,"67,657",-,-,-,-,-,"190,582",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
