Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+5 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+5 Quarters,,
Revenue,-,-,-,1,"79,569","116,410","64,521","63,566","7,291","6,552","46,031","1,944","328,459","1,363,037","1,407,165","170,416","37,680","219,585","270,787","240,276",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-,-,-99.998%,991.332%,1676.709%,40.169%,3169.856%,-97.780%,-99.519%,-96.729%,-98.859%,771.706%,520.733%,419.658%,-29.075%,-69.718%,31.542%,-54.189%,-65.238%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"4,189,873","3,075,830","2,751,279","3,002,980","3,225,551","4,535,698","2,854,119","3,054,158","2,981,653","2,982,183","3,016,991","3,390,258","3,154,553","2,382,433","2,431,860","226,944","120,569","263,175","283,114","267,915",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-4,189,873","-3,075,830","-2,751,279","-3,002,979","-3,145,982","-4,419,288","-2,789,598","-2,990,592","-2,974,362","-2,975,631","-2,970,960","-3,388,314","-2,826,094","-1,019,396","-1,024,695","-56,528","-82,889","-43,590","-12,327","-27,639",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","1,637,603","1,974,705","2,031,081","1,400,587","1,622,894","1,783,113","1,925,351","1,344,382","1,538,737","1,664,308","1,669,636","1,653,147","1,644,946","1,608,972","1,600,576","1,144,319","580,820","370,331","527,688","394,624",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"1,637,603","1,974,705","2,031,081","1,400,587","1,622,894","1,783,113","1,925,351","1,344,382","1,538,737","1,664,308","1,669,636","1,653,147","1,644,946","1,608,972","1,600,576","1,144,319","580,820","370,331","527,688","394,624",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-5,827,476","-5,050,535","-4,782,360","-4,403,566","-4,768,876","-6,202,401","-4,714,949","-4,334,974","-4,513,099","-4,639,939","-4,640,596","-5,041,461","-4,471,040","-2,628,368","-2,625,271","-1,200,847","-663,709","-413,921","-540,015","-422,263",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,-,-,-,-,-,-,-5,-158,-157,"-7,811","-11,797","-7,139","-6,890","-7,948","-7,425","-7,747",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"49,410","90,927","132,725","225,626","173,677","424,435","237,171","55,922","18,536",-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-5,778,066","-4,959,608","-4,649,635","-4,177,940","-4,595,199","-5,777,966","-4,477,778","-4,279,052","-4,494,563","-4,639,939","-4,640,601","-5,041,619","-4,471,197","-2,636,179","-2,637,068","-1,207,986","-670,599","-421,869","-547,440","-430,010",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-5,778,066","-4,959,608","-4,649,635","-4,177,940","-4,595,199","-5,777,966","-4,477,778","-4,279,052","-4,494,563","-4,639,939","-4,640,601","-5,041,619","-4,471,197","-2,636,179","-2,637,068","-1,207,986","-670,599","-421,869","-547,440","-430,010",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-5,778,066","-4,959,608","-4,649,635","-4,177,940","-4,595,199","-5,777,966","-4,477,778","-4,279,052","-4,494,563","-4,639,939","-4,640,601","-5,041,619","-4,471,197","-2,636,179","-2,637,068","-1,207,986","-670,599","-421,869","-547,440","-430,010",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"8,882,570","7,535,667","6,340,697","6,151,043","6,162,671","6,162,280","4,585,013","4,223,099","4,224,294","4,224,294","4,200,910","4,205,257","4,190,594","2,040,323","1,675,659","1,381,298","1,366,459","1,363,657","1,363,623","1,363,490",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"8,882,570","7,535,667","6,340,697","6,151,043","6,162,671","6,162,280","4,585,013","4,223,099","4,224,294","4,224,294","4,200,910","4,205,257","4,190,594","2,040,323","1,675,659","1,381,298","1,366,459","1,363,657","1,363,623","1,363,490",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),44.135%,22.287%,38.292%,45.652%,45.886%,45.877%,9.143%,0.424%,0.804%,107.040%,150.702%,204.442%,206.675%,49.621%,22.883%,1.306%,0.218%,0.012%,0.010%,4.922%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.650,-0.658,-0.733,-0.679,-0.746,-0.938,-0.977,-1.013,-1.064,-1.098,-1.105,-1.199,-1.067,-1.292,-1.574,-0.875,-0.491,-0.309,-0.401,-0.315,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.650,-0.658,-0.733,-0.679,-0.746,-0.938,-0.977,-1.013,-1.064,-1.098,-1.105,-1.199,-1.067,-1.292,-1.574,-0.875,-0.491,-0.309,-0.401,-0.315,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-4,881,100","-5,054,374","-3,867,018","-3,442,431","-4,105,093","-4,579,627","-5,972,130","-3,556,374","-5,704,896","-4,398,891","-3,934,197","-4,095,817","-2,020,498","-4,246,516","-3,934,220","-946,528","75,515","-2,910","-255,432","6,373",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.550,-0.671,-0.610,-0.560,-0.666,-0.743,-1.303,-0.842,-1.350,-1.041,-0.937,-0.974,-0.482,-2.081,-2.348,-0.685,0.055,-0.002,-0.187,0.005,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-74.788%,-72.820%,-33.170%,-219.981%,-19.851%,-4.552%,-11.503%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-,-440356600.000%,-5993.384%,-5328.065%,-7307.619%,-6819.643%,-61899.589%,-70817.140%,-10081.458%,-259334.414%,-1361.217%,-192.832%,-186.565%,-704.656%,-1761.436%,-188.501%,-199.424%,-175.741%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,-,-417794000.000%,-5775.112%,-4963.462%,-6940.032%,-6731.668%,-61645.357%,-70817.140%,-10081.469%,-259342.541%,-1361.265%,-193.405%,-187.403%,-708.845%,-1779.721%,-192.121%,-202.166%,-178.965%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-,-344243100.000%,-5159.161%,-3934.049%,-9256.103%,-5594.774%,-78245.728%,-67138.141%,-8546.842%,-210690.175%,-615.145%,-311.548%,-279.585%,-555.422%,200.411%,-1.325%,-94.329%,2.652%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-5,820,908","-5,043,966","-4,775,792","-4,396,998","-4,762,293","-6,043,197","-4,709,906","-4,329,932","-4,512,539",-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"6,568","6,569","6,568","6,568","6,583","159,204","5,043","5,042",560,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-5,827,476","-5,050,535","-4,782,360","-4,403,566","-4,768,876","-6,202,401","-4,714,949","-4,334,974","-4,513,099","-4,639,939","-4,640,596","-5,041,461","-4,471,040","-2,628,368","-2,625,271","-1,200,847","-663,709","-413,921","-540,015","-422,263",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-192.832%,-186.565%,-,-,-188.501%,-199.424%,-175.741%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,1,"79,569","116,410","64,521","63,566","7,291","6,552","46,031","1,944","328,459","1,363,037","1,407,165","170,416","37,680","219,585","270,787","240,276",Upgrade,Financials in USD,Fiscal year is January - December
