Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"338,457,000","270,600,000","50,037,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),51.475%,440.800%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"30,167,000","26,065,000","4,098,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"308,290,000","244,535,000","45,939,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","384,897,000","323,123,000","159,254,000","66,646,000","28,896,749","13,598,030",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"162,874,000","97,944,000","57,947,000","58,061,000","70,191,001","53,507,619",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"554,163,000","427,442,000","221,340,000","124,707,000","99,087,750","67,105,649",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-245,873,000","-182,907,000","-175,401,000","-124,707,000","-99,087,750","-67,105,649",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-5,061,000","-6,453,000","-7,335,000","-5,696,000","-2,565,838","-1,239,537",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-250,934,000","-189,360,000","-182,736,000","-130,403,000","-101,653,588","-68,345,186",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,"-1,100,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-60,346,000","-48,918,000","-3,298,000",-,"-1,247,012",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-311,280,000","-238,278,000","-187,134,000","-130,403,000","-102,900,600","-68,345,186",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-325,000","960,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-310,955,000","-239,238,000","-187,134,000","-130,403,000","-102,900,600","-68,345,186",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-310,955,000","-239,238,000","-187,134,000","-130,403,000","-102,900,600","-68,345,186",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"47,615,308","45,425,212","40,655,941","37,618,599","37,206,928","34,020,257",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"47,615,308","45,425,212","40,655,941","37,618,599","37,206,928","34,020,257",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),7.104%,11.731%,8.074%,1.106%,9.367%,26.546%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-6.531,-5.267,-4.603,-3.466,-2.766,-2.009,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-6.534,-5.270,-4.603,-3.470,-2.766,-2.009,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-132,817,000","-145,662,000","-117,213,000","-108,534,000","-78,502,460","-46,391,180",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-2.789,-3.207,-2.883,-2.885,-2.110,-1.364,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,91.087%,90.368%,91.810%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-72.645%,-67.593%,-350.543%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-91.874%,-88.410%,-373.991%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-39.242%,-53.829%,-234.253%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-244,623,000","-182,448,000","-175,138,000","-124,631,000","-99,063,886","-67,068,319",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-72.276%,-67.424%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,250,000","459,000","263,000","76,000","23,864","37,330",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-245,873,000","-182,907,000","-175,401,000","-124,707,000","-99,087,750","-67,105,649",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-72.645%,-67.593%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"338,457,000","270,600,000","50,037,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"100,300,000","35,300,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
