Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Jun '24 Jun 30, 2024","Jun '23 Jun 30, 2023","Jun '22 Jun 30, 2022","Jun '21 Jun 30, 2021","Jun '20 Jun 30, 2020",2019 - 2015,,
Operating Revenue,"124,666","124,666","108,406","90,683","68,613","59,061",Upgrade,Financials in USD,Fiscal year is July - June
Other Revenue,"137,193","137,193","276,869","108,322","26,950","41,629",Upgrade,Financials in USD,Fiscal year is July - June
Revenue,"261,859","261,859","385,275","199,005","95,563","100,690",Upgrade,Financials in USD,Fiscal year is July - June
Revenue Growth (YoY),-32.033%,-32.033%,93.601%,108.245%,-5.092%,-57.481%,Upgrade,Financials in USD,Fiscal year is July - June
Cost of Revenue,-,-,-,"160,501","428,901","356,980",Upgrade,Financials in USD,Fiscal year is July - June
Gross Profit,"261,859","261,859","385,275","38,504","-333,338","-256,290",Upgrade,Financials in USD,Fiscal year is July - June
"Selling, General & Admin","15,591,644","15,591,644","21,449,740","17,749,535","13,399,427","4,591,287",Upgrade,Financials in USD,Fiscal year is July - June
Research & Development,"176,031,252","176,031,252","128,621,326","78,654,217","25,891,851","12,064,008",Upgrade,Financials in USD,Fiscal year is July - June
Other Operating Expenses,"481,696","481,696","340,003","172,884","18,766","134,845",Upgrade,Financials in USD,Fiscal year is July - June
Operating Expenses,"192,104,592","192,104,592","150,411,069","96,576,636","39,310,044","16,790,140",Upgrade,Financials in USD,Fiscal year is July - June
Operating Income,"-191,842,733","-191,842,733","-150,025,794","-96,538,132","-39,643,382","-17,046,430",Upgrade,Financials in USD,Fiscal year is July - June
Interest Expense,"-30,263,042","-30,263,042","-13,462,160","-28,713",-,-,Upgrade,Financials in USD,Fiscal year is July - June
Interest & Investment Income,"3,394,726","3,394,726","3,227,496","235,468","372,001","480,453",Upgrade,Financials in USD,Fiscal year is July - June
Currency Exchange Gain (Loss),"-107,001","-107,001","-489,137","-2,813,993","-11,011,961","-265,989",Upgrade,Financials in USD,Fiscal year is July - June
Other Non Operating Income (Expenses),"-10,836,251","-10,836,251","12,302,160","28,713",-,-,Upgrade,Financials in USD,Fiscal year is July - June
EBT Excluding Unusual Items,"-229,654,301","-229,654,301","-148,447,435","-99,116,657","-50,283,342","-16,831,966",Upgrade,Financials in USD,Fiscal year is July - June
Pretax Income,"-229,654,301","-229,654,301","-148,447,435","-99,116,657","-50,283,342","-16,831,966",Upgrade,Financials in USD,Fiscal year is July - June
Income Tax Expense,"-9,412,196","-9,412,196","-5,926,350","-6,299,286","-4,938,846","-5,708,767",Upgrade,Financials in USD,Fiscal year is July - June
Earnings From Continuing Operations,"-220,242,105","-220,242,105","-142,521,085","-92,817,371","-45,344,496","-11,123,199",Upgrade,Financials in USD,Fiscal year is July - June
Net Income,"-220,242,105","-220,242,105","-142,521,085","-92,817,371","-45,344,496","-11,123,199",Upgrade,Financials in USD,Fiscal year is July - June
Net Income to Common,"-220,242,105","-220,242,105","-142,521,085","-92,817,371","-45,344,496","-11,123,199",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Basic),"638,202,922","638,202,922","442,637,406","351,560,199","320,432,814","260,795,745",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Diluted),"638,202,922","638,202,922","442,637,406","351,560,199","320,432,814","260,795,745",Upgrade,Financials in USD,Fiscal year is July - June
Shares Change (YoY),44.182%,44.182%,25.907%,9.714%,22.867%,12.028%,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Basic),-0.345,-0.345,-0.322,-0.264,-0.142,-0.043,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Diluted),-0.345,-0.345,-0.322,-0.264,-0.142,-0.043,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow,"-161,048,843","-161,048,843","-120,630,333","-71,351,862","-45,558,869","-5,692,151",Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Per Share,-0.252,-0.252,-0.273,-0.203,-0.142,-0.022,Upgrade,Financials in USD,Fiscal year is July - June
Gross Margin,100.000%,100.000%,100.000%,19.348%,-,-254.534%,Upgrade,Financials in USD,Fiscal year is July - June
Operating Margin,-73261.844%,-73261.844%,-38939.924%,-48510.405%,-41484.028%,-16929.616%,Upgrade,Financials in USD,Fiscal year is July - June
Profit Margin,-84107.136%,-84107.136%,-36992.041%,-46640.723%,-47449.846%,-11046.975%,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Margin,-61502.123%,-61502.123%,-31310.190%,-35854.306%,-47674.172%,-5653.144%,Upgrade,Financials in USD,Fiscal year is July - June
EBITDA,"-191,823,934","-191,823,934","-150,008,793","-96,526,215","-39,628,370","-17,031,504",Upgrade,Financials in USD,Fiscal year is July - June
D&A For EBITDA,"18,799","18,799","17,001","11,917","15,012","14,926",Upgrade,Financials in USD,Fiscal year is July - June
EBIT,"-191,842,733","-191,842,733","-150,025,794","-96,538,132","-39,643,382","-17,046,430",Upgrade,Financials in USD,Fiscal year is July - June
