Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2015,,
Revenue,-,"330,531,000","108,463,000","48,661,000","335,659,000","26,678,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,204.741%,122.895%,-85.503%,1158.187%,-79.345%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"412,356,000","423,876,000","358,732,000","265,353,000","212,615,000","193,382,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-412,356,000","-93,345,000","-250,269,000","-216,692,000","123,044,000","-166,704,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","100,148,000","103,354,000","90,475,000","79,059,000","60,326,000","46,480,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"100,148,000","103,354,000","90,475,000","79,059,000","60,326,000","46,480,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-512,504,000","-196,699,000","-340,744,000","-295,751,000","62,718,000","-213,184,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-100,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"21,509,000","7,553,000","13,137,000","13,343,000","5,696,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,-,"3,600,000","10,200,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-491,095,000","-189,146,000","-327,607,000","-282,408,000","72,014,000","-202,984,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"41,195,000","43,952,000","1,637,000","-8,748,000","-55,000","5,019,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-427,463,000","-145,194,000","-325,970,000","-291,156,000","71,959,000","-197,965,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"30,000","30,000","21,000","-575,000","823,000","-351,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-427,493,000","-145,224,000","-325,991,000","-290,581,000","71,136,000","-197,614,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-427,493,000","-145,224,000","-325,991,000","-290,581,000","71,136,000","-197,614,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"156,505,742","137,370,897","125,530,703","121,524,795","108,974,137","95,608,208",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"156,505,742","137,370,897","125,530,703","121,524,795","112,703,108","95,608,208",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),15.038%,9.432%,3.296%,7.827%,17.880%,3.224%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-2.731,-1.057,-2.597,-2.391,0.653,-2.067,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-2.731,-1.057,-2.597,-2.391,0.630,-2.070,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-375,691,000","-370,930,000","-262,549,000","-219,889,000","413,057,000","-169,495,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-2.400,-2.700,-2.092,-1.809,3.665,-1.773,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-28.241%,-230.741%,-,36.657%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-59.510%,-314.157%,-607.778%,18.685%,-799.100%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-43.937%,-300.555%,-597.154%,21.193%,-740.738%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-112.222%,-242.063%,-451.879%,123.059%,-635.336%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-511,854,000","-187,873,000","-330,361,000","-287,158,000","71,249,000","-205,193,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-56.840%,-,-,21.227%,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"650,000","8,826,000","10,383,000","8,593,000","8,531,000","7,991,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-512,504,000","-196,699,000","-340,744,000","-295,751,000","62,718,000","-213,184,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-59.510%,-,-,18.685%,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,1.144%,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,"330,531,000","108,463,000","48,661,000","335,659,000","26,678,000",Upgrade,Financials in USD,Fiscal year is January - December
