Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+4 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+4 Quarters,,
Revenue,-,-,-,"742,000",-,"3,824,000","7,014,000","15,330,000","3,356,000","9,116,000","7,578,000","9,460,000","1,101,000","8,698,000","10,131,000","8,751,000","12,661,000","10,025,000","11,546,000","12,088,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-,-,-95.160%,-,-58.052%,-7.443%,62.051%,204.814%,4.806%,-25.200%,8.102%,-91.304%,-13.237%,-12.255%,-27.606%,1.239%,-18.370%,-12.304%,16.826%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"13,369,000","12,775,000","118,021,000","136,581,000","8,151,000","7,642,000","68,947,000","66,127,000","69,455,000","61,001,000","56,490,000","53,681,000","46,473,000","45,936,000","40,858,000","37,006,000","34,871,000","32,918,000","27,457,000","27,490,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-13,369,000","-12,775,000","-118,021,000","-135,839,000","-8,151,000","-3,818,000","-61,933,000","-50,797,000","-66,099,000","-51,885,000","-48,912,000","-44,221,000","-45,372,000","-37,238,000","-30,727,000","-28,255,000","-22,210,000","-22,893,000","-15,911,000","-15,402,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","23,960,000","21,711,000","22,838,000","18,644,000","15,513,000","14,640,000","13,224,000","10,910,000","10,434,000","10,204,000","9,037,000","8,692,000","7,791,000","7,297,000","6,670,000","5,825,000","5,341,000","5,091,000","5,171,000","4,162,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"138,383,000","122,157,000",-,-,"99,584,000","90,339,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"162,343,000","143,868,000","22,838,000","18,644,000","115,097,000","104,979,000","13,224,000","10,910,000","10,434,000","10,204,000","9,037,000","8,692,000","7,791,000","7,297,000","6,670,000","5,825,000","5,341,000","5,091,000","5,171,000","4,162,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-175,712,000","-156,643,000","-140,859,000","-154,483,000","-123,248,000","-108,797,000","-75,157,000","-61,707,000","-76,533,000","-62,089,000","-57,949,000","-52,913,000","-53,163,000","-44,535,000","-37,397,000","-34,080,000","-27,551,000","-27,984,000","-21,082,000","-19,564,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,"-303,000",-,-,-,-,-,-,-,-,-,-,"-12,000","-14,000","-17,000","-19,000","-21,000","-23,000",Upgrade,Financials in USD,Fiscal year is January - December
