Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2016,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2016,,
Revenue,"15,610,000","17,488,000","15,935,000","12,853,000","739,628","8,072,120",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-14.779%,9.746%,23.979%,1637.765%,-90.837%,198.196%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"5,518,000","2,888,000","2,859,000","3,023,000","237,712","807,192",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"10,092,000","14,600,000","13,076,000","9,830,000","501,916","7,264,928",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","78,221,000","45,444,000","33,113,000","23,812,000","22,568,653","13,597,119",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"43,494,000","42,540,000","18,733,000","19,815,000","32,222,393","40,491,358",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"121,715,000","87,984,000","51,846,000","43,627,000","54,791,046","54,088,477",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-111,623,000","-73,384,000","-38,770,000","-33,797,000","-54,289,130","-46,823,549",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-10,082,000","-6,273,000","-2,338,000","-762,000","-857,998","-1,373,622",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"6,498,000","3,466,000","1,090,000","33,000","184,359","613,716",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-115,207,000","-76,191,000","-40,018,000","-34,526,000","-54,962,769","-47,583,455",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,"-4,800,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-4,268,000","-2,311,000","-997,000","-53,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-119,475,000","-78,502,000","-41,015,000","-34,579,000","-59,762,769","-47,583,455",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-119,475,000","-78,502,000","-41,015,000","-34,579,000","-59,762,769","-47,583,455",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-119,475,000","-78,502,000","-41,015,000","-34,579,000","-59,762,769","-47,583,455",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"73,957,549","64,993,476","60,958,862","49,677,737","33,888,434","18,482,455",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"73,957,549","64,993,476","60,958,862","49,677,737","33,888,434","18,482,455",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),14.263%,6.619%,22.709%,46.592%,83.355%,158.016%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.615,-1.208,-0.673,-0.696,-1.764,-2.575,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.617,-1.210,-0.673,-0.700,-1.764,-2.575,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-92,458,000","-42,854,000","-29,180,000","-34,142,000","-54,896,593","-50,132,773",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.250,-0.659,-0.479,-0.687,-1.620,-2.712,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,64.651%,83.486%,82.058%,76.480%,67.861%,90.000%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-715.074%,-419.625%,-243.301%,-262.950%,-7340.059%,-580.065%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-765.375%,-448.891%,-257.389%,-269.034%,-8080.112%,-589.479%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-592.300%,-245.048%,-183.119%,-265.634%,-7422.190%,-621.061%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-110,138,000","-71,906,000","-36,623,000","-30,885,000","-51,347,060","-44,255,807",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-229.827%,-240.294%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,485,000","1,478,000","2,147,000","2,912,000","2,942,070","2,567,742",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-111,623,000","-73,384,000","-38,770,000","-33,797,000","-54,289,130","-46,823,549",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-243.301%,-262.950%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,-,-,"8,072,120",Upgrade,Financials in USD,Fiscal year is January - December
