Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
"Selling, General & Admin","3,144,729","4,192,136","4,962,212","4,983,669","2,042,764","1,669,160",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"840,473","898,100","1,349,269","1,736,776","1,223,676","820,906",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"3,985,202","5,090,236","6,311,481","6,720,445","3,266,440","2,490,066",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-3,985,202","-5,090,236","-6,311,481","-6,720,445","-3,266,440","-2,490,066",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-22,534","-16,233","-8,875","-7,414","-3,674",-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"10,477","17,486","11,195",626,"4,342","49,723",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-3,267","1,954","-3,374","-1,163",890,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-4,000,526","-5,087,029","-6,312,535","-6,728,396","-3,264,882","-2,440,343",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-4,000,526","-5,087,029","-6,312,535","-6,728,396","-3,264,882","-2,440,343",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-4,000,526","-5,087,029","-6,312,535","-6,728,396","-3,264,882","-2,440,343",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-4,000,526","-5,087,029","-6,312,535","-6,728,396","-3,264,882","-2,440,343",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"2,250,206","1,915,838","1,582,029","1,347,384","1,127,713","1,117,474",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"2,250,206","1,915,838","1,582,029","1,347,384","1,127,713","1,117,474",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),27.203%,21.100%,17.415%,19.479%,0.916%,14.036%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.778,-2.655,-3.990,-4.994,-2.895,-2.184,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.782,-2.660,-3.990,-4.994,-2.895,-2.184,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-3,467,984","-4,293,265","-4,611,737","-4,142,915","-2,131,414","-1,674,148",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.541,-2.241,-2.915,-3.075,-1.890,-1.498,Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-3,985,202","-5,090,236","-6,311,481","-6,720,445","-3,266,440","-2,490,066",Upgrade,Financials in USD,Fiscal year is January - December
