Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+4 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+4 Quarters,,
Revenue,-,-,-,-,-,"248,000","1,332,000","1,965,000","1,482,000","4,989,000","1,249,000","1,999,000","1,610,000","1,789,000","2,174,000","4,465,000","4,814,000","3,600,000","28,938,000","57,052,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-,-,-,-,-95.029%,6.645%,-1.701%,-7.950%,178.871%,-42.548%,-55.230%,-66.556%,-50.306%,-92.487%,-92.174%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,-,-,-,-,-,"248,000","1,332,000","1,965,000","1,482,000","4,989,000","1,249,000","1,999,000","1,610,000","1,789,000","2,174,000","4,465,000","4,814,000","3,600,000","28,938,000","57,052,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","14,260,000","15,022,000","15,246,000","13,854,000","15,346,000","14,574,000","14,154,000","14,251,000","8,823,000","8,296,000","8,579,000","7,846,000","7,671,000","5,475,000","6,566,000","5,627,000","4,591,000","3,040,000","4,011,000","3,103,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"47,754,000","45,617,000","37,146,000","33,183,000","32,339,000","33,002,000","29,273,000","25,114,000","24,606,000","26,335,000","20,881,000","18,752,000","21,052,000","19,218,000","18,527,000","17,854,000","16,884,000","17,536,000","13,919,000","11,727,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"62,014,000","60,639,000","52,392,000","47,037,000","47,685,000","47,576,000","43,427,000","39,365,000","33,429,000","34,631,000","29,460,000","26,598,000","28,723,000","24,693,000","25,093,000","23,481,000","21,475,000","20,576,000","17,930,000","14,830,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-62,014,000","-60,639,000","-52,392,000","-47,037,000","-47,685,000","-47,328,000","-42,095,000","-37,400,000","-31,947,000","-29,642,000","-28,211,000","-24,599,000","-27,113,000","-22,904,000","-22,919,000","-19,016,000","-16,661,000","-16,976,000","11,008,000","42,222,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-877,000","-868,000","-445,000","-321,000","-317,000","-319,000","-311,000","-317,000","-301,000","-173,000",-,-,-,-,-,"-11,000",-,"-25,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"5,128,000","5,653,000","5,882,000","16,464,000","6,515,000","6,455,000","4,858,000","2,921,000","1,633,000","269,000","111,000","68,000","68,000","73,000","63,000",-,"127,000",-,"21,000","115,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-168,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-57,763,000","-55,854,000","-46,955,000","-30,894,000","-41,487,000","-41,192,000","-37,548,000","-34,796,000","-30,615,000","-29,546,000","-28,100,000","-24,531,000","-27,045,000","-22,831,000","-22,856,000","-19,027,000","-16,534,000","-17,001,000","11,029,000","42,169,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,"-10,215,000",-,-,-,"-264,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
