Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"52,291,000","176,232,000","111,299,000","110,701,000","118,192,000","102,428,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-74.039%,58.341%,0.540%,-6.338%,15.390%,21.285%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"129,852,000","221,557,000","249,898,000","230,819,000","180,647,000","145,922,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-77,561,000","-45,325,000","-138,599,000","-120,118,000","-62,455,000","-43,494,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","45,160,000","57,167,000","62,682,000","63,219,000","67,097,000","61,686,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"45,160,000","57,167,000","62,682,000","63,219,000","67,097,000","61,686,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-122,721,000","-102,492,000","-201,281,000","-183,337,000","-129,552,000","-105,180,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"6,386,000","12,302,000","6,432,000","5,346,000","8,775,000","9,761,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-1,200,000","-1,200,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-117,535,000","-91,390,000","-194,849,000","-177,991,000","-120,777,000","-95,419,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-11,500,000","-16,500,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,"-38,000","-38,138,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-5,779,000","-116,875,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,"3,000,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-134,852,000","-262,903,000","-191,849,000","-177,991,000","-120,777,000","-95,419,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-12,000","-5,072,000","429,000","306,000","345,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-134,840,000","-257,831,000","-192,278,000","-178,297,000","-121,122,000","-95,419,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,-,-,-,"11,000","126,000","233,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-134,840,000","-257,831,000","-192,278,000","-178,286,000","-120,996,000","-95,186,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-134,840,000","-257,831,000","-192,278,000","-178,286,000","-120,996,000","-95,186,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"193,549,500","174,444,000","154,345,000","144,568,000","134,449,000","112,114,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"193,549,500","174,444,000","154,345,000","144,568,000","134,449,000","112,114,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),13.029%,13.022%,6.763%,7.526%,19.922%,15.652%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.697,-1.478,-1.246,-1.233,-0.900,-0.849,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.697,-1.480,-1.250,-1.233,-0.900,-0.849,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-117,112,000","-245,997,000","-243,798,000","-256,529,000","155,161,000","-165,077,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.605,-1.410,-1.580,-1.774,1.154,-1.472,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-148.326%,-25.719%,-124.528%,-108.507%,-52.842%,-42.463%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-234.689%,-58.157%,-180.847%,-165.615%,-109.611%,-102.687%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-257.865%,-146.302%,-172.758%,-161.052%,-102.372%,-92.930%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-223.962%,-139.587%,-219.048%,-231.731%,131.279%,-161.164%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-117,028,000","-87,427,000","-189,173,000","-173,898,000","-123,870,000","-101,250,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-223.801%,-49.609%,-169.968%,-157.088%,-104.804%,-98.850%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"5,693,000","15,065,000","12,108,000","9,439,000","5,682,000","3,930,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-122,721,000","-102,492,000","-201,281,000","-183,337,000","-129,552,000","-105,180,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-234.688%,-58.157%,-180.847%,-165.614%,-109.611%,-102.687%,Upgrade,Financials in USD,Fiscal year is January - December
