Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+7 Quarters,,
Operating Revenue,"49,301,000","40,186,000","21,006,000","5,447,000",-,-,-,-,-,-,-,-,-,-,-,"35,000,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Revenue,-,"19,547,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"49,301,000","59,733,000","21,006,000","5,447,000",-,-,-,-,-,-,-,-,-,-,-,"35,000,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"3,341,000","2,453,000","1,202,000","422,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"45,960,000","57,280,000","19,804,000","5,025,000",-,-,-,-,-,-,-,-,-,-,-,"35,000,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","61,601,000","57,839,000","60,113,000","59,836,000","46,546,000","46,994,000","44,175,000","40,526,000","35,673,000","30,987,000","27,366,000","26,452,000","18,029,000","14,930,000","12,381,000","8,519,000","7,669,000","6,874,000","6,403,000","5,199,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"42,296,000","44,362,000","53,622,000","43,652,000","37,453,000","35,858,000","33,524,000","37,928,000","36,067,000","38,024,000","34,103,000","29,344,000","22,866,000","32,091,000","17,375,000","15,262,000","13,923,000","12,947,000","9,727,000","12,172,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"103,897,000","102,201,000","113,735,000","103,488,000","83,999,000","82,852,000","77,699,000","78,454,000","71,740,000","69,011,000","61,469,000","55,796,000","40,895,000","47,021,000","29,756,000","23,781,000","21,592,000","19,821,000","16,130,000","17,371,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-57,937,000","-44,921,000","-93,931,000","-98,463,000","-83,999,000","-82,852,000","-77,699,000","-78,454,000","-71,740,000","-69,011,000","-61,469,000","-55,796,000","-40,895,000","-47,021,000","-29,756,000","11,219,000","-21,592,000","-19,821,000","-16,130,000","-17,371,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"6,216,000","6,778,000","7,571,000","5,603,000","5,586,000","5,828,000","5,557,000","4,665,000","912,000","372,000","198,000","81,000","179,000","211,000","227,000","174,000","63,000","157,000","936,000","1,267,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,"-1,809,000","-1,776,000","-1,025,000","-1,835,000","-1,024,000","-901,000","-1,278,000","-680,000","-1,486,000","-387,000","-337,000","-301,000","-267,000","-159,000","-261,000","-146,000","-130,000","-229,000","-100,000","-113,000",Upgrade,Financials in USD,Fiscal year is January - December
