Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Jun '23 Jun 30, 2023","Jun '22 Jun 30, 2022","Jun '21 Jun 30, 2021","Jun '20 Jun 30, 2020",2019 - 2015,,
Revenue,-,"65,297,000","48,816,000","40,697,000","34,796,000","27,756,000",Upgrade,Financials in USD,Fiscal year is July - June
Revenue Growth (YoY),-,33.761%,19.950%,16.959%,25.364%,464.720%,Upgrade,Financials in USD,Fiscal year is July - June
Cost of Revenue,"14,376,000","15,970,000","48,926,000",-,"1,408,000","2,671,000",Upgrade,Financials in USD,Fiscal year is July - June
Gross Profit,"-14,376,000","49,327,000","-110,000","40,697,000","33,388,000","25,085,000",Upgrade,Financials in USD,Fiscal year is July - June
"Selling, General & Admin","19,839,000","22,981,000","32,330,000","30,540,000","24,414,000","16,717,000",Upgrade,Financials in USD,Fiscal year is July - June
Research & Development,"349,000","349,000","724,000","85,641,000","69,398,000","34,065,000",Upgrade,Financials in USD,Fiscal year is July - June
Operating Expenses,"20,188,000","23,330,000","33,054,000","116,181,000","93,812,000","50,782,000",Upgrade,Financials in USD,Fiscal year is July - June
Operating Income,"-34,564,000","25,997,000","-33,164,000","-75,484,000","-60,424,000","-25,697,000",Upgrade,Financials in USD,Fiscal year is July - June
Interest & Investment Income,"2,538,000","3,277,000","3,345,000","284,000","510,000","1,395,000",Upgrade,Financials in USD,Fiscal year is July - June
Other Non Operating Income (Expenses),"-50,000","-41,000","1,581,000","20,746,000","18,608,000","-22,870,000",Upgrade,Financials in USD,Fiscal year is July - June
EBT Excluding Unusual Items,"-32,076,000","29,233,000","-28,238,000","-54,454,000","-41,306,000","-47,172,000",Upgrade,Financials in USD,Fiscal year is July - June
Merger & Restructuring Charges,"-3,628,000","-556,000","-3,600,000",-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Asset Writedown,"-10,899,000","-10,899,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Pretax Income,"-46,603,000","17,778,000","-31,838,000","-54,454,000","-41,306,000","-47,172,000",Upgrade,Financials in USD,Fiscal year is July - June
Income Tax Expense,-,-,-,-,"8,000","1,000",Upgrade,Financials in USD,Fiscal year is July - June
Net Income,"-46,603,000","17,778,000","-31,838,000","-54,454,000","-41,314,000","-47,173,000",Upgrade,Financials in USD,Fiscal year is July - June
Net Income to Common,"-46,603,000","17,778,000","-31,838,000","-54,454,000","-41,314,000","-47,173,000",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Basic),"6,663,000","6,663,000","6,663,000","6,224,000","5,626,350","4,554,000",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Diluted),"6,663,000","6,663,000","6,663,000","6,257,000","5,724,050","4,554,000",Upgrade,Financials in USD,Fiscal year is July - June
Shares Change (YoY),-,-,6.489%,9.311%,25.693%,25.827%,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Basic),-6.994,2.668,-4.778,-8.749,-7.343,-10.359,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Diluted),-6.994,2.668,-4.778,-9.989,-12.003,-10.359,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow,"-43,439,000","-50,480,000","-52,519,000","-49,225,000","-32,672,000","33,364,000",Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Per Share,-6.519,-7.576,-7.882,-7.867,-5.708,7.326,Upgrade,Financials in USD,Fiscal year is July - June
Gross Margin,-,75.543%,-0.225%,100.000%,95.954%,90.377%,Upgrade,Financials in USD,Fiscal year is July - June
Operating Margin,-,39.813%,-67.937%,-185.478%,-173.652%,-92.582%,Upgrade,Financials in USD,Fiscal year is July - June
Profit Margin,-,27.226%,-65.220%,-133.803%,-118.732%,-169.956%,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Margin,-,-77.308%,-107.586%,-120.955%,-93.896%,120.205%,Upgrade,Financials in USD,Fiscal year is July - June
EBITDA,"-33,900,000","26,380,000","-32,778,000","-75,158,000","-60,139,000","-25,588,000",Upgrade,Financials in USD,Fiscal year is July - June
EBITDA Margin,-,40.400%,-67.146%,-184.677%,-172.833%,-92.189%,Upgrade,Financials in USD,Fiscal year is July - June
D&A For EBITDA,"664,000","383,000","386,000","326,000","285,000","109,000",Upgrade,Financials in USD,Fiscal year is July - June
EBIT,"-34,564,000","25,997,000","-33,164,000","-75,484,000","-60,424,000","-25,697,000",Upgrade,Financials in USD,Fiscal year is July - June
EBIT Margin,-,39.813%,-67.937%,-185.478%,-173.652%,-92.582%,Upgrade,Financials in USD,Fiscal year is July - June
Revenue as Reported,-,"65,297,000","48,816,000",-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
