Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Oct '24 Oct 31, 2024","Apr '24 Apr 30, 2024","Apr '23 Apr 30, 2023","Apr '22 Apr 30, 2022","Apr '21 Apr 30, 2021","Apr '20 Apr 30, 2020",2019 - 2015,,
Revenue,"150,445,000","139,911,000","149,266,000","119,597,000","95,868,000","59,702,000",Upgrade,Financials in USD,Fiscal year is May - April
Revenue Growth (YoY),6.746%,-6.267%,24.807%,24.752%,60.578%,11.378%,Upgrade,Financials in USD,Fiscal year is May - April
Cost of Revenue,"138,894,000","132,593,000","117,786,000","82,949,000","66,561,000","55,770,000",Upgrade,Financials in USD,Fiscal year is May - April
Gross Profit,"11,551,000","7,318,000","31,480,000","36,648,000","29,307,000","3,932,000",Upgrade,Financials in USD,Fiscal year is May - April
"Selling, General & Admin","31,931,000","25,996,000","27,779,000","21,226,000","17,064,000","14,517,000",Upgrade,Financials in USD,Fiscal year is May - April
Operating Expenses,"31,931,000","25,996,000","27,779,000","21,226,000","17,064,000","14,517,000",Upgrade,Financials in USD,Fiscal year is May - April
Operating Income,"-20,380,000","-18,678,000","3,701,000","15,422,000","12,243,000","-10,585,000",Upgrade,Financials in USD,Fiscal year is May - April
Interest Expense,"-8,859,000","-4,337,000","-3,013,000","-2,680,000","-1,164,000","-8,000",Upgrade,Financials in USD,Fiscal year is May - April
Other Non Operating Income (Expenses),"-4,808,000","-1,785,000","1,141,000","300,000","133,000","482,000",Upgrade,Financials in USD,Fiscal year is May - April
EBT Excluding Unusual Items,"-34,047,000","-24,800,000","1,829,000","13,042,000","11,212,000","-10,111,000",Upgrade,Financials in USD,Fiscal year is May - April
Gain (Loss) on Sale of Assets,"-181,000","-227,000","-139,000","-381,000",-,-,Upgrade,Financials in USD,Fiscal year is May - April
Asset Writedown,-,-,"-100,000",-,-,-,Upgrade,Financials in USD,Fiscal year is May - April
Other Unusual Items,"-1,900,000","-1,900,000",-,-,-,"-355,000",Upgrade,Financials in USD,Fiscal year is May - April
Pretax Income,"-35,228,000","-26,927,000","1,590,000","12,661,000","11,212,000","-10,466,000",Upgrade,Financials in USD,Fiscal year is May - April
Income Tax Expense,"116,822,000","113,826,000","1,331,000","-115,011,000",-,-,Upgrade,Financials in USD,Fiscal year is May - April
Earnings From Continuing Operations,"-152,050,000","-140,753,000","259,000","127,672,000","11,212,000","-10,466,000",Upgrade,Financials in USD,Fiscal year is May - April
Net Income,"-152,050,000","-140,753,000","259,000","127,672,000","11,212,000","-10,466,000",Upgrade,Financials in USD,Fiscal year is May - April
Preferred Dividends & Other Adjustments,-,-,-,-,"7,894,000","4,686,000",Upgrade,Financials in USD,Fiscal year is May - April
Net Income to Common,"-152,050,000","-140,753,000","259,000","127,672,000","3,318,000","-15,152,000",Upgrade,Financials in USD,Fiscal year is May - April
Net Income Growth,-,-,-99.797%,1038.709%,-,-,Upgrade,Financials in USD,Fiscal year is May - April
Shares Outstanding (Basic),"63,571,500","63,199,000","62,268,000","61,484,000","58,222,000","56,326,000",Upgrade,Financials in USD,Fiscal year is May - April
Shares Outstanding (Diluted),"63,571,500","63,199,000","63,782,000","70,474,000","59,426,000","56,326,000",Upgrade,Financials in USD,Fiscal year is May - April
Shares Change (YoY),1.329%,-0.914%,-9.496%,18.591%,5.504%,0.616%,Upgrade,Financials in USD,Fiscal year is May - April
EPS (Basic),-2.392,-2.227,0.004,2.077,0.057,-0.269,Upgrade,Financials in USD,Fiscal year is May - April
EPS (Diluted),-2.395,-2.230,0.004,1.839,0.057,-0.270,Upgrade,Financials in USD,Fiscal year is May - April
EPS Growth,-,-,-99.779%,3127.601%,-,-,Upgrade,Financials in USD,Fiscal year is May - April
Free Cash Flow,"-9,681,000","-20,853,000","-90,525,000","-46,946,000","21,318,000","2,015,000",Upgrade,Financials in USD,Fiscal year is May - April
Free Cash Flow Per Share,-0.152,-0.330,-1.419,-0.666,0.359,0.036,Upgrade,Financials in USD,Fiscal year is May - April
Gross Margin,7.678%,5.230%,21.090%,30.643%,30.570%,6.586%,Upgrade,Financials in USD,Fiscal year is May - April
Operating Margin,-13.546%,-13.350%,2.479%,12.895%,12.771%,-17.730%,Upgrade,Financials in USD,Fiscal year is May - April
Profit Margin,-101.067%,-100.602%,0.174%,106.752%,3.461%,-25.379%,Upgrade,Financials in USD,Fiscal year is May - April
Free Cash Flow Margin,-6.435%,-14.904%,-60.647%,-39.253%,22.237%,3.375%,Upgrade,Financials in USD,Fiscal year is May - April
EBITDA,"-7,908,000","-7,569,000","10,911,000","19,902,000","15,696,000","-7,494,000",Upgrade,Financials in USD,Fiscal year is May - April
EBITDA Margin,-5.256%,-5.410%,7.310%,16.641%,16.372%,-12.552%,Upgrade,Financials in USD,Fiscal year is May - April
D&A For EBITDA,"12,472,000","11,109,000","7,210,000","4,480,000","3,453,000","3,091,000",Upgrade,Financials in USD,Fiscal year is May - April
EBIT,"-20,380,000","-18,678,000","3,701,000","15,422,000","12,243,000","-10,585,000",Upgrade,Financials in USD,Fiscal year is May - April
EBIT Margin,-13.546%,-13.350%,2.479%,12.895%,12.771%,-17.730%,Upgrade,Financials in USD,Fiscal year is May - April
Effective Tax Rate,-,-,83.711%,-,-,-,Upgrade,Financials in USD,Fiscal year is May - April
Advertising Expenses,-,"800,000","700,000","600,000","300,000","200,000",Upgrade,Financials in USD,Fiscal year is May - April
