Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"2,388,000,000","2,361,000,000","2,190,000,000","2,213,000,000","2,151,000,000","2,180,000,000","2,000,000,000","2,040,000,000","2,002,000,000","2,052,000,000","1,986,000,000","1,967,000,000","1,990,000,000","1,948,000,000","1,871,000,000","1,807,000,000","1,786,000,000","1,548,000,000","1,534,000,000","1,674,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),11.018%,8.303%,9.500%,8.480%,7.443%,6.238%,0.705%,3.711%,0.603%,5.339%,6.146%,8.854%,11.422%,25.840%,21.969%,7.945%,12.753%,0.065%,5.430%,7.033%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"701,000,000","668,000,000","643,000,000","725,000,000","638,000,000","607,000,000","588,000,000","645,000,000","607,000,000","625,000,000","569,000,000","598,000,000","585,000,000","568,000,000","549,000,000","586,000,000","545,000,000","450,000,000","457,000,000","529,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"1,687,000,000","1,693,000,000","1,547,000,000","1,488,000,000","1,513,000,000","1,573,000,000","1,412,000,000","1,395,000,000","1,395,000,000","1,427,000,000","1,417,000,000","1,369,000,000","1,405,000,000","1,380,000,000","1,322,000,000","1,221,000,000","1,241,000,000","1,098,000,000","1,077,000,000","1,145,000,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","565,000,000","581,000,000","547,000,000","565,000,000","525,000,000","556,000,000","505,000,000","514,000,000","501,000,000","529,000,000","465,000,000","593,000,000","504,000,000","495,000,000","409,000,000","518,000,000","419,000,000","389,000,000","388,000,000","470,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"167,000,000","171,000,000","162,000,000","174,000,000","152,000,000","146,000,000","142,000,000","148,000,000","134,000,000","135,000,000","122,000,000","138,000,000","132,000,000","120,000,000","118,000,000","133,000,000","112,000,000","111,000,000","107,000,000","132,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"767,000,000","787,000,000","746,000,000","776,000,000","715,000,000","739,000,000","684,000,000","697,000,000","672,000,000","701,000,000","628,000,000","771,000,000","676,000,000","656,000,000","567,000,000","691,000,000","571,000,000","540,000,000","535,000,000","642,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"920,000,000","906,000,000","801,000,000","712,000,000","798,000,000","834,000,000","728,000,000","698,000,000","723,000,000","726,000,000","789,000,000","598,000,000","729,000,000","724,000,000","755,000,000","530,000,000","670,000,000","558,000,000","542,000,000","503,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-57,000,000","-59,000,000","-58,000,000","-59,000,000","-59,000,000","-58,000,000","-63,000,000","-62,000,000","-53,000,000","-53,000,000","-53,000,000","-54,000,000","-56,000,000","-57,000,000","-57,000,000","-58,000,000","-62,000,000","-58,000,000","-53,000,000","-56,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"23,000,000","24,000,000","32,000,000","26,000,000","23,000,000","23,000,000","33,000,000","30,000,000","13,000,000","5,000,000","2,000,000","2,000,000","1,000,000","2,000,000","1,000,000","3,000,000","1,000,000","2,000,000","6,000,000","8,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-5,000,000","-18,000,000","-19,000,000","-6,000,000","-19,000,000","-13,000,000","-9,000,000","-26,000,000","-11,000,000","-14,000,000","-11,000,000","-7,000,000","-8,000,000","-9,000,000","-3,000,000","-7,000,000","-3,000,000","-6,000,000","-5,000,000","-2,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-2,000,000","-20,000,000","-5,000,000","-95,000,000","-3,000,000","3,000,000","29,000,000","7,000,000","2,000,000","7,000,000","2,000,000",-,"6,000,000",-,-,"-1,000,000","1,000,000","5,000,000","2,000,000","5,000,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"879,000,000","833,000,000","751,000,000","578,000,000","740,000,000","789,000,000","718,000,000","647,000,000","674,000,000","671,000,000","729,000,000","539,000,000","672,000,000","660,000,000","696,000,000","467,000,000","607,000,000","501,000,000","492,000,000","458,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,"-42,000,000","-4,000,000","-10,000,000",-,"-8,000,000","-21,000,000","-6,000,000","-6,000,000","-1,000,000","-2,000,000",-,"-10,000,000","-21,000,000","-9,000,000","-18,000,000","-5,000,000","-9,000,000","6,000,000","2,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-4,000,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"-5,000,000",-,-,"101,000,000","-16,000,000","101,000,000",-,-,-,-,-,-,-,"-3,000,000",-,-,-,"1,000,000",-,"-20,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,"-11,000,000",-,"-18,000,000","-7,000,000","-10,000,000",-,"-45,000,000","-1,000,000",-,-,"-27,000,000","-3,000,000",-,-,"-27,000,000",-,"-3,000,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,"-1,000,000",-,-,-,"-4,000,000",-,-,-,"-6,000,000",-,-,-,"-2,000,000","-5,000,000","-4,000,000","-1,000,000","-3,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"874,000,000","780,000,000","747,000,000","650,000,000","717,000,000","872,000,000","697,000,000","592,000,000","667,000,000","670,000,000","727,000,000","506,000,000","659,000,000","636,000,000","687,000,000","420,000,000","597,000,000","482,000,000","497,000,000","437,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"182,000,000","156,000,000","148,000,000","127,000,000","121,000,000","202,000,000","146,000,000","132,000,000","139,000,000","141,000,000","133,000,000","93,000,000","107,000,000","125,000,000","129,000,000","62,000,000","118,000,000","106,000,000","74,000,000","53,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"692,000,000","624,000,000","599,000,000","523,000,000","596,000,000","670,000,000","551,000,000","460,000,000","528,000,000","529,000,000","594,000,000","413,000,000","552,000,000","511,000,000","558,000,000","358,000,000","479,000,000","376,000,000","423,000,000","384,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"-10,000,000",-,-,"2,000,000",-,"1,000,000","1,000,000","1,000,000","1,000,000",-,"1,000,000","1,000,000",-,"1,000,000","1,000,000","1,000,000",-,"1,000,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"682,000,000","624,000,000","599,000,000","525,000,000","596,000,000","671,000,000","552,000,000","461,000,000","529,000,000","529,000,000","595,000,000","414,000,000","552,000,000","512,000,000","559,000,000","359,000,000","479,000,000","377,000,000","423,000,000","384,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"682,000,000","624,000,000","599,000,000","525,000,000","596,000,000","671,000,000","552,000,000","461,000,000","529,000,000","529,000,000","595,000,000","414,000,000","552,000,000","512,000,000","559,000,000","359,000,000","479,000,000","377,000,000","423,000,000","384,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,14.430%,-7.004%,8.514%,13.883%,12.665%,26.843%,-7.227%,11.353%,-4.167%,3.320%,6.440%,15.320%,15.240%,35.809%,32.151%,-6.510%,10.624%,1.617%,35.577%,11.304%,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"452,900,000","455,500,000","458,000,000","459,000,000","460,300,000","461,900,000","463,500,000","465,600,000","467,800,000","470,000,000","472,200,000","473,100,000","474,000,000","474,800,000","475,500,000","475,600,000","475,500,000","475,300,000","475,600,000","476,400,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"453,500,000","456,000,000","458,800,000","460,100,000","461,400,000","462,900,000","464,600,000","466,800,000","469,100,000","471,500,000","474,100,000","475,600,000","476,300,000","477,000,000","477,900,000","478,700,000","478,500,000","478,100,000","479,000,000","480,200,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-1.712%,-1.491%,-1.248%,-1.435%,-1.641%,-1.824%,-2.004%,-1.850%,-1.512%,-1.153%,-0.795%,-0.648%,-0.460%,-0.230%,-0.230%,-0.312%,-0.623%,-0.871%,-0.849%,-0.883%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),1.506,1.370,1.308,1.144,1.295,1.453,1.191,0.990,1.131,1.126,1.260,0.875,1.165,1.078,1.176,0.755,1.007,0.793,0.889,0.806,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),1.500,1.370,1.308,1.139,1.290,1.450,1.190,0.978,1.130,1.120,1.260,0.869,1.160,1.070,1.170,0.750,1.000,0.790,0.880,0.800,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,16.279%,-5.523%,9.904%,16.429%,14.159%,29.464%,-5.556%,12.549%,-2.586%,4.673%,7.692%,15.880%,16.000%,35.443%,32.955%,-6.248%,11.111%,2.597%,35.385%,12.721%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"784,000,000","370,000,000","455,000,000","699,000,000","579,000,000","17,000,000","326,000,000","570,000,000","372,000,000","190,000,000","194,000,000","511,000,000","534,000,000","368,000,000","323,000,000","566,000,000","445,000,000","348,000,000","314,000,000","416,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,1.729,0.811,0.992,1.519,1.255,0.037,0.702,1.221,0.793,0.403,0.409,1.074,1.121,0.771,0.676,1.182,0.930,0.728,0.656,0.866,Upgrade,Financials in USD,Fiscal year is January - December
Dividend Per Share,0.432,0.432,0.432,0.375,0.375,0.375,0.375,0.325,0.325,0.325,0.325,0.250,0.250,0.250,0.250,0.200,0.200,0.200,0.200,0.164,Upgrade,Financials in USD,Fiscal year is January - December
Dividend Growth,15.200%,15.200%,15.200%,15.385%,15.385%,15.385%,15.385%,30.000%,30.000%,30.000%,30.000%,25.000%,25.000%,25.000%,25.000%,21.951%,21.951%,21.951%,21.951%,30.159%,Upgrade,Financials in USD,Fiscal year is January - December
