Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+3 Quarters,,
Revenue,-,"35,000,000",-,-,-,-,"12,595,000","53,905,000","19,487,000","41,716,000","152,522,000","240,504,000","104,271,000",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-,-,-,-,-,-91.742%,-77.587%,-81.311%,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,-,"35,000,000",-,-,-,-,"12,595,000","53,905,000","19,487,000","41,716,000","152,522,000","240,504,000","104,271,000",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","12,112,000","12,457,000","12,703,000","12,369,000","12,642,000","13,435,000","11,927,000","11,101,000","10,760,000","11,471,000","10,615,000","9,598,000","8,761,000","15,101,000","7,046,000","5,729,000","4,799,000","2,394,000","2,418,000","2,276,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"36,514,000","35,816,000","33,727,000","25,396,000","30,221,000","28,800,000","25,255,000","25,079,000","23,648,000","26,618,000","20,842,000","17,674,000","15,933,000","14,119,000","11,643,000","9,569,000","8,453,000","5,951,000","5,641,000","5,709,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"48,626,000","48,273,000","46,430,000","37,765,000","42,863,000","42,235,000","37,182,000","36,180,000","34,408,000","38,089,000","31,457,000","27,272,000","24,694,000","29,220,000","18,689,000","15,298,000","13,252,000","8,345,000","8,059,000","7,985,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-48,626,000","-13,273,000","-46,430,000","-37,765,000","-42,863,000","-42,235,000","-24,587,000","17,725,000","-14,921,000","3,627,000","121,065,000","213,232,000","79,577,000","-29,220,000","-18,689,000","-15,298,000","-13,252,000","-8,345,000","-8,059,000","-7,985,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"8,010,000","7,817,000","7,386,000","7,842,000","8,039,000","8,042,000","7,851,000","6,968,000","3,243,000","1,063,000","92,000","78,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),-,"67,000",-,-,-,"326,000",-,"-10,774,000","9,278,000","3,606,000","-1,200,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
