Fiscal Quarter,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"289,458,000","306,099,000","303,428,000","272,598,000","276,935,000","301,320,000","294,146,000","271,581,000","269,655,000","288,228,000","290,376,000","269,276,000","257,719,000","259,028,000","243,552,000","224,253,000","204,199,000","175,834,000","194,680,000","184,934,000",Upgrade,Financials in USD,Fiscal year is July - June
Revenue Growth (YoY),4.522%,1.586%,3.156%,0.374%,2.700%,4.542%,1.298%,0.856%,4.631%,11.273%,19.225%,20.077%,26.210%,47.314%,25.104%,21.261%,11.436%,-8.260%,5.312%,5.973%,Upgrade,Financials in USD,Fiscal year is July - June
Cost of Revenue,"101,355,000","104,393,000","97,996,000","94,654,000","91,563,000","96,622,000","91,984,000","88,121,000","89,760,000","87,878,000","88,918,000","85,501,000","85,126,000","81,610,000","75,210,000","73,330,000","66,468,000","62,520,000","64,617,000","63,531,000",Upgrade,Financials in USD,Fiscal year is July - June
Gross Profit,"188,103,000","201,706,000","205,432,000","177,944,000","185,372,000","204,698,000","202,162,000","183,460,000","179,895,000","200,350,000","201,458,000","183,775,000","172,593,000","177,418,000","168,342,000","150,923,000","137,731,000","113,314,000","130,063,000","121,403,000",Upgrade,Financials in USD,Fiscal year is July - June
"Selling, General & Admin","111,712,000","109,017,000","107,651,000","104,892,000","107,399,000","97,817,000","100,571,000","84,703,000","96,908,000","116,542,000","93,270,000","95,240,000","88,552,000","85,691,000","80,865,000","78,695,000","72,462,000","63,989,000","66,640,000","68,911,000",Upgrade,Financials in USD,Fiscal year is July - June
Research & Development,"23,869,000","23,989,000","25,761,000","22,916,000","23,998,000","23,419,000","22,713,000","22,459,000","23,903,000","23,148,000","21,742,000","20,650,000","21,600,000","20,721,000","17,052,000","16,789,000","16,041,000","16,779,000","15,954,000","16,381,000",Upgrade,Financials in USD,Fiscal year is July - June
Operating Expenses,"135,581,000","133,006,000","133,412,000","127,808,000","131,397,000","121,236,000","123,284,000","107,162,000","120,811,000","139,690,000","115,012,000","115,890,000","110,152,000","106,412,000","97,917,000","95,484,000","88,503,000","80,768,000","82,594,000","85,292,000",Upgrade,Financials in USD,Fiscal year is July - June
Operating Income,"52,522,000","68,700,000","72,020,000","50,136,000","53,975,000","83,462,000","78,878,000","76,298,000","59,084,000","60,660,000","86,446,000","67,885,000","62,441,000","71,006,000","70,425,000","55,439,000","49,228,000","32,546,000","47,469,000","36,111,000",Upgrade,Financials in USD,Fiscal year is July - June
Interest Expense,"-2,176,000","-2,509,000","-4,005,000","-4,329,000","-4,893,000","-3,702,000","-1,367,000","-2,356,000","-3,790,000","-2,505,000","-2,493,000","-2,902,000","-3,409,000","-3,291,000","-2,660,000","-3,585,000","-4,416,000","-4,617,000","-4,486,000","-4,872,000",Upgrade,Financials in USD,Fiscal year is July - June
