Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2017,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2017,,
"Selling, General & Admin","15,905,000","15,395,000","24,912,000","29,523,000","17,586,000","8,954,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"15,999,000","9,247,000","25,178,000","60,795,000","61,307,000","30,214,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"31,904,000","24,642,000","50,090,000","90,318,000","78,893,000","39,168,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-31,904,000","-24,642,000","-50,090,000","-90,318,000","-78,893,000","-39,168,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"3,407,000","3,478,000","1,068,000","620,000","2,044,000","2,188,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"1,000","1,000","-767,000","-247,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-1,381,000","-338,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-29,877,000","-21,501,000","-49,789,000","-89,945,000","-76,849,000","-36,980,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-2,500,000","-2,500,000","-1,100,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,"-17,130,000",-,"-825,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"34,000","-37,000","-94,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,"-5,966,000","-136,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-3,660,000","-1,578,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-53,133,000","-31,582,000","-51,944,000","-89,945,000","-76,849,000","-36,980,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"131,000","-197,000","-284,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-53,264,000","-31,385,000","-51,660,000","-89,945,000","-76,849,000","-36,980,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-53,264,000","-31,385,000","-51,660,000","-89,945,000","-76,849,000","-36,980,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"42,599,198","37,237,149","33,496,534","29,718,506","29,176,232","19,031,940",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"42,599,198","37,237,149","33,496,534","29,718,506","29,176,232","19,031,940",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),18.714%,11.167%,12.713%,1.859%,53.301%,466.058%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.250,-0.843,-1.542,-3.027,-2.634,-1.943,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.250,-0.843,-1.542,-3.027,-2.634,-1.943,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-30,578,000","-18,452,000","-44,171,000","-63,112,000","-50,870,000","-33,332,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.718,-0.496,-1.319,-2.124,-1.744,-1.751,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-31,430,000","-24,320,000","-49,886,000","-89,974,000","-78,561,000","-38,980,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"474,000","322,000","204,000","344,000","332,000","188,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-31,904,000","-24,642,000","-50,090,000","-90,318,000","-78,893,000","-39,168,000",Upgrade,Financials in USD,Fiscal year is January - December
