Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Operating Revenue,"3,843,000","6,305,000","4,450,000","3,284,000","1,370,000","1,205,000","655,000","720,000","814,000","930,000","1,130,000","239,000","872,000","243,000",-,-,-,-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
Other Revenue,"138,000","156,000","210,000",-,-,"38,000","42,000","491,000","74,000","99,000","101,000","205,000","286,000","411,000","141,000","241,000","251,000",-,"263,000","424,000",Upgrade,Financials in EUR,Fiscal year is January - December
Revenue,"3,981,000","6,461,000","4,660,000","3,284,000","1,370,000","1,243,000","697,000","1,211,000","888,000","1,029,000","1,231,000","444,000","1,158,000","654,000","141,000","241,000","251,000",-,"263,000","424,000",Upgrade,Financials in EUR,Fiscal year is January - December
Revenue Growth (YoY),190.584%,419.791%,568.580%,171.181%,54.279%,20.797%,-43.379%,172.748%,-23.316%,57.339%,773.050%,84.232%,361.355%,-,-46.388%,-43.160%,-52.642%,-,-36.779%,-63.417%,Upgrade,Financials in EUR,Fiscal year is January - December
Gross Profit,"3,981,000","6,461,000","4,660,000","3,284,000","1,370,000","1,243,000","697,000","1,211,000","888,000","1,029,000","1,231,000","444,000","1,158,000","654,000","141,000","241,000","251,000",-,"263,000","424,000",Upgrade,Financials in EUR,Fiscal year is January - December
"Selling, General & Admin","3,283,000","3,013,000","3,452,000","4,750,000","3,315,000","4,145,000","4,026,000","2,972,000","5,359,000","5,412,000","4,908,000","5,316,000","4,591,000","4,122,000","3,339,000","3,512,000","2,809,000","3,446,000","3,918,000","3,917,000",Upgrade,Financials in EUR,Fiscal year is January - December
Research & Development,"9,414,000","7,048,000","9,283,000","7,733,000","5,446,000","5,909,000","6,060,000","10,699,000","15,352,000","11,449,000","13,367,000","12,456,000","11,124,000","9,735,000","8,905,000","8,419,000","8,304,000","8,587,000","12,825,000","13,931,000",Upgrade,Financials in EUR,Fiscal year is January - December
Operating Expenses,"12,697,000","10,061,000","12,735,000","12,483,000","8,761,000","10,054,000","10,086,000","13,671,000","20,711,000","16,861,000","18,275,000","17,772,000","15,715,000","13,857,000","12,244,000","11,931,000","11,113,000","12,033,000","16,743,000","17,848,000",Upgrade,Financials in EUR,Fiscal year is January - December
Operating Income,"-8,716,000","-3,600,000","-8,075,000","-9,199,000","-7,391,000","-8,811,000","-9,389,000","-12,460,000","-19,823,000","-15,832,000","-17,044,000","-17,328,000","-14,557,000","-13,203,000","-12,103,000","-11,690,000","-10,862,000","-12,033,000","-16,480,000","-17,424,000",Upgrade,Financials in EUR,Fiscal year is January - December
Interest Expense,-,-,-,"-1,203,000",-,-,"-544,000","-5,961,000",-,-,"-822,000","-914,000",-,"-2,464,000","-293,000","-16,000","-1,863,000","-697,000",-,"-1,659,000",Upgrade,Financials in EUR,Fiscal year is January - December
Interest & Investment Income,"469,000","513,000","488,000","2,304,000","363,000","470,000",-,-,"599,000","1,163,000",-,"5,000","266,000",-,-,"313,000",-,-,"536,000",-,Upgrade,Financials in EUR,Fiscal year is January - December
Earnings From Equity Investments,-,-,-,-,-,-,-,-,-,-,"-8,000","-85,000","-132,000",-,-,"-52,000","-84,000","-52,000","-134,000","-150,000",Upgrade,Financials in EUR,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,-,"-255,000",-,-,-,"4,757,000",-,-,-,"611,000",-,-,-,"-1,989,000",-,-,-,"722,000",Upgrade,Financials in EUR,Fiscal year is January - December
Other Non Operating Income (Expenses),"139,000","195,000","-68,000","-56,000","118,000","322,000","670,000","-1,118,000","5,000","1,206,000","3,764,000","-507,000","-611,000","-33,000","-729,000","221,000","-305,000","8,674,000",-,-,Upgrade,Financials in EUR,Fiscal year is January - December
EBT Excluding Unusual Items,"-8,108,000","-2,892,000","-7,655,000","-8,409,000","-6,910,000","-8,019,000","-9,263,000","-14,782,000","-19,219,000","-13,463,000","-14,110,000","-18,218,000","-15,034,000","-15,700,000","-13,125,000","-13,213,000","-13,114,000","-4,108,000","-16,078,000","-18,511,000",Upgrade,Financials in EUR,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"514,000",-,-,-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,"2,931,000","92,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
Other Unusual Items,-,-,-,-,"1,357,000",-,"408,000","1,482,000","-4,016,000",-,-,-,-,-,-,"23,000",-,-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
Pretax Income,"-8,108,000","-2,892,000","-7,655,000","-5,478,000","-5,461,000","-8,019,000","-8,855,000","-13,300,000","-23,235,000","-13,463,000","-14,110,000","-18,218,000","-15,034,000","-15,700,000","-12,611,000","-13,190,000","-13,114,000","-4,108,000","-16,078,000","-18,511,000",Upgrade,Financials in EUR,Fiscal year is January - December
Income Tax Expense,-,"-200,000","3,000","5,000","-41,000","-42,000",-,-,"69,000","20,000","7,000","22,000","35,000","53,000","7,000","38,000","75,000","11,000",-,"68,000",Upgrade,Financials in EUR,Fiscal year is January - December
Earnings From Continuing Operations,"-8,108,000","-2,692,000","-7,658,000","-5,483,000","-5,420,000","-7,977,000","-8,855,000","-13,300,000","-23,304,000","-13,483,000","-14,117,000","-18,240,000","-15,069,000","-15,753,000","-12,618,000","-13,228,000","-13,189,000","-4,119,000","-16,078,000","-18,579,000",Upgrade,Financials in EUR,Fiscal year is January - December
Minority Interest in Earnings,-,-,-,-,"-290,000","-16,000","-78,000","3,000","-14,000","-217,000","8,000","19,000","22,000","7,000","11,000","11,000","8,000","7,000","23,000","44,000",Upgrade,Financials in EUR,Fiscal year is January - December
Net Income,"-8,108,000","-2,692,000","-7,658,000","-5,483,000","-5,710,000","-7,993,000","-8,933,000","-13,297,000","-23,318,000","-13,700,000","-14,109,000","-18,221,000","-15,047,000","-15,746,000","-12,607,000","-13,217,000","-13,181,000","-4,112,000","-16,055,000","-18,535,000",Upgrade,Financials in EUR,Fiscal year is January - December
Net Income to Common,"-8,108,000","-2,692,000","-7,658,000","-5,483,000","-5,710,000","-7,993,000","-8,933,000","-13,297,000","-23,318,000","-13,700,000","-14,109,000","-18,221,000","-15,047,000","-15,746,000","-12,607,000","-13,217,000","-13,181,000","-4,112,000","-16,055,000","-18,535,000",Upgrade,Financials in EUR,Fiscal year is January - December
Shares Outstanding (Basic),"81,682,296","81,665,565","81,571,028","81,217,109","81,000,320","80,939,392","80,887,534","72,462,843","71,382,837","71,362,088","71,357,170","71,239,299","68,263,034","66,147,153","50,811,135","50,166,394","50,143,262","50,021,194","49,906,033","47,372,744",Upgrade,Financials in EUR,Fiscal year is January - December
Shares Outstanding (Diluted),"81,682,296","81,665,565","81,571,028","81,217,109","81,000,320","80,939,392","80,887,534","72,462,843","71,382,837","71,362,088","71,357,170","71,239,299","68,263,034","66,147,153","50,811,135","50,166,394","50,143,262","50,021,194","49,906,033","47,372,744",Upgrade,Financials in EUR,Fiscal year is January - December
Shares Change (YoY),0.842%,0.897%,0.845%,12.081%,13.473%,13.421%,13.356%,1.718%,4.570%,7.884%,40.436%,42.006%,36.136%,32.238%,1.814%,5.897%,28.861%,28.562%,28.341%,22.064%,Upgrade,Financials in EUR,Fiscal year is January - December
EPS (Basic),-0.099,-0.033,-0.094,-0.068,-0.070,-0.099,-0.110,-0.183,-0.327,-0.192,-0.198,-0.256,-0.220,-0.238,-0.248,-0.263,-0.263,-0.082,-0.322,-0.391,Upgrade,Financials in EUR,Fiscal year is January - December
EPS (Diluted),-0.100,-0.033,-0.094,-0.070,-0.070,-0.100,-0.110,-0.183,-0.330,-0.192,-0.200,-0.258,-0.220,-0.240,-0.250,-0.263,-0.263,-0.082,-0.322,-0.391,Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow,"-5,943,000","-6,523,000","-15,864,000","-5,924,000","-7,847,000","-10,641,000","44,589,000","-17,820,000","-15,610,000","-15,075,000","-20,711,000","3,560,000","-8,232,000","-10,031,000","-11,793,000","-11,874,000","-10,074,000","-10,831,000","-15,205,000","-12,195,000",Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow Per Share,-0.073,-0.080,-0.194,-0.073,-0.097,-0.131,0.551,-0.246,-0.219,-0.211,-0.290,0.050,-0.121,-0.152,-0.232,-0.237,-0.201,-0.217,-0.305,-0.257,Upgrade,Financials in EUR,Fiscal year is January - December
Gross Margin,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,-,100.000%,100.000%,Upgrade,Financials in EUR,Fiscal year is January - December
Operating Margin,-218.940%,-55.719%,-173.283%,-280.116%,-539.489%,-708.850%,-1347.059%,-1028.902%,-2232.320%,-1538.581%,-1384.565%,-3902.703%,-1257.081%,-2018.807%,-8583.688%,-4850.622%,-4327.490%,-,-6266.160%,-4109.434%,Upgrade,Financials in EUR,Fiscal year is January - December
Profit Margin,-203.667%,-41.665%,-164.335%,-166.961%,-416.788%,-643.041%,-1281.636%,-1098.018%,-2625.901%,-1331.390%,-1146.141%,-4103.829%,-1299.396%,-2407.645%,-8941.135%,-5484.232%,-5251.394%,-,-6104.563%,-4371.462%,Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow Margin,-149.284%,-100.960%,-340.429%,-180.390%,-572.774%,-856.074%,6397.274%,-1471.511%,-1757.883%,-1465.015%,-1682.453%,801.802%,-710.881%,-1533.792%,-8363.830%,-4926.971%,-4013.546%,-,-5781.369%,-2876.179%,Upgrade,Financials in EUR,Fiscal year is January - December
EBITDA,"-8,028,000","-2,889,000","-7,384,000","-9,029,000","-6,749,000","-8,217,000","-8,840,000","-12,264,000","-19,211,000","-15,241,000","-16,474,000","-16,776,000","-14,013,000","-12,601,000","-11,472,000","-11,038,000","-10,211,000","-11,503,000","-15,958,000","-16,915,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBITDA Margin,-201.658%,-44.714%,-158.455%,-274.939%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
D&A For EBITDA,"688,000","711,000","691,000","170,000","642,000","594,000","549,000","196,000","612,000","591,000","570,000","552,000","544,000","602,000","631,000","652,000","651,000","530,000","522,000","509,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBIT,"-8,716,000","-3,600,000","-8,075,000","-9,199,000","-7,391,000","-8,811,000","-9,389,000","-12,460,000","-19,823,000","-15,832,000","-17,044,000","-17,328,000","-14,557,000","-13,203,000","-12,103,000","-11,690,000","-10,862,000","-12,033,000","-16,480,000","-17,424,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBIT Margin,-218.940%,-55.719%,-173.283%,-280.116%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
