Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
"Selling, General & Admin","11,521,000","15,591,000","14,514,000","19,462,000","26,480,000","10,022,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"24,676,000","36,765,000","28,088,000","45,985,000","29,288,000","16,835,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"36,197,000","52,356,000","42,602,000","65,447,000","55,768,000","26,857,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-36,197,000","-52,356,000","-42,602,000","-65,447,000","-55,768,000","-26,857,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"397,000","1,151,000","788,000","94,000","522,000","574,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),-,"-2,000","-9,000","-1,000","8,000","6,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-35,800,000","-51,207,000","-41,823,000","-65,354,000","-55,238,000","-26,277,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-35,800,000","-51,207,000","-41,823,000","-65,354,000","-55,238,000","-26,277,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-35,800,000","-51,207,000","-41,823,000","-65,354,000","-55,238,000","-26,277,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-35,800,000","-51,207,000","-41,823,000","-65,354,000","-55,238,000","-26,277,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"14,042,000","6,755,000","6,151,000","5,939,067","5,455,800","3,344,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"14,042,000","6,755,000","6,151,000","5,939,067","5,455,800","3,344,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),121.771%,9.820%,3.568%,8.858%,63.152%,50.220%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-2.549,-7.581,-6.799,-11.004,-10.125,-7.858,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-2.549,-7.581,-6.799,-11.004,-10.125,-7.858,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-37,176,000","-44,619,000","-32,346,000","-43,516,000","-33,970,000","-21,660,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-2.647,-6.605,-5.259,-7.327,-6.226,-6.477,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-36,151,000","-52,268,000","-42,482,000","-65,297,000","-55,616,000","-26,705,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"46,000","88,000","120,000","150,000","152,000","152,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-36,197,000","-52,356,000","-42,602,000","-65,447,000","-55,768,000","-26,857,000",Upgrade,Financials in USD,Fiscal year is January - December
