Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2016,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2016,,
Revenue,"84,553,000","84,819,000","65,267,000","34,897,000","20,750,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-8.988%,29.957%,87.028%,68.178%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"9,448,000","11,416,000","7,567,000","2,514,000","2,203,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"75,105,000","73,403,000","57,700,000","32,383,000","18,547,000",-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","49,567,000","44,500,000","52,468,000","56,938,000","45,899,000","20,005,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"49,484,000","50,093,000","88,551,000","90,878,000","92,583,000","62,999,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"99,051,000","94,593,000","141,019,000","147,816,000","138,482,000","83,004,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-23,946,000","-21,190,000","-83,319,000","-115,433,000","-119,935,000","-83,004,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,"-1,852,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"5,401,000","4,806,000","643,000",-,"22,000","2,019,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,-,-,"576,000","-43,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-18,545,000","-16,384,000","-82,676,000","-117,285,000","-119,337,000","-81,028,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,"-4,482,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,"62,010,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,"-617,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-718,000",-,"-12,275,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-23,063,000","-20,866,000","-95,568,000","-55,275,000","-119,337,000","-81,028,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"801,000","561,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-23,864,000","-21,427,000","-95,568,000","-55,275,000","-119,337,000","-81,028,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-23,864,000","-21,427,000","-95,568,000","-55,275,000","-119,337,000","-81,028,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"44,015,623","43,645,388","43,703,663","43,181,808","40,118,537","35,183,488",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"44,015,623","43,645,388","43,703,663","43,181,808","40,118,537","35,183,488",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.824%,-0.133%,1.209%,7.636%,14.027%,22.282%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.542,-0.491,-2.187,-1.280,-2.975,-2.303,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.542,-0.491,-2.187,-1.280,-2.975,-2.303,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-21,880,000","-27,232,000","-75,921,000","-103,223,000","-91,406,000","-75,462,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.497,-0.624,-1.737,-2.390,-2.278,-2.145,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,88.826%,86.541%,88.406%,92.796%,89.383%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-28.321%,-24.983%,-127.659%,-330.782%,-578.000%,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-28.224%,-25.262%,-146.426%,-158.395%,-575.118%,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-25.877%,-32.106%,-116.324%,-295.793%,-440.511%,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-23,352,000","-20,455,000","-82,480,000","-114,651,000","-119,539,000","-82,838,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-27.618%,-24.116%,-126.373%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"594,000","735,000","839,000","782,000","396,000","166,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-23,946,000","-21,190,000","-83,319,000","-115,433,000","-119,935,000","-83,004,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-28.321%,-24.983%,-127.659%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"84,553,000","84,819,000","65,267,000","34,897,000","20,750,000",-,Upgrade,Financials in USD,Fiscal year is January - December
