Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Jun '23 Jun 30, 2023","Jun '22 Jun 30, 2022","Jun '21 Jun 30, 2021","Jun '20 Jun 30, 2020",2019 - 2015,,
Revenue,"598,000","326,000","287,000","234,000",-,"23,000",Upgrade,Financials in USD,Fiscal year is July - June
Revenue Growth (YoY),135.433%,13.589%,22.650%,-,-,-57.407%,Upgrade,Financials in USD,Fiscal year is July - June
Cost of Revenue,"130,000","4,000","9,000",-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Gross Profit,"468,000","322,000","278,000","234,000",-,"23,000",Upgrade,Financials in USD,Fiscal year is July - June
"Selling, General & Admin","10,105,000","10,034,000","11,779,000","17,450,000","21,541,000","8,841,000",Upgrade,Financials in USD,Fiscal year is July - June
Research & Development,"12,342,000","12,446,000","15,745,000","24,377,000","29,082,000","20,658,000",Upgrade,Financials in USD,Fiscal year is July - June
Operating Expenses,"22,447,000","22,480,000","27,524,000","41,827,000","50,623,000","29,499,000",Upgrade,Financials in USD,Fiscal year is July - June
Operating Income,"-21,979,000","-22,158,000","-27,246,000","-41,593,000","-50,623,000","-29,476,000",Upgrade,Financials in USD,Fiscal year is July - June
Interest Expense,"-869,000","-866,000","-843,000","-887,000","-78,000",-,Upgrade,Financials in USD,Fiscal year is July - June
Interest & Investment Income,"1,314,000","1,314,000","1,084,000","581,000","492,000","384,000",Upgrade,Financials in USD,Fiscal year is July - June
Currency Exchange Gain (Loss),"126,000","126,000","-1,709,000","550,000","367,000","-28,000",Upgrade,Financials in USD,Fiscal year is July - June
Other Non Operating Income (Expenses),"-874,000","240,000","-173,000","-25,000","-23,000","-32,000",Upgrade,Financials in USD,Fiscal year is July - June
EBT Excluding Unusual Items,"-22,282,000","-21,344,000","-28,887,000","-41,374,000","-49,865,000","-29,152,000",Upgrade,Financials in USD,Fiscal year is July - June
Pretax Income,"-22,282,000","-21,344,000","-28,887,000","-41,374,000","-49,865,000","-29,152,000",Upgrade,Financials in USD,Fiscal year is July - June
Earnings From Continuing Operations,"-22,282,000","-21,344,000","-28,887,000","-41,374,000","-49,865,000","-29,152,000",Upgrade,Financials in USD,Fiscal year is July - June
Minority Interest in Earnings,"473,000","456,000","566,000","132,000",-,-,Upgrade,Financials in USD,Fiscal year is July - June
Net Income,"-21,809,000","-20,888,000","-28,321,000","-41,242,000","-49,865,000","-29,152,000",Upgrade,Financials in USD,Fiscal year is July - June
Net Income to Common,"-21,809,000","-20,888,000","-28,321,000","-41,242,000","-49,865,000","-29,152,000",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Basic),"5,313,440","5,240,249","4,581,503","4,024,009","3,514,205","2,274,663",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Diluted),"5,313,440","5,240,249","4,581,503","4,024,009","3,514,205","2,274,663",Upgrade,Financials in USD,Fiscal year is July - June
Shares Change (YoY),9.430%,14.378%,13.854%,14.507%,54.493%,47.551%,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Basic),-4.104,-3.986,-6.182,-10.249,-14.190,-12.816,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Diluted),-4.104,-3.986,-6.182,-10.249,-14.190,-12.816,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow,"-16,656,000","-18,344,000","-23,119,000","-36,781,000","-31,283,000","-26,639,000",Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Per Share,-3.135,-3.501,-5.046,-9.140,-8.902,-11.711,Upgrade,Financials in USD,Fiscal year is July - June
Gross Margin,78.261%,98.773%,96.864%,100.000%,-,100.000%,Upgrade,Financials in USD,Fiscal year is July - June
Operating Margin,-3675.418%,-6796.933%,-9493.380%,-17774.786%,-,-128156.522%,Upgrade,Financials in USD,Fiscal year is July - June
Profit Margin,-3646.990%,-6407.362%,-9867.944%,-17624.786%,-,-126747.826%,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Margin,-2785.284%,-5626.994%,-8055.401%,-15718.376%,-,-115821.739%,Upgrade,Financials in USD,Fiscal year is July - June
EBITDA,"-21,728,000","-21,905,000","-26,884,000","-40,540,000","-49,253,000","-27,906,000",Upgrade,Financials in USD,Fiscal year is July - June
D&A For EBITDA,"251,000","253,000","362,000","1,053,000","1,370,000","1,570,000",Upgrade,Financials in USD,Fiscal year is July - June
EBIT,"-21,979,000","-22,158,000","-27,246,000","-41,593,000","-50,623,000","-29,476,000",Upgrade,Financials in USD,Fiscal year is July - June
