Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"613,728,000","464,370,000","250,314,000","83,803,000","22,813,000","60,613",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),46.077%,85.515%,198.693%,267.348%,37537.141%,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"263,869,000","213,887,000","155,158,000","96,880,000","67,677,000","89,124,838",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"349,859,000","250,483,000","95,156,000","-13,077,000","-44,864,000","-89,064,225",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","471,480,000","409,864,000","358,782,000","272,611,000","186,364,000","64,947,625",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"471,480,000","409,864,000","358,782,000","272,611,000","186,364,000","64,947,625",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-121,621,000","-159,381,000","-263,626,000","-285,688,000","-231,228,000","-154,011,850",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"36,489,000","20,343,000","7,376,000","1,568,000","4,236,000","6,291,272",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-85,132,000","-139,038,000","-256,250,000","-284,120,000","-226,992,000","-147,720,578",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"1,238,000","636,000","6,000","6,000","14,000","1,600",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-86,370,000","-139,674,000","-256,256,000","-284,126,000","-227,006,000","-147,722,178",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-86,370,000","-139,674,000","-256,256,000","-284,126,000","-227,006,000","-147,722,178",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"100,674,146","95,881,729","94,046,670","81,253,394","70,364,800","55,186,206",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"100,674,146","95,881,729","94,046,670","81,253,394","70,364,800","55,186,206",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),5.419%,1.951%,15.745%,15.474%,27.504%,0.874%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.858,-1.457,-2.725,-3.497,-3.226,-2.677,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.858,-1.457,-2.725,-3.497,-3.226,-2.677,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-62,910,000","-124,468,000","-270,964,000","-259,869,000","-230,340,000","-128,683,636",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.625,-1.298,-2.881,-3.198,-3.274,-2.332,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,57.005%,53.940%,38.015%,-15.604%,-196.660%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-19.817%,-34.322%,-105.318%,-340.904%,-1013.580%,-254090.459%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-14.073%,-30.078%,-102.374%,-339.040%,-995.073%,-243713.688%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-10.250%,-26.804%,-108.250%,-310.095%,-1009.687%,-212303.691%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-121,086,000","-158,853,000","-262,970,000","-285,155,000","-230,700,000","-153,534,729",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-19.730%,-34.208%,-105.056%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"535,000","528,000","656,000","533,000","528,000","477,121",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-121,621,000","-159,381,000","-263,626,000","-285,688,000","-231,228,000","-154,011,850",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-19.817%,-34.322%,-105.318%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"613,728,000","464,370,000","250,314,000","83,803,000","22,813,000","60,613",Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"92,200,000","85,800,000","82,500,000","36,300,000",-,Upgrade,Financials in USD,Fiscal year is January - December
