Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Operating Revenue,"4,075,860,000","3,695,649,000","3,394,635,000","2,986,267,000","2,666,702,000","2,158,759,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"4,075,860,000","3,695,649,000","3,394,635,000","2,986,267,000","2,666,702,000","2,158,759,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),12.936%,8.867%,13.675%,11.984%,23.529%,14.713%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"2,880,520,000","1,884,629,000","1,800,906,000","1,646,189,000","2,390,071,000","1,268,360,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"1,195,340,000","1,811,020,000","1,593,729,000","1,340,078,000","276,631,000","890,399,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","1,206,626,000","1,158,656,000","999,336,000","740,963,000","517,872,000","469,276,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"1,206,626,000","1,158,656,000","999,336,000","740,963,000","517,872,000","469,276,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-11,286,000","652,364,000","594,393,000","599,115,000","-241,241,000","421,123,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-2,665,000","-2,551,000","-2,666,000","-1,908,000","-2,174,000","-1,855,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"166,458,000","169,711,000","37,128,000","12,050,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,-,"24,156,000","52,747,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"152,507,000","819,524,000","628,855,000","609,257,000","-219,259,000","472,015,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"160,260,000","43,893,000","-87,590,000","-24,072,000","10,426,000","34,458,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-38,905,000","-29,202,000","-12,149,000","-14,741,000","-23,385,000","-19,682,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"273,862,000","834,215,000","529,116,000","570,444,000","-232,218,000","486,791,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"241,380,000","236,616,000","188,456,000","-378,137,000","63,479,000","39,885,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"32,482,000","597,599,000","340,660,000","948,581,000","-295,697,000","446,906,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"32,482,000","597,599,000","340,660,000","948,581,000","-295,697,000","446,906,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-92.357%,75.424%,-64.087%,-,-,308.159%,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"214,879,250","223,628,000","222,004,000","220,428,000","218,073,000","214,913,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"215,433,250","225,928,000","223,958,000","222,074,000","218,073,000","217,657,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-4.488%,0.880%,0.848%,1.835%,0.191%,0.938%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.151,2.672,1.534,4.303,-1.356,2.079,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.148,2.650,1.520,4.270,-1.360,2.050,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-92.119%,74.342%,-64.403%,-,-,301.961%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"30,702,000","464,001,000","892,108,000","568,482,000","-311,978,000","632,592,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.143,2.054,3.983,2.560,-1.431,2.906,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,29.327%,49.004%,46.948%,44.875%,10.373%,41.246%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-0.277%,17.652%,17.510%,20.062%,-9.046%,19.508%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,0.797%,16.170%,10.035%,31.765%,-11.088%,20.702%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,0.753%,12.555%,26.280%,19.037%,-11.699%,29.304%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"80,491,000","738,524,000","665,348,000","659,659,000","-186,834,000","475,656,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,1.975%,19.984%,19.600%,22.090%,-7.006%,22.034%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"91,777,000","86,160,000","70,955,000","60,544,000","54,407,000","54,533,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-11,286,000","652,364,000","594,393,000","599,115,000","-241,241,000","421,123,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-0.277%,17.652%,17.510%,20.062%,-9.046%,19.508%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,88.139%,28.364%,35.617%,-,-,8.193%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"4,075,860,000","3,695,649,000","3,394,635,000","2,986,267,000","2,666,702,000","2,158,759,000",Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"221,900,000","196,400,000","66,000,000","28,900,000","15,300,000",Upgrade,Financials in USD,Fiscal year is January - December
