Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"5,725,000","4,913,000","224,000",-,"303,000","6,998,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),52.626%,2093.304%,-,-,-95.670%,134.596%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"11,188,000","9,690,000","9,698,000","5,323,000","2,700,000","5,365,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-5,463,000","-4,777,000","-9,474,000","-5,323,000","-2,397,000","1,633,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","9,190,000","8,544,000","10,238,000","6,853,000","6,406,000","5,290,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"9,190,000","8,544,000","10,238,000","6,853,000","6,406,000","5,290,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-14,653,000","-13,321,000","-19,712,000","-12,176,000","-8,803,000","-3,657,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-3,729,000","-395,000","-711,000","-932,000","-1,107,000","-1,855,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"329,000","400,000","147,000","19,000","50,000","55,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"5,168,000",-,"1,000","6,000","2,400,000","2,174,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-12,885,000","-13,316,000","-20,275,000","-13,083,000","-7,460,000","-3,283,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,"-66,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-12,885,000","-13,316,000","-20,275,000","-13,399,000","-8,241,000","-3,283,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-12,885,000","-13,316,000","-20,275,000","-13,399,000","-8,241,000","-3,283,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,-,-,-,"-7,604,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-12,885,000","-13,316,000","-20,275,000","-13,399,000","-8,241,000","-10,887,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,"554,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-12,885,000","-13,316,000","-20,275,000","-13,399,000","-8,241,000","-11,441,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"5,798,843","3,140,925","1,750,350","805,946","295,189","92,267",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"5,798,843","3,140,925","1,750,350","805,946","295,189","92,267",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),125.017%,79.446%,117.180%,173.027%,219.929%,696.091%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-2.222,-4.240,-11.583,-16.625,-27.918,-123.999,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-3.091,-4.240,-11.583,-16.650,-27.918,-123.999,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-11,401,000","-13,011,000","-13,481,000","-10,424,000","-8,527,000","-5,973,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.966,-4.142,-7.702,-12.934,-28.887,-64.736,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-95.424%,-97.232%,-,-,-,23.335%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-255.948%,-271.138%,-8800.000%,-,-2905.281%,-52.258%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-225.066%,-271.036%,-9051.339%,-,-2719.802%,-163.490%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-199.144%,-264.828%,-6018.304%,-,-2814.191%,-85.353%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-13,978,000","-12,693,000","-19,093,000","-11,781,000","-8,437,000","-3,228,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-244.157%,-258.355%,-,-,-,-46.127%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"675,000","628,000","619,000","395,000","366,000","429,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-14,653,000","-13,321,000","-19,712,000","-12,176,000","-8,803,000","-3,657,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-255.947%,-271.138%,-,-,-,-52.258%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,-,"303,000","6,998,000",Upgrade,Financials in USD,Fiscal year is January - December
