Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"2,752,809,000","2,419,226,000","2,096,039,000","1,846,275,000","1,860,455,000","1,704,048,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),19.140%,15.419%,13.528%,-0.762%,9.179%,14.273%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"1,311,591,000","1,261,627,000","1,133,275,000","1,099,308,000","1,152,388,000","1,074,473,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"1,441,218,000","1,157,599,000","962,764,000","746,967,000","708,067,000","629,575,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","1,032,815,000","923,291,000","831,009,000","759,375,000","737,669,000","680,924,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"1,114,809,000","985,502,000","893,802,000","821,282,000","799,827,000","734,432,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"326,409,000","172,097,000","68,962,000","-74,315,000","-91,760,000","-104,857,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-16,187,000","-17,335,000","-15,970,000","-15,337,000","-29,309,000","-23,460,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"75,247,000","58,339,000","18,034,000","10,482,000","16,610,000","22,748,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"21,882,000","13,962,000","-2,050,000","11,846,000","6,590,000","6,358,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"407,351,000","227,063,000","68,976,000","-67,324,000","-97,869,000","-99,211,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,"-23,000,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,"-12,600,000",-,-,"552,000",-,Upgrade,Financials in USD,Fiscal year is January - December
