Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"8,617,036","5,180,630","2,508,645","1,618,076","23,020",-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),100.349%,106.511%,55.039%,6929.001%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"297,055","201,879","370,394","328,118","86,712",-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"8,319,981","4,978,751","2,138,251","1,289,958","-63,692",-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","14,179,456","12,227,735","9,623,599","8,851,129","6,428,832","3,737,987",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"38,882","181,907","300,789","590,476","6,554,825","3,416,466",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"14,218,338","12,409,642","9,924,388","9,441,605","12,983,657","7,154,453",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-5,898,357","-7,430,891","-7,786,137","-8,151,647","-13,047,349","-7,154,453",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-501,369","-500,000","-500,000","-500,050","-112,994",-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"252,897","138,596","62,007","8,615","5,672","28,798",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-6,146,829","-7,792,295","-8,224,130","-8,643,082","-13,154,671","-7,125,655",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,"105,130",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-6,146,829","-7,792,295","-8,224,130","-8,537,952","-13,154,671","-7,125,655",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-6,146,829","-7,792,295","-8,224,130","-8,537,952","-13,154,671","-7,125,655",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-6,146,829","-7,792,295","-8,224,130","-8,537,952","-13,154,671","-7,125,655",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"1,475,453","278,589","261,969","223,512","177,029","154,834",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"1,475,453","278,589","261,969","223,512","177,029","154,834",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),429.660%,6.344%,17.206%,26.257%,14.335%,34.294%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-4.166,-27.971,-31.394,-38.199,-74.308,-46.021,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-4.166,-27.971,-31.394,-38.199,-74.308,-46.021,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-5,324,804","-4,984,977","-6,595,987","-12,352,944","-6,630,007","-5,762,093",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-3.609,-17.894,-25.179,-55.267,-37.452,-37.215,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,96.553%,96.103%,85.235%,79.722%,-276.681%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-68.450%,-143.436%,-310.372%,-503.786%,-56678.319%,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-71.333%,-150.412%,-327.832%,-527.661%,-57144.531%,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-61.794%,-96.223%,-262.930%,-763.434%,-28801.073%,-,Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-5,898,357","-7,430,891","-7,786,137","-8,151,647","-13,047,349","-7,154,453",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-68.450%,-143.436%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
