Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+7 Quarters,,
Revenue,"2,380,000","3,075,000","56,376,000","16,787,000","2,639,000","3,797,000","62,957,000","49,410,000","374,557,000","-40,629,000","1,232,459,000","812,747,000","103,616,000","177,068,000","1,976,000","1,734,000","1,928,000","66,988,000","5,718,000","980,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-9.814%,-19.015%,-10.453%,-66.025%,-99.295%,-,-94.892%,-93.921%,261.486%,-,62271.407%,46771.223%,5274.274%,164.328%,-65.442%,76.939%,37.420%,3172.496%,56.187%,-68.650%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"195,228,000","105,165,000","100,184,000","99,330,000","145,066,000","168,105,000","159,550,000","161,169,000","136,419,000","143,003,000","180,376,000","185,218,000","106,505,000","87,270,000","134,870,000","86,263,000","70,684,000","79,653,000","57,814,000","53,750,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-192,848,000","-102,090,000","-43,808,000","-82,543,000","-142,427,000","-164,308,000","-96,593,000","-111,759,000","238,138,000","-183,632,000","1,052,083,000","627,529,000","-2,889,000","89,798,000","-132,894,000","-84,529,000","-68,756,000","-12,665,000","-52,096,000","-52,770,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","25,744,000","30,265,000","36,273,000","39,090,000","40,933,000","45,512,000","46,778,000","38,743,000","43,174,000","41,590,000","38,255,000","16,377,000","50,496,000","28,781,000","25,739,000","23,043,000","18,859,000","16,386,000","12,649,000","11,808,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"25,744,000","30,265,000","36,273,000","39,090,000","40,933,000","45,512,000","46,778,000","38,743,000","43,174,000","41,590,000","38,255,000","16,377,000","50,496,000","28,781,000","25,739,000","23,043,000","18,859,000","16,386,000","12,649,000","11,808,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-218,592,000","-132,355,000","-80,081,000","-121,633,000","-183,360,000","-209,820,000","-143,371,000","-150,502,000","194,964,000","-225,222,000","1,013,828,000","611,152,000","-53,385,000","61,017,000","-158,633,000","-107,572,000","-87,615,000","-29,051,000","-64,745,000","-64,578,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"17,527,000","18,846,000","21,283,000","20,736,000","21,931,000","23,016,000","21,307,000","16,172,000","9,332,000","2,200,000","388,000","167,000","11,000","97,000","164,000","288,000","412,000","825,000","1,755,000","1,947,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-893,000","-535,000","-287,000","-848,000","882,000","-367,000","-8,021,000","-34,077,000","27,026,000","691,000","2,730,000","-7,000","64,000","752,000","-10,246,000","2,437,000","2,616,000","-2,895,000","-7,069,000","-1,810,000",Upgrade,Financials in USD,Fiscal year is January - December
