Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"139,494,000","147,026,000","108,833,000","127,392,000","98,052,000","108,309,000","100,496,000","103,348,000","90,703,000","89,343,000","79,935,000","83,389,000","81,647,000","86,975,000","99,395,000","91,542,000","81,470,000","61,709,000","36,309,000","35,593,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),42.265%,35.747%,8.296%,23.265%,8.102%,21.228%,25.722%,23.935%,11.092%,2.723%,-19.578%,-8.906%,0.217%,40.944%,173.748%,157.191%,215.775%,155.534%,99.807%,118.886%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"21,021,000","182,783,000","196,020,000","172,608,000","10,987,000","174,863,000","177,955,000","176,127,000","245,928,000","162,799,000","149,255,000","126,522,000","117,592,000","116,341,000","152,706,000","136,581,000","89,662,000","82,512,000","109,458,000","88,168,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"118,473,000","-35,757,000","-87,187,000","-45,216,000","87,065,000","-66,554,000","-77,459,000","-72,779,000","-155,225,000","-73,456,000","-69,320,000","-43,133,000","-35,945,000","-29,366,000","-53,311,000","-45,039,000","-8,192,000","-20,803,000","-73,149,000","-52,575,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","80,351,000","80,604,000","78,160,000","76,833,000","74,917,000","81,403,000","76,646,000","72,849,000","69,841,000","68,137,000","67,312,000","59,431,000","53,883,000","53,410,000","53,258,000","51,042,000","42,123,000","42,252,000","47,516,000","41,877,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"170,109,000",-,-,-,"157,245,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"250,460,000","80,604,000","78,160,000","76,833,000","232,162,000","81,403,000","76,646,000","72,849,000","69,841,000","68,137,000","67,312,000","59,431,000","53,883,000","53,410,000","53,258,000","51,042,000","42,123,000","42,252,000","47,516,000","41,877,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-131,987,000","-116,361,000","-165,347,000","-122,049,000","-145,097,000","-147,957,000","-154,105,000","-145,628,000","-225,066,000","-141,593,000","-136,632,000","-102,564,000","-89,828,000","-82,776,000","-106,569,000","-96,081,000","-50,315,000","-63,055,000","-120,665,000","-94,452,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-15,712,000","-15,960,000","-15,847,000","-17,328,000","-17,665,000","-15,375,000","-15,636,000","-15,874,000","-14,505,000","-6,052,000","-6,584,000","-3,804,000","-8,683,000","-8,517,000","-8,418,000","-8,198,000","-8,582,000","-8,429,000","-8,082,000","-1,135,000",Upgrade,Financials in USD,Fiscal year is January - December
