Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2015,,
Revenue,"75,672,000","70,987,000","76,276,000","74,652,000","49,117,000","34,631,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),5.132%,-6.934%,2.175%,51.988%,41.830%,390.177%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"7,408,000","8,633,000","9,263,000","9,151,000","7,520,000","5,294,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"68,264,000","62,354,000","67,013,000","65,501,000","41,597,000","29,337,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","83,081,000","79,799,000","107,649,000","106,633,000","105,438,000","104,155,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"4,369,000","5,303,000","15,260,000","25,318,000","23,378,000","20,783,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"87,450,000","85,102,000","122,909,000","131,951,000","128,816,000","124,938,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-19,186,000","-22,748,000","-55,896,000","-66,450,000","-87,219,000","-95,601,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-20,304,000","-19,528,000","-16,843,000","-15,973,000","-13,008,000","-9,623,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"2,571,000","2,527,000","513,000","52,000","442,000","2,359,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-5,000",-,-,-,-,"-33,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"5,776,000","4,266,000","-2,607,000","8,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-31,148,000","-35,483,000","-74,833,000","-82,363,000","-99,785,000","-102,898,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,"67,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,"-7,155,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-31,148,000","-35,483,000","-74,833,000","-82,296,000","-99,785,000","-110,053,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-31,148,000","-35,483,000","-74,833,000","-82,296,000","-99,785,000","-110,053,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-31,148,000","-35,483,000","-74,833,000","-82,296,000","-99,785,000","-110,053,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"9,117,222","7,472,008","5,726,679","3,790,130","3,218,350","2,791,837",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"9,117,222","7,472,008","5,726,679","3,790,130","3,218,350","2,791,837",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),26.907%,30.477%,51.095%,17.766%,15.277%,5.310%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-3.416,-4.749,-13.067,-21.713,-31.005,-39.420,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-4.344,-4.749,-13.067,-21.713,-31.005,-39.420,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-39,788,000","-20,860,000","-67,714,000","-77,102,000","-86,752,000","-91,372,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-4.364,-2.792,-11.824,-20.343,-26.955,-32.728,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,90.210%,87.839%,87.856%,87.742%,84.690%,84.713%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-25.354%,-32.045%,-73.281%,-89.013%,-177.574%,-276.056%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-41.162%,-49.985%,-98.108%,-110.240%,-203.158%,-317.788%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-52.580%,-29.386%,-88.775%,-103.282%,-176.623%,-263.845%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-18,848,000","-22,346,000","-55,364,000","-65,804,000","-85,763,000","-94,493,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-24.907%,-31.479%,-72.584%,-88.148%,-174.610%,-272.857%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"338,000","402,000","532,000","646,000","1,456,000","1,108,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-19,186,000","-22,748,000","-55,896,000","-66,450,000","-87,219,000","-95,601,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-25.354%,-32.045%,-73.281%,-89.013%,-177.574%,-276.056%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"75,672,000","70,987,000","76,276,000","74,652,000","49,117,000","34,631,000",Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"6,962,000","16,575,000","15,638,000","15,015,000","18,528,000",Upgrade,Financials in USD,Fiscal year is January - December
