Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"10,000,000",-,"2,596,000","2,053,000","88,516,000","17,456,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-,26.449%,-97.681%,407.081%,-34.666%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,-,-,-,-,"32,952,000","1,238,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"10,000,000",-,"2,596,000","2,053,000","55,564,000","16,218,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","41,480,000","30,728,000","24,975,000","24,115,000","58,655,000","101,212,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"83,025,000","61,356,000","50,558,000","39,347,000","40,876,000","45,778,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"124,505,000","92,084,000","75,533,000","63,462,000","100,324,000","148,559,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-114,505,000","-92,084,000","-72,937,000","-61,409,000","-44,760,000","-132,341,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-4,536,000","-4,139,000","-2,137,000","-9,972,000","-15,794,000","-20,608,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"5,050,000","6,214,000","1,215,000","181,000","515,000","4,381,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"20,537,000","2,642,000","47,000",-,"-1,313,000","-641,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-93,454,000","-87,367,000","-73,812,000","-71,200,000","-61,352,000","-149,209,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,"-4,600,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,"-1,580,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-93,454,000","-87,367,000","-73,812,000","-71,200,000","-67,532,000","-149,209,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,"194,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-93,454,000","-87,367,000","-73,812,000","-71,200,000","-67,726,000","-149,209,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-93,454,000","-87,367,000","-73,812,000","-71,200,000","-67,726,000","-149,209,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"30,227,500","22,054,000","16,138,000","14,535,000","12,777,495","6,214,831",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"30,227,500","22,054,000","16,138,000","14,535,000","12,777,495","6,214,831",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),54.210%,36.659%,11.029%,13.755%,105.597%,7.584%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-3.092,-3.962,-4.574,-4.899,-5.300,-24.009,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-3.096,-3.962,-4.574,-4.899,-5.300,-24.009,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-109,381,000","-86,460,000","-63,673,000","-53,698,000","-33,539,000","-138,525,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-3.619,-3.920,-3.946,-3.694,-2.625,-22.289,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,100.000%,-,100.000%,100.000%,62.773%,92.908%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-1145.050%,-,-2809.592%,-2991.184%,-50.567%,-758.140%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-934.540%,-,-2843.297%,-3468.095%,-76.513%,-854.772%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-1093.810%,-,-2452.735%,-2615.587%,-37.890%,-793.567%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-114,481,000","-92,022,000","-72,819,000","-61,203,000","-43,436,000","-130,343,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-49.071%,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"24,000","62,000","118,000","206,000","1,324,000","1,998,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-114,505,000","-92,084,000","-72,937,000","-61,409,000","-44,760,000","-132,341,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-50.567%,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"10,000,000",-,"2,596,000","2,053,000","88,516,000","17,456,000",Upgrade,Financials in USD,Fiscal year is January - December
