Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"45,667,000","65,494,000","47,638,000","38,350,000","62,898,000","54,693,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-28.225%,37.483%,24.219%,-39.028%,15.002%,59.734%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"29,289,000","22,982,000","19,592,000","16,349,000","10,873,000","10,895,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"16,378,000","42,512,000","28,046,000","22,001,000","52,025,000","43,798,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","13,337,000","14,959,000","11,711,000","12,729,000","11,148,000","9,899,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"11,948,000","17,093,000","29,349,000","29,734,000","38,167,000","44,616,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"25,285,000","32,052,000","41,060,000","42,463,000","49,315,000","54,515,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-8,907,000","10,460,000","-13,014,000","-20,462,000","2,710,000","-10,717,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-1,830,000","-3,180,000","-2,529,000","-7,521,000","-9,671,000","-7,335,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"1,149,000","1,286,000","1,146,000","401,000","438,000","407,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,-,-,"-631,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-9,588,000","8,566,000","-14,397,000","-27,582,000","-6,523,000","-18,276,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-9,588,000","8,566,000","-14,397,000","-27,582,000","-6,523,000","-18,276,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"18,000","254,000","530,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-9,606,000","8,312,000","-14,927,000","-27,582,000","-6,523,000","-18,276,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-9,606,000","8,312,000","-14,927,000","-27,582,000","-6,523,000","-18,276,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-9,606,000","8,312,000","-14,927,000","-27,582,000","-6,523,000","-18,276,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"73,129,716","67,512,527","48,472,159","44,140,233","29,148,047","14,838,213",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"73,129,716","82,424,016","48,472,159","44,140,233","29,148,047","14,838,213",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-0.592%,70.044%,9.814%,51.435%,96.439%,0.847%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.131,0.123,-0.308,-0.625,-0.224,-1.232,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.131,0.087,-0.310,-0.625,-0.224,-1.232,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"7,171,000","-2,467,000","-25,628,000","-11,744,000","-26,761,000","-19,985,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.098,-0.030,-0.529,-0.266,-0.918,-1.347,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,35.864%,64.910%,58.873%,57.369%,82.713%,80.080%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-19.504%,15.971%,-27.319%,-53.356%,4.309%,-19.595%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-21.035%,12.691%,-31.334%,-71.922%,-10.371%,-33.416%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,15.703%,-3.767%,-53.797%,-30.623%,-42.547%,-36.540%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-7,624,000","11,651,000","-11,928,000","-19,344,000","4,012,000","-9,100,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-16.695%,17.789%,-25.039%,-50.441%,6.378%,-16.638%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,283,000","1,191,000","1,086,000","1,118,000","1,302,000","1,617,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-8,907,000","10,460,000","-13,014,000","-20,462,000","2,710,000","-10,717,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-19.504%,15.971%,-27.319%,-53.356%,4.309%,-19.595%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,2.965%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"45,667,000","65,494,000","47,638,000","38,350,000","62,898,000","54,693,000",Upgrade,Financials in USD,Fiscal year is January - December
