Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Operating Revenue,"84,327,000","90,242,000","112,724,000","470,347,000","154,567,000","35,233,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"84,327,000","90,242,000","112,724,000","470,347,000","154,567,000","35,233,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-15.142%,-19.944%,-76.034%,204.300%,338.700%,-83.875%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"249,310,000","266,479,000","287,798,000","233,270,000","202,008,000","132,426,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-164,983,000","-176,237,000","-175,074,000","237,077,000","-47,441,000","-97,193,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","74,947,000","87,794,000","85,281,000","79,333,000","63,817,000","51,815,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,"150,000","397,000","-14,179,000","333,000","297,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"75,097,000","88,191,000","71,102,000","77,097,000","71,792,000","51,805,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-240,080,000","-264,428,000","-246,176,000","159,980,000","-119,233,000","-148,998,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-4,605,000","-6,862,000","-23,254,000","-26,277,000","-771,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"11,529,000","11,344,000","5,725,000","7,544,000","13,994,000","51,510,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-233,156,000","-259,946,000","-263,705,000","141,247,000","-106,010,000","-97,488,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-3,700,000","-3,700,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,"-16,700,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-238,957,000","-263,646,000","-280,405,000","141,247,000","-106,010,000","-97,488,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-152,000","-152,000","-84,000","13,407,000","5,240,000","-2,755,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-238,805,000","-263,494,000","-280,321,000","127,840,000","-111,250,000","-94,733,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-238,805,000","-263,494,000","-280,321,000","127,840,000","-111,250,000","-94,733,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"47,789,250","43,734,000","43,152,000","42,438,000","37,281,000","36,690,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"47,789,250","43,734,000","43,152,000","43,913,000","37,281,000","36,690,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),9.715%,1.349%,-1.733%,17.789%,1.611%,0.115%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-4.997,-6.025,-6.496,3.012,-2.984,-2.582,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-4.997,-6.025,-6.500,2.910,-2.984,-2.582,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-184,744,000","-228,367,000","-238,212,000","134,700,000","-80,930,000","-119,425,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-3.866,-5.222,-5.520,3.067,-2.171,-3.255,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-195.647%,-195.294%,-155.312%,50.405%,-30.693%,-275.858%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-284.701%,-293.021%,-218.388%,34.013%,-77.140%,-422.893%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-283.189%,-291.986%,-248.679%,27.180%,-71.975%,-268.876%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-219.080%,-253.061%,-211.323%,28.638%,-52.359%,-338.958%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-223,553,000","-247,108,000","-233,267,000","169,544,000","-110,826,000","-141,846,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-265.103%,-273.828%,-206.936%,36.047%,-71.701%,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"16,527,000","17,320,000","12,909,000","9,564,000","8,407,000","7,152,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-240,080,000","-264,428,000","-246,176,000","159,980,000","-119,233,000","-148,998,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-284.701%,-293.021%,-218.388%,34.013%,-77.140%,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,9.492%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"84,327,000","90,242,000","112,724,000","470,347,000","154,567,000","35,233,000",Upgrade,Financials in USD,Fiscal year is January - December
