Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,-,-,-,"64,000",-,"126,473,000","-522,000","975,000","3,444,000","1,216,000","1,493,000","7,221,000","126,725,000","5,263,000","5,718,000","17,564,000","1,417,000","6,045,000","8,189,000","7,622,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-,-,-93.436%,-,10300.740%,-,-86.498%,-97.282%,-76.895%,-73.889%,-58.887%,8843.190%,-12.936%,-30.175%,130.438%,-79.846%,-51.760%,11.856%,-28.291%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"2,955,000","17,875,000","21,702,000","26,846,000","4,744,000","46,792,000","43,969,000","46,220,000","43,116,000","43,935,000","39,649,000","36,752,000","39,882,000","35,954,000","29,303,000","24,867,000","23,861,000","20,099,000","21,743,000","21,032,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-2,955,000","-17,875,000","-21,702,000","-26,782,000","-4,744,000","79,681,000","-44,491,000","-45,245,000","-39,672,000","-42,719,000","-38,156,000","-29,531,000","86,843,000","-30,691,000","-23,585,000","-7,303,000","-22,444,000","-14,054,000","-13,554,000","-13,410,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","12,710,000","16,059,000","15,466,000","17,234,000","19,432,000","28,051,000","22,470,000","22,404,000","18,384,000","20,335,000","18,571,000","20,506,000","19,563,000","17,451,000","11,741,000","10,595,000","7,551,000","6,491,000","6,138,000","5,782,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"13,505,000",-,-,-,"20,410,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,-,"-2,589,000","2,418,000","-4,490,000",-,"2,106,000","3,607,000","658,000","1,051,000","271,000","-976,000","-605,000","-1,127,000",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"26,215,000","13,470,000","17,884,000","12,744,000","39,842,000","30,157,000","26,077,000","23,062,000","19,435,000","20,606,000","17,595,000","19,901,000","18,436,000","17,451,000","11,741,000","10,595,000","7,551,000","6,491,000","6,138,000","5,782,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-29,170,000","-31,345,000","-39,586,000","-39,526,000","-44,586,000","49,524,000","-70,568,000","-68,307,000","-59,107,000","-63,325,000","-55,751,000","-49,432,000","68,407,000","-48,142,000","-35,326,000","-17,898,000","-29,995,000","-20,545,000","-19,692,000","-19,192,000",Upgrade,Financials in USD,Fiscal year is January - December
