Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2017,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2017,,
Revenue,"78,618,000","86,180,000","1,615,797,000","1,095,415,000","76,368,000","8,091,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-33.825%,-94.666%,47.505%,1334.390%,843.864%,-24.156%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"495,551,000","572,154,000","620,967,000","513,871,000","301,579,000","148,472,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-416,933,000","-485,974,000","994,830,000","581,544,000","-225,211,000","-140,381,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","133,156,000","174,049,000","161,762,000","160,793,000","70,937,000","37,598,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"133,156,000","174,049,000","161,762,000","160,793,000","70,937,000","37,598,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-550,089,000","-660,023,000","833,068,000","420,751,000","-296,148,000","-177,979,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"78,392,000","86,990,000","28,092,000","439,000","2,836,000","8,511,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-3,200,000","-8,991,000","4,260,000","-9,437,000","-4,467,000","-5,061,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-474,897,000","-582,024,000","865,420,000","411,753,000","-297,779,000","-174,529,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-36,101,000","-5,900,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-5,348,000","-21,888,000","-111,140,000","138,049,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-13,971,000","-17,358,000",-,-,"-832,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-8,870,000","-1,024,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-539,187,000","-628,194,000","754,280,000","549,802,000","-298,611,000","-174,529,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-5,843,000","-13,077,000","238,443,000","21,218,000","54,000","154,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-533,344,000","-615,117,000","515,837,000","528,584,000","-298,665,000","-174,683,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,-,"56,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-533,344,000","-615,061,000","515,837,000","528,584,000","-298,665,000","-174,683,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-533,344,000","-615,061,000","515,837,000","528,584,000","-298,665,000","-174,683,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,-2.412%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"135,697,183","134,130,924","132,606,767","129,884,967","119,159,424","30,349,920",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"135,697,183","134,130,924","134,810,908","133,437,126","119,159,424","30,349,920",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),1.442%,-0.504%,1.030%,11.982%,292.619%,295.879%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-3.930,-4.586,3.890,4.070,-2.506,-5.756,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-3.935,-4.590,3.830,3.960,-2.510,-5.760,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-,-3.283%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-473,073,000","-800,358,000","1,595,247,000","-69,406,000","-197,490,000","-138,572,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-3.486,-5.967,11.833,-0.520,-1.657,-4.566,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,61.569%,53.089%,-294.902%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-699.699%,-765.866%,51.558%,38.410%,-387.791%,-2199.716%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-678.399%,-713.693%,31.925%,48.254%,-391.087%,-2158.979%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-601.736%,-928.705%,98.728%,-6.336%,-258.603%,-1712.668%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-533,937,000","-640,572,000","839,851,000","426,562,000","-290,706,000","-174,685,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,51.977%,38.941%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"16,152,000","19,451,000","6,783,000","5,811,000","5,442,000","3,294,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-550,089,000","-660,023,000","833,068,000","420,751,000","-296,148,000","-177,979,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,51.558%,38.410%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,31.612%,3.859%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"78,618,000","86,180,000","1,615,797,000","1,095,415,000","76,368,000","8,091,000",Upgrade,Financials in USD,Fiscal year is January - December
