Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Operating Revenue,"3,707,000","6,530,000","61,800,000","85,757,000","64,359,000","6,291,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"3,707,000","6,530,000","61,800,000","85,757,000","64,359,000","6,291,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-89.629%,-89.434%,-27.936%,33.248%,923.033%,-24.749%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"2,445,000","3,459,000","33,337,000","49,406,000","36,892,000","2,259,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"1,262,000","3,071,000","28,463,000","36,351,000","27,467,000","4,032,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","20,965,000","30,975,000","64,028,000","87,988,000","74,660,000","29,814,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"1,856,000","3,528,000","7,279,000","29,498,000","16,491,000","17,419,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,"-1,071,000","-8,564,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"21,750,000","25,939,000","71,307,000","117,486,000","91,151,000","47,233,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-20,488,000","-22,868,000","-42,844,000","-81,135,000","-63,684,000","-43,201,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,"-367,000","-41,333,000","-16,567,000","-12,450,000","-390,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"326,000","94,000","140,000","51,000","176,000","443,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-115,000","-115,000","-40,000","-28,000","-9,000","74,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-8,417,000","-7,454,000","12,408,000","-65,000","-300,000","296,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-28,694,000","-30,710,000","-71,669,000","-97,744,000","-76,267,000","-42,778,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,"94,000","474,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,"35,500,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-1,480,000","19,126,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-30,174,000","23,916,000","-71,669,000","-97,744,000","-76,173,000","-42,304,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-30,174,000","23,916,000","-71,669,000","-97,744,000","-76,173,000","-42,304,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-30,174,000","23,916,000","-71,669,000","-97,744,000","-76,173,000","-42,304,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"783,249","259,122","61,630","46,527","36,428","29,692",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"783,249","259,122","61,630","46,527","36,428","29,692",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),697.638%,320.448%,32.461%,27.723%,22.686%,28.426%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-38.524,92.296,-1162.891,-2100.802,-2091.056,-1424.761,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-38.524,92.296,-1162.891,-2100.802,-2091.056,-1424.761,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-24,235,000","-35,831,000","-29,383,000","-65,162,000","-48,985,000","-40,917,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-30.942,-138.278,-476.765,-1400.520,-1344.707,-1378.048,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,34.044%,47.029%,46.057%,42.388%,42.678%,64.091%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-552.684%,-350.199%,-69.327%,-94.610%,-98.951%,-686.711%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-813.974%,366.248%,-115.969%,-113.978%,-118.356%,-672.453%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-653.763%,-548.714%,-47.545%,-75.984%,-76.112%,-650.405%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-20,941,000","-22,154,000","-36,559,000","-62,986,000","-54,939,000","-41,988,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-59.157%,-73.447%,-85.363%,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"-453,000","714,000","6,285,000","18,149,000","8,745,000","1,213,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-20,488,000","-22,868,000","-42,844,000","-81,135,000","-63,684,000","-43,201,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-69.327%,-94.610%,-98.951%,-,Upgrade,Financials in USD,Fiscal year is January - December
