Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+8 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+8 Quarters,,
Revenue,"2,676,000","9,361,000","19,530,000","5,331,000","5,352,000","11,397,000","4,896,000","3,185,000","3,040,000","4,378,000","3,860,000","3,771,000","4,333,000","1,785,000","1,808,000","3,848,000","3,842,000","1,571,000","1,129,000","5,281,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-50.000%,-17.864%,298.897%,67.378%,76.053%,160.324%,26.839%,-15.540%,-29.841%,145.266%,113.496%,-2.001%,12.780%,13.622%,60.142%,-27.135%,525.733%,3.219%,-82.315%,399.622%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"45,648,000","38,300,000","32,946,000","51,158,000","38,171,000","37,143,000","30,024,000","28,408,000","21,413,000","18,294,000","13,494,000","13,898,000","10,124,000","11,339,000","9,693,000","10,058,000","7,363,000","7,958,000","7,774,000","6,649,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-42,972,000","-28,939,000","-13,416,000","-45,827,000","-32,819,000","-25,746,000","-25,128,000","-25,223,000","-18,373,000","-13,916,000","-9,634,000","-10,127,000","-5,791,000","-9,554,000","-7,885,000","-6,210,000","-3,521,000","-6,387,000","-6,645,000","-1,368,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","20,874,000","17,708,000","18,300,000","8,408,000","17,978,000","17,365,000","16,675,000","6,988,000","11,386,000","13,384,000","17,749,000","7,897,000","8,503,000","7,723,000","8,139,000","10,850,000","7,154,000","6,196,000","4,998,000","3,396,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"20,874,000","17,708,000","18,300,000","8,408,000","17,978,000","17,365,000","16,675,000","6,988,000","11,386,000","13,384,000","17,749,000","7,897,000","8,503,000","7,723,000","8,139,000","10,850,000","7,154,000","6,196,000","4,998,000","3,396,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-63,846,000","-46,647,000","-31,716,000","-54,235,000","-50,797,000","-43,111,000","-41,803,000","-32,211,000","-29,759,000","-27,300,000","-27,383,000","-18,024,000","-14,294,000","-17,277,000","-16,024,000","-17,060,000","-10,675,000","-12,583,000","-11,643,000","-4,764,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-33,000","-824,000","-821,000","-820,000","-814,000","-821,000","-808,000","-826,000","-817,000","-883,000","-818,000","-820,000","-823,000","-819,000","-522,000","-457,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"10,583,000","7,774,000","5,624,000","6,276,000","3,985,000","812,000","2,929,000","2,639,000","1,991,000","908,000","218,000","59,000","24,000","23,000","15,000","28,000","72,000","371,000","212,000","220,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-53,296,000","-39,697,000","-26,913,000","-48,779,000","-47,626,000","-43,120,000","-39,682,000","-30,398,000","-28,585,000","-27,275,000","-27,983,000","-18,785,000","-15,093,000","-18,073,000","-16,531,000","-17,489,000","-10,603,000","-12,212,000","-11,431,000","-4,544,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-954,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-54,250,000","-39,697,000","-26,913,000","-48,779,000","-47,626,000","-43,120,000","-39,682,000","-30,398,000","-28,585,000","-27,275,000","-27,983,000","-18,785,000","-15,093,000","-18,073,000","-16,531,000","-17,489,000","-10,603,000","-12,212,000","-11,431,000","-4,544,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-3,448,000","115,000","-350,000","320,000","2,272,000","-517,000","-618,000","-420,000","-238,000","-447,000","-419,000","-748,000","-415,000","-160,000","-340,000","-56,000","-465,000","-97,000","-107,000","-138,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-50,802,000","-39,812,000","-26,563,000","-49,099,000","-49,898,000","-42,603,000","-39,064,000","-29,978,000","-28,347,000","-26,828,000","-27,564,000","-18,037,000","-14,678,000","-17,913,000","-16,191,000","-17,433,000","-10,138,000","-12,115,000","-11,324,000","-4,406,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-50,802,000","-39,812,000","-26,563,000","-49,099,000","-49,898,000","-42,603,000","-39,064,000","-29,978,000","-28,347,000","-26,828,000","-27,564,000","-18,037,000","-14,678,000","-17,913,000","-16,191,000","-17,433,000","-10,138,000","-12,115,000","-11,324,000","-4,406,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"68,988,858","51,992,034","42,560,091","42,419,326","39,576,467","30,191,693","30,001,725","29,711,570","29,676,021","29,648,564","29,605,143","28,790,934","25,039,990","24,052,168","22,100,840","21,057,855","19,426,833","18,077,770","17,997,929","17,926,165",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"68,988,858","51,992,034","42,560,091","42,419,326","39,576,467","30,191,693","30,001,725","29,711,570","29,676,021","29,648,564","29,605,143","28,790,934","25,039,990","24,052,168","22,100,840","21,057,855","19,426,833","18,077,770","17,997,929","17,926,165",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),74.318%,72.206%,41.859%,42.770%,33.362%,1.832%,1.340%,3.198%,18.515%,23.268%,33.955%,36.723%,28.894%,33.048%,22.797%,17.470%,8.524%,147.704%,2057.914%,3458.339%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.736,-0.766,-0.624,-1.157,-1.261,-1.411,-1.302,-1.009,-0.955,-0.905,-0.931,-0.626,-0.586,-0.745,-0.733,-0.828,-0.522,-0.670,-0.629,-0.246,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.736,-0.766,-0.624,-1.161,-1.261,-1.411,-1.302,-1.009,-0.955,-0.905,-0.931,-0.626,-0.586,-0.745,-0.733,-0.828,-0.522,-0.670,-0.629,-0.246,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-40,267,000","-45,047,000","-70,881,000","-47,339,000","-1,527,000","33,819,000","-48,510,000","-31,757,000","-8,855,000","-33,330,000","-31,156,000","-11,502,000","21,549,000","-12,541,000","-14,330,000","-17,101,000","-10,080,000","-12,650,000","20,842,000","-5,310,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.584,-0.866,-1.665,-1.116,-0.039,1.120,-1.617,-1.069,-0.298,-1.124,-1.052,-0.400,0.861,-0.521,-0.648,-0.812,-0.519,-0.700,1.158,-0.296,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-68.694%,-,-,-225.901%,-,-,-,-,-249.585%,-268.549%,-133.649%,-,-,-161.382%,-91.645%,-,-,-25.904%,Upgrade,Financials in USD,Fiscal year is January - December
