Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Operating Revenue,"267,200,000","198,962,000","99,770,000","75,442,000","65,144,000","63,038,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"267,200,000","198,962,000","99,770,000","75,442,000","65,144,000","63,038,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),51.346%,99.421%,32.247%,15.808%,3.341%,126.275%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"75,065,000","62,771,000","57,497,000","38,857,000","24,641,000","27,979,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"192,135,000","136,191,000","42,273,000","36,585,000","40,503,000","35,059,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","90,892,000","94,314,000","91,473,000","77,417,000","59,040,000","74,669,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"43,991,000","31,283,000","19,721,000","12,312,000","6,248,000","6,900,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"134,883,000","125,597,000","111,194,000","89,729,000","65,288,000","81,569,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"57,252,000","10,594,000","-68,921,000","-53,144,000","-24,785,000","-46,510,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-35,855,000","-25,161,000","-24,769,000","-16,577,000","-9,471,000","-10,906,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"11,515,000","6,154,000","2,513,000","112,000","167,000","997,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-3,556,000","-1,916,000","4,811,000","6,567,000","-8,006,000","1,913,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"122,000","122,000","-102,000","-578,000","-1,866,000","-926,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"29,478,000","-10,207,000","-86,468,000","-63,620,000","-43,961,000","-55,432,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-2,652,000","-170,000","-932,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,"-106,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-1,791,000",-,-,"-17,200,000","-264,000","3,529,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"25,035,000","-10,377,000","-87,400,000","-80,926,000","-57,458,000","-51,903,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"3,468,000","1,561,000",-,-,"-218,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"21,567,000","-11,938,000","-87,400,000","-80,926,000","-57,240,000","-51,903,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"21,567,000","-11,938,000","-87,400,000","-80,926,000","-57,240,000","-51,903,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"272,027,750","267,014,000","257,092,000","249,244,000","222,585,000","195,584,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"278,474,750","267,014,000","257,092,000","249,244,000","222,585,000","195,584,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),4.904%,3.859%,3.149%,11.977%,13.805%,35.694%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.079,-0.045,-0.340,-0.325,-0.257,-0.265,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.079,-0.045,-0.340,-0.325,-0.257,-0.265,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"28,874,000","-8,347,000","-88,268,000","-73,175,000","-28,929,000","-91,048,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.104,-0.031,-0.343,-0.294,-0.130,-0.466,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,71.907%,68.451%,42.370%,48.494%,62.175%,55.616%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,21.427%,5.325%,-69.080%,-70.444%,-38.046%,-73.781%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,8.071%,-6.000%,-87.601%,-107.269%,-87.867%,-82.336%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,10.806%,-4.195%,-88.471%,-96.995%,-44.408%,-144.434%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"63,688,000","15,129,000","-65,596,000","-51,158,000","-22,904,000","-45,833,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,23.835%,7.604%,-65.747%,-67.811%,-35.159%,-72.707%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"6,436,000","4,535,000","3,325,000","1,986,000","1,881,000","677,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"57,252,000","10,594,000","-68,921,000","-53,144,000","-24,785,000","-46,510,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,21.427%,5.325%,-69.080%,-70.444%,-38.046%,-73.781%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"267,200,000","198,962,000","99,770,000","75,442,000","65,144,000","63,038,000",Upgrade,Financials in USD,Fiscal year is January - December
