Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"138,160,000","27,963,000",-,-,"22,334,000","59,215,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),1523.502%,-,-,-,-62.283%,-42.659%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"11,158,000","846,000",-,-,"5,742,000","12,125,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"127,002,000","27,117,000",-,-,"16,592,000","47,090,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","177,723,000","151,705,000","74,516,000","68,495,000","32,405,000","30,183,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"13,281,000","13,261,000","20,700,000","17,104,000","20,442,000","32,917,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"191,004,000","164,966,000","95,216,000","85,599,000","53,253,000","63,916,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-64,002,000","-137,849,000","-95,216,000","-85,599,000","-36,661,000","-16,826,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-10,482,000","-9,886,000","-12,342,000","-9,942,000","-12,994,000","-12,483,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"1,772,000","1,890,000","1,218,000","2,444,000","406,000","737,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-72,712,000","-145,845,000","-106,340,000","-93,097,000","-49,249,000","-28,572,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,"-3,345,000","53,000","43,000","-6,441,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-290,000","-1,803,000","-1,754,000","-101,000","-438,000","332,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,"45,760,000","-2,678,000",Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,-,-,-,-,"-800,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,"-13,129,000",-,-,"-398,000","-1,223,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-73,002,000","-160,777,000","-111,439,000","-93,145,000","-5,082,000","-38,582,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-427,000","-501,000","26,025,000","-15,816,000","-12,110,000","-5,356,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-72,575,000","-160,276,000","-137,464,000","-77,329,000","7,028,000","-33,226,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-72,575,000","-160,276,000","-137,464,000","-77,329,000","7,028,000","-33,226,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-72,575,000","-160,276,000","-137,464,000","-77,329,000","7,028,000","-33,226,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"93,515,750","80,174,000","60,094,000","58,535,000","52,996,000","37,403,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"93,515,750","80,174,000","60,094,000","58,535,000","54,941,000","37,403,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),27.626%,33.414%,2.663%,6.542%,46.889%,0.209%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.776,-1.999,-2.287,-1.321,0.133,-0.888,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.776,-2.000,-2.290,-1.321,0.130,-0.890,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-82,809,000","-128,511,000","-71,020,000","-77,336,000","-48,832,000","-38,354,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.886,-1.603,-1.182,-1.321,-0.889,-1.025,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,91.924%,96.975%,-,-,74.290%,79.524%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-46.325%,-492.969%,-,-,-164.149%,-28.415%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-52.530%,-573.172%,-,-,31.468%,-56.111%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-59.937%,-459.575%,-,-,-218.644%,-64.771%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-62,007,000","-136,083,000","-93,723,000","-84,784,000","-34,971,000","-14,340,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-44.880%,-,-,-,-156.582%,-24.217%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,995,000","1,766,000","1,493,000","815,000","1,690,000","2,486,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-64,002,000","-137,849,000","-95,216,000","-85,599,000","-36,661,000","-16,826,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-46.325%,-,-,-,-164.149%,-28.415%,Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,-,-,-,"312,000","372,000",Upgrade,Financials in USD,Fiscal year is January - December
