Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2015,,
Revenue,"30,278,000","13,593,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"9,169,000","3,811,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"21,109,000","9,782,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","72,517,000","53,369,000","20,624,000","9,784,000","11,784,000","8,273,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"12,282,000","11,809,000","15,533,000","16,039,000","18,149,000","24,632,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"84,799,000","65,178,000","36,157,000","25,823,000","29,933,000","32,905,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-63,690,000","-55,396,000","-36,157,000","-25,823,000","-29,933,000","-32,905,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-8,177,000","-8,123,000","-3,302,000","-2,575,000","-2,587,000","-1,767,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"3,569,000","5,104,000","1,203,000","49,000","315,000","1,660,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"5,999,000","3,605,000","1,418,000","315,000","-4,000","16,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-80,115,000","-54,810,000","-36,838,000","-28,034,000","-32,209,000","-32,996,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-80,115,000","-54,810,000","-36,838,000","-28,034,000","-32,209,000","-32,996,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-80,115,000","-54,810,000","-36,838,000","-28,034,000","-32,209,000","-32,996,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"40,835,178","38,513,747","28,358,502","27,351,730","24,568,897","18,600,718",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"40,835,178","38,513,747","28,358,502","27,351,730","24,568,897","18,600,718",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),11.457%,35.810%,3.681%,11.327%,32.086%,0.240%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.962,-1.423,-1.299,-1.025,-1.311,-1.774,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.962,-1.423,-1.299,-1.025,-1.311,-1.774,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-70,556,000","-59,284,000","-34,598,000","-27,160,000","-27,693,000","-30,442,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.728,-1.539,-1.220,-0.993,-1.127,-1.637,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,69.717%,71.963%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-210.351%,-407.533%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-264.598%,-403.222%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-233.027%,-436.136%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-63,668,000","-55,372,000","-36,120,000","-25,789,000","-29,899,000","-32,868,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"22,000","24,000","37,000","34,000","34,000","37,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-63,690,000","-55,396,000","-36,157,000","-25,823,000","-29,933,000","-32,905,000",Upgrade,Financials in USD,Fiscal year is January - December
