Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+3 Quarters,,
Revenue,"1,576,366","1,421,471","1,388,806","-364,250","1,674,657","1,994,011","2,517,972","798,101","-1,457,732","4,186,516","2,465,169","-867,160","2,145,169","2,457,649","4,075,606","2,929,289","3,464,695","1,373,564","1,791,921","2,097,791",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-5.869%,-28.713%,-44.844%,-,-,-52.371%,2.142%,-,-,70.346%,-39.514%,-,-38.085%,78.925%,127.443%,39.637%,-20.675%,-65.850%,-64.792%,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"287,005","329,110","331,831","158,147","408,475","513,857","550,742","881,332","286,525","649,220","472,340","243,728","319,158","393,294","643,386","1,741,297","981,903","539,231","784,035","2,716,459",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"1,289,361","1,092,361","1,056,975","-522,397","1,266,182","1,480,154","1,967,230","-83,231","-1,744,257","3,537,296","1,992,829","-1,110,888","1,826,011","2,064,355","3,432,220","1,187,992","2,482,792","834,333","1,007,886","-618,668",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","2,301,305","2,286,630","2,711,456","2,879,305","2,001,935","2,249,592","2,130,639","2,923,845","2,170,975","3,216,604","3,897,738","4,182,120","3,413,223","4,116,173","3,881,717","3,677,783","3,121,023","4,059,698","4,816,463","4,032,047",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"588,355","368,798","1,555,953","834,334","389,093","866,575","319,093","177,762","735,916","421,242","405,360","988,688","280,576","500,046","19,181","151,840","36,828","131,583","139,385",-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"3,629,109","3,373,266","4,985,248","4,516,221","3,217,823","3,942,962","3,276,527","4,017,881","4,467,761","5,198,716","5,863,968","6,862,312","5,422,628","6,345,047","5,629,727","5,505,977","4,819,213","5,852,641","6,617,210","5,415,475",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-2,339,748","-2,280,905","-3,928,273","-5,038,618","-1,951,641","-2,462,808","-1,309,297","-4,101,112","-6,212,018","-1,661,420","-3,871,139","-7,973,200","-3,596,617","-4,280,692","-2,197,507","-4,317,985","-2,336,421","-5,018,308","-5,609,324","-6,034,143",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-158,730","-114,512","-120,209","-125,821","-131,351","-136,799","-142,167","-144,943","-147,677","-150,372","-153,026","-11,787","-67,936","-115,525","-173,412","-817,085","-970,085","-759,844","-503,866","-516,075",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"75,817","119,391","151,819","227,589","168,481","52,924","66,317","14,194",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"202,000","1,614,000","1,734,000","2,235,000","-2,634,997",-,-,-,-,-,-,-,-,-,"5,380,000","-1,680,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-2,220,661","-662,026","-2,162,663","-2,701,850","-4,549,508","-2,546,683","-1,385,147","-4,231,861","-6,359,695","-1,811,792","-4,024,165","-7,984,987","-3,664,553","-4,396,217","3,009,081","-6,815,070","-3,306,506","-5,778,152","-6,113,190","-6,550,218",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,443,930",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,-,-,-,"-7,460,000",-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,"3,020,000",-,-,-,-,-,-,"3,849,941","-210,000","1,970,000","2,290,000",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-2,220,661","-662,026","-2,162,663","318,150","-4,549,508","-2,546,683","-1,385,147","-4,231,861","-13,819,695","-1,811,792","-174,224","-8,194,987","-1,694,553","-2,106,217","3,009,081","-6,815,070","-3,306,506","-5,778,152","-6,113,190","-8,994,148",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,-,-,-,"-10,501","10,501",-,-,"-9,045","2,345","6,700",-,"-1,377,098","-6,143","-13,781","-29,971","-567,162",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-2,220,661","-662,026","-2,162,663","318,150","-4,549,508","-2,546,683","-1,385,147","-4,221,360","-13,830,196","-1,811,792","-174,224","-8,185,942","-1,696,898","-2,112,917","3,009,081","-5,437,972","-3,300,363","-5,764,371","-6,083,219","-8,426,986",Upgrade,Financials in USD,Fiscal year is January - December
