Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
"Selling, General & Admin","41,717,210","48,894,945","47,926,077","35,081,922","24,865,942","7,249,858",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"49,927,592","54,807,348","113,322,999","90,621,570","34,472,731","7,859,453",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"91,644,802","103,702,293","161,249,076","125,703,492","59,338,673","15,109,311",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-91,644,802","-103,702,293","-161,249,076","-125,703,492","-59,338,673","-15,109,311",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"4,134,605","5,151,704","2,659,424","1,199,077","1,399,225","104,112",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-87,510,197","-98,550,589","-158,589,652","-124,504,415","-57,939,448","-15,005,199",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"1,022,821","-241,157","-4,805,777","-1,247,394","-16,946",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,"6,351,606",-,"-1,500,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-86,487,376","-98,791,746","-157,043,823","-125,751,809","-59,456,394","-15,005,199",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-86,487,376","-98,791,746","-157,043,823","-125,751,809","-59,456,394","-15,005,199",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-86,487,376","-98,791,746","-157,043,823","-125,751,809","-59,456,394","-15,005,199",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"30,144,982","30,099,203","29,628,664","17,552,738","15,594,228","9,229,120",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"30,144,982","30,099,203","29,628,664","17,552,738","15,594,228","9,229,120",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.148%,1.588%,68.798%,12.559%,68.968%,46.221%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-2.869,-3.282,-5.300,-7.164,-3.813,-1.626,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-2.869,-3.282,-5.300,-7.164,-3.813,-1.626,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-53,205,878","-51,659,206","-103,801,617","-91,873,395","-27,808,801","-12,092,784",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.765,-1.716,-3.503,-5.234,-1.783,-1.310,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,-,-,"-161,247,818","-125,702,234","-59,334,921","-15,104,948",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,-,-,"1,258","1,258","3,752","4,363",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-91,644,802","-103,702,293","-161,249,076","-125,703,492","-59,338,673","-15,109,311",Upgrade,Financials in USD,Fiscal year is January - December
