Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"62,991,000","66,212,000","72,788,000","78,505,000","69,595,000","76,258,000","68,235,000","84,850,000","87,941,000","92,227,000","101,766,000","140,972,000","131,374,000","136,209,000","148,439,000","152,528,000","135,266,000","110,416,000","107,913,000","123,764,000",Upgrade,Financials in CAD,Fiscal year is April - March
Revenue Growth (YoY),-9.489%,-13.174%,6.673%,-7.478%,-20.862%,-17.315%,-32.949%,-39.811%,-33.061%,-32.290%,-31.443%,-7.576%,-2.877%,23.360%,37.554%,23.241%,76.558%,22.031%,14.740%,49.027%,Upgrade,Financials in CAD,Fiscal year is April - March
Cost of Revenue,"41,153,000","43,181,000","57,617,000","50,279,000","45,480,000","62,496,000","60,883,000","77,615,000","83,730,000","92,750,400","151,412,000","129,781,000","206,291,000","107,557,000","133,991,000","112,306,000","108,905,000","102,708,000","62,962,000","85,556,000",Upgrade,Financials in CAD,Fiscal year is April - March
Gross Profit,"21,838,000","23,031,000","15,171,000","28,226,000","24,115,000","13,762,000","7,352,000","7,235,000","4,211,000","-523,400","-49,646,000","11,191,000","-74,917,000","28,652,000","14,448,000","40,222,000","26,361,000","7,708,000","44,951,000","38,208,000",Upgrade,Financials in CAD,Fiscal year is April - March
"Selling, General & Admin","37,800,000","40,193,000","44,225,000","49,455,000","47,123,000","53,859,000","67,054,000","76,257,000","81,014,000","79,708,000","125,319,000","125,818,000","133,965,000","106,794,000","154,105,000","140,983,000","143,781,000","133,998,000","195,739,000","165,654,000",Upgrade,Financials in CAD,Fiscal year is April - March
Operating Expenses,"43,021,000","44,344,000","48,278,000","53,148,000","49,840,000","57,576,000","71,483,000","82,312,000","90,587,000","84,973,000","136,988,000","132,595,000","149,918,000","119,920,000","172,622,000","160,946,000","165,765,000","164,683,000","274,093,000","227,333,000",Upgrade,Financials in CAD,Fiscal year is April - March
Operating Income,"-21,183,000","-21,313,000","-33,107,000","-24,922,000","-25,725,000","-43,814,000","-64,131,000","-75,077,000","-86,376,000","-85,496,400","-186,634,000","-121,404,000","-224,835,000","-91,268,000","-158,174,000","-120,724,000","-139,404,000","-156,975,000","-229,142,000","-189,125,000",Upgrade,Financials in CAD,Fiscal year is April - March
Interest Expense,"-21,278,000","-21,143,000","-21,129,000","-24,623,000","-27,415,000","-32,185,000","-35,499,000","-33,286,000","-30,471,000","-26,901,000","-26,702,000","-26,408,000","-26,646,000","-24,564,000","-4,751,000","-1,030,000","-1,523,000","-1,155,000","-2,105,000","-2,240,000",Upgrade,Financials in CAD,Fiscal year is April - March
Interest & Investment Income,"2,416,000","2,058,000","2,402,000","2,548,000","3,454,000","7,831,000","8,360,000","7,048,000","4,924,000","3,950,000",-,"1,575,000","2,755,000","2,647,000","2,289,000","7,310,000","2,775,000","8,993,000","14,798,000","12,348,000",Upgrade,Financials in CAD,Fiscal year is April - March
Earnings From Equity Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,"-100,000","-11,778,000","-671,000","-32,991,000","-7,189,000","-57,752,000","-2,664,000",Upgrade,Financials in CAD,Fiscal year is April - March
Currency Exchange Gain (Loss),"674,000","33,000","175,000","-4,069,000","4,737,000","-139,000","-41,000","814,000","1,911,000","-868,000","2,513,000","990,000","882,000","1,030,000","-7,723,000","710,000","-5,041,000","-5,959,000","7,931,000","-767,000",Upgrade,Financials in CAD,Fiscal year is April - March
Other Non Operating Income (Expenses),"-60,720,000","-16,628,000","15,005,000","-152,951,000","-105,589,000","69,109,000","208,017,000","-100,740,000","-13,633,000","-238,948,000","244,782,000","57,413,000","218,113,000","604,091,000","-791,604,000","-300,726,000","198,214,000","6,343,000","-139,305,000","-17,896,000",Upgrade,Financials in CAD,Fiscal year is April - March
EBT Excluding Unusual Items,"-100,091,000","-56,993,000","-36,654,000","-204,017,000","-150,538,000","802,000","116,706,000","-201,241,000","-123,645,000","-348,263,400","33,959,000","-87,834,000","-29,731,000","491,836,000","-971,741,000","-415,131,000","22,030,000","-155,942,000","-405,575,000","-200,344,000",Upgrade,Financials in CAD,Fiscal year is April - March
Merger & Restructuring Charges,"-24,760,000","-20,000","-14,285,000","-35,394,000","18,718,000","-1,934,000","1,261,648,000","-37,613,000","-62,796,000","-1,735,478,000","-298,878,000","-45,757,000","-8,024,000","-96,443,000","-84,094,000","-419,154,000","-50,116,000","-15,401,000","-701,862,000","-3,256,000",Upgrade,Financials in CAD,Fiscal year is April - March
Impairment of Goodwill,-,-,"-42,081,000",-,-,-,"-1,727,679,000",-,-,-,"-40,748,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is April - March
