Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"522,745,000","434,249,000","363,329,000","351,406,000","271,030,000","103,714,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),27.435%,19.519%,3.393%,29.656%,161.324%,101.406%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"720,334,000","693,658,000","734,109,000","513,161,000","418,213,000","366,363,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-197,589,000","-259,409,000","-370,780,000","-161,755,000","-147,183,000","-262,649,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","315,948,000","309,799,000","278,139,000","219,982,000","182,933,000","161,524,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"22,207,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"338,155,000","309,799,000","278,139,000","219,982,000","182,933,000","161,524,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-535,744,000","-569,208,000","-648,919,000","-381,737,000","-330,116,000","-424,173,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-64,847,000","-66,004,000","-43,015,000","-29,422,000","-33,291,000","-1,135,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"35,509,000","26,688,000","11,074,000","1,928,000","7,038,000","13,238,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"1,686,000","-337,000","-1,566,000","-1,687,000","607,000","-787,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-563,396,000","-608,861,000","-682,426,000","-410,918,000","-355,762,000","-412,857,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"2,322,000","397,000","-19,299,000","-42,063,000","170,403,000","13,413,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-561,074,000","-608,464,000","-701,725,000","-452,981,000","-185,359,000","-399,444,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-2,086,000","-1,825,000","5,696,000","1,044,000","1,207,000","3,283,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-558,988,000","-606,639,000","-707,421,000","-454,025,000","-186,566,000","-402,727,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-558,988,000","-606,639,000","-707,421,000","-454,025,000","-186,566,000","-402,727,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"86,911,379","73,543,862","69,914,225","67,795,540","60,845,550","56,576,885",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"86,911,379","73,543,862","69,914,225","67,795,540","60,845,550","56,576,885",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),22.792%,5.192%,3.125%,11.422%,7.545%,13.665%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-6.432,-8.249,-10.118,-6.697,-3.066,-7.118,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-6.432,-8.249,-10.118,-6.697,-3.066,-7.118,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-427,026,000","-519,073,000","-496,588,000","-411,788,000","-176,125,000","-370,215,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-4.913,-7.058,-7.103,-6.074,-2.895,-6.544,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-37.798%,-59.737%,-102.051%,-46.031%,-54.305%,-253.244%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-102.487%,-131.079%,-178.604%,-108.631%,-121.801%,-408.983%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-106.933%,-139.698%,-194.705%,-129.202%,-68.836%,-388.305%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-81.689%,-119.533%,-136.677%,-117.183%,-64.984%,-356.958%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-501,062,000","-543,202,000","-630,699,000","-368,498,000","-317,855,000","-415,634,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-95.852%,-125.090%,-173.589%,-104.864%,-117.277%,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"34,682,000","26,006,000","18,220,000","13,239,000","12,261,000","8,539,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-535,744,000","-569,208,000","-648,919,000","-381,737,000","-330,116,000","-424,173,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-102.487%,-131.079%,-178.604%,-108.631%,-121.800%,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"522,745,000","434,249,000","363,329,000","351,406,000","271,030,000","103,714,000",Upgrade,Financials in USD,Fiscal year is January - December
