Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"1,038,000","90,000","230,000","6,345,000","859,000","1,018,000","4,000","330,000","266,000","384,000","347,000","25,687,000","3,074,000","780,000","34,000","11,000","3,432,000","354,000","4,097,000","1,942,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),20.838%,-91.159%,5650.000%,1822.727%,222.932%,165.104%,-98.847%,-98.715%,-91.347%,-50.769%,920.588%,233418.182%,-10.431%,120.339%,-99.170%,-99.434%,2334.043%,686.667%,9004.444%,6373.333%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,-,-,-,-,"142,000","213,000",-,"204,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"1,038,000","90,000","230,000","6,345,000","717,000","805,000","4,000","126,000","266,000","384,000","347,000","25,687,000","3,074,000","780,000","34,000","11,000","3,432,000","354,000","4,097,000","1,942,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","2,844,000","3,077,000","2,824,000","2,947,000","2,637,000","3,127,000","3,158,000","3,169,000","2,353,000","2,791,000","3,457,000","3,140,000","2,816,000","2,816,000","2,893,000","2,649,000","2,374,000","2,611,000","3,122,000","3,650,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"4,128,000","4,603,000","5,615,000","6,313,000","5,134,000","4,948,000","4,451,000","5,027,000","4,637,000","5,430,000","4,536,000","3,840,000","5,147,000","4,060,000","5,490,000","4,472,000","3,490,000","3,300,000","3,811,000","1,305,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"6,972,000","7,680,000","8,439,000","9,260,000","7,771,000","8,075,000","7,609,000","8,196,000","6,990,000","8,221,000","7,993,000","6,980,000","7,963,000","6,876,000","8,383,000","7,121,000","5,864,000","5,911,000","6,933,000","4,955,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-5,934,000","-7,590,000","-8,209,000","-2,915,000","-7,054,000","-7,270,000","-7,605,000","-8,070,000","-6,724,000","-7,837,000","-7,646,000","18,707,000","-4,889,000","-6,096,000","-8,349,000","-7,110,000","-2,432,000","-5,557,000","-2,836,000","-3,013,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-2,457,000","-2,340,000","-2,403,000","-2,277,000","-2,622,000","-2,294,000","-2,167,000","-2,042,000","-1,297,000",-,-,-,-,-,-,"-335,000",-,-,-,"-170,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"338,000","419,000","348,000","1,719,000","409,000","458,000","492,000","669,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"365,000","1,917,000","-1,499,000","-1,359,000",-,-,-,"-220,000","194,000","24,000","2,000","2,000","2,000","1,000",-,"333,000","-1,000","-197,000","-75,000","87,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-7,688,000","-7,594,000","-11,763,000","-4,832,000","-9,267,000","-9,106,000","-9,280,000","-9,663,000","-7,827,000","-7,813,000","-7,644,000","18,709,000","-4,887,000","-6,095,000","-8,349,000","-7,112,000","-2,433,000","-5,754,000","-2,911,000","-3,096,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"998,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-7,688,000","-7,594,000","-11,763,000","-4,832,000","-9,267,000","-9,106,000","-9,280,000","-9,663,000","-7,827,000","-7,813,000","-7,644,000","18,709,000","-4,887,000","-6,095,000","-7,351,000","-7,112,000","-2,433,000","-5,754,000","-2,911,000","-3,096,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-7,688,000","-7,594,000","-11,763,000","-4,832,000","-9,267,000","-9,106,000","-9,280,000","-9,663,000","-7,827,000","-7,813,000","-7,644,000","18,709,000","-4,887,000","-6,095,000","-7,351,000","-7,112,000","-2,433,000","-5,754,000","-2,911,000","-3,096,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-7,688,000","-7,594,000","-11,763,000","-4,832,000","-9,267,000","-9,106,000","-9,280,000","-9,663,000","-7,827,000","-7,813,000","-7,644,000","18,709,000","-4,887,000","-6,095,000","-7,351,000","-7,112,000","-2,433,000","-5,754,000","-2,911,000","-3,096,000",Upgrade,Financials in USD,Fiscal year is January - December
