Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"281,000","651,000",-,"378,000","5,416,000","2,289,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-24.054%,-,-,-93.021%,136.610%,6.416%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"7,164,000","5,546,000","3,341,000","3,006,000","10,049,000","11,467,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-6,883,000","-4,895,000","-3,341,000","-2,628,000","-4,633,000","-9,178,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","9,656,000","11,994,000","17,011,000","15,488,000","36,330,000","45,027,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"9,656,000","11,994,000","17,011,000","15,488,000","36,330,000","45,027,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-16,539,000","-16,889,000","-20,352,000","-18,116,000","-40,963,000","-54,205,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-394,000","-134,000","-1,116,000","-2,193,000","-3,305,000","-2,535,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"6,767,000","6,736,000","1,502,000","3,162,000","3,310,000","3,819,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-5,478,000",-,-,-,"583,000","-316,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-15,644,000","-10,287,000","-19,966,000","-17,147,000","-40,375,000","-53,237,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,"-4,948,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,"84,052,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-15,644,000","-10,287,000","59,138,000","-17,147,000","-40,375,000","-53,237,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-5,000",-,"13,000","5,000","4,000","3,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-15,639,000","-10,287,000","59,125,000","-17,152,000","-40,379,000","-53,240,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,"-12,000","-8,110,000","-11,370,000","-17,947,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-15,651,000","-18,397,000","47,755,000","-35,099,000","-40,379,000","-53,240,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,"5,426,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-15,651,000","-18,397,000","42,329,000","-35,099,000","-40,379,000","-53,240,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"23,888,990","14,263,744","7,385,348","5,993,013","4,262,850","3,959,213",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"23,888,990","14,263,744","7,406,986","5,993,013","4,262,850","3,959,213",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),106.984%,92.571%,23.594%,40.587%,7.669%,35.570%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.655,-1.290,5.731,-5.857,-9.472,-13.447,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.655,-1.290,5.716,-5.857,-9.472,-13.447,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-14,478,000","-17,592,000","-28,695,000","-31,829,000","-40,360,000","-54,650,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.606,-1.233,-3.874,-5.311,-9.468,-13.803,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-85.543%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-5885.765%,-2594.316%,-,-4792.593%,-756.333%,-2368.065%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-5569.751%,-2825.960%,-,-9285.450%,-745.550%,-2325.907%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-5152.313%,-2702.304%,-,-8420.370%,-745.199%,-2387.505%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-16,467,000","-16,793,000","-20,170,000","-16,143,000","-39,110,000","-52,537,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"72,000","96,000","182,000","1,973,000","1,853,000","1,668,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-16,539,000","-16,889,000","-20,352,000","-18,116,000","-40,963,000","-54,205,000",Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,0.022%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,"378,000","5,416,000","2,289,000",Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,-,-,-,-,"1,100,000",Upgrade,Financials in USD,Fiscal year is January - December
