Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Operating Revenue,"13,796,000","14,687,000","14,374,000","10,180,000","9,916,000","6,556,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Revenue,"48,000","39,000","30,000","24,000","18,000","43,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"13,844,000","14,726,000","14,404,000","10,204,000","9,934,000","6,599,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),15.396%,2.235%,41.160%,2.718%,50.538%,-47.242%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"5,971,000","6,831,000","6,623,000","3,689,000","3,970,000","1,738,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"7,873,000","7,895,000","7,781,000","6,515,000","5,964,000","4,861,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","13,403,000","12,830,000","15,287,000","15,333,000","12,105,000","14,077,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"64,000","68,000","174,000","44,000","285,000","184,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"13,467,000","12,898,000","15,461,000","15,377,000","12,390,000","14,261,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-5,594,000","-5,003,000","-7,680,000","-8,862,000","-6,426,000","-9,400,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-2,303,000","-2,084,000","3,248,000","3,038,000","-5,508,000","-252,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-7,612,000","-7,087,000","-4,432,000","-5,824,000","-11,934,000","-9,652,000",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,"-348,000","-348,000","-4,180,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-2,245,000","-2,245,000","-2,557,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-31,000","40,000","561,000",-,"900,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-11,101,000","-9,640,000","-10,608,000","-5,824,000","-11,034,000","-9,652,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,"5,000","6,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-10,119,000","-9,640,000","-10,608,000","-5,824,000","-11,039,000","-9,658,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,"6,446,000","7,057,000","5,657,000","735,000",-,"829,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-16,565,000","-16,697,000","-16,265,000","-6,559,000","-11,039,000","-10,487,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"1,446,429","120,429","46,000","35,629","28,633","17,666",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"1,446,429","120,429","46,000","35,629","28,633","17,666",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),1605.554%,161.802%,29.108%,24.433%,62.080%,26.865%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-11.452,-138.646,-353.587,-184.092,-385.534,-593.626,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-11.452,-138.646,-353.587,-184.092,-385.534,-593.626,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-4,739,000","-4,150,000","-6,766,000","-9,244,000","-4,747,000","-7,948,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-3.276,-34.460,-147.087,-259.452,-165.788,-449.904,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,56.869%,53.613%,54.020%,63.848%,60.036%,73.663%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-40.407%,-33.974%,-53.319%,-86.848%,-64.687%,-142.446%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-119.655%,-113.384%,-112.920%,-64.279%,-111.123%,-158.918%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-34.231%,-28.181%,-46.973%,-90.592%,-47.785%,-120.442%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-5,398,000","-4,800,000","-7,197,000","-8,743,000","-6,375,000","-9,335,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-38.992%,-32.595%,-49.965%,-85.682%,-64.174%,-141.461%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"196,000","203,000","483,000","119,000","51,000","65,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-5,594,000","-5,003,000","-7,680,000","-8,862,000","-6,426,000","-9,400,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-40.407%,-33.974%,-53.319%,-86.848%,-64.687%,-142.446%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"13,844,000","14,726,000","14,404,000","10,204,000","9,934,000","6,599,000",Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"1,100,000","2,000,000","3,200,000","1,700,000","500,000",Upgrade,Financials in USD,Fiscal year is January - December
