Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+7 Quarters,,
Operating Revenue,"44,755,000","30,858,000","21,569,000","13,526,000","8,109,000","4,770,000","2,781,000","2,961,000","725,000",-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Revenue,-,-,"28,000,000",-,"30,000,000","420,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"44,755,000","30,858,000","49,569,000","13,526,000","38,109,000","5,190,000","2,781,000","2,961,000","725,000",-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),17.439%,494.566%,1682.416%,356.805%,5156.414%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"5,503,000","3,464,000","3,256,000","2,246,000","1,182,000","776,000","783,000","485,000","269,000",-,-,-,-,-,-,-,-,-,"21,990,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"39,252,000","27,394,000","46,313,000","11,280,000","36,927,000","4,414,000","1,998,000","2,476,000","456,000",-,-,-,-,-,-,-,-,-,"-21,990,000",-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","58,817,000","58,173,000","54,794,000","48,674,000","47,595,000","45,958,000","42,918,000","37,023,000","35,473,000","27,622,000","22,006,000","18,728,000","16,474,000","11,315,000","14,454,000","6,690,000","5,560,000","5,618,000","3,469,000","2,237,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"19,501,000","19,298,000","23,141,000","23,775,000","26,236,000","25,219,000","35,345,000","33,877,000","69,731,000","38,205,000","40,622,000","52,558,000","40,604,000","30,765,000","21,631,000","27,374,000","32,743,000","30,009,000","3,192,000","10,757,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"78,318,000","77,471,000","77,935,000","72,449,000","73,831,000","71,177,000","78,263,000","70,900,000","105,204,000","65,827,000","62,628,000","71,286,000","57,078,000","42,080,000","36,085,000","34,064,000","38,303,000","35,627,000","6,661,000","12,994,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-39,066,000","-50,077,000","-31,622,000","-61,169,000","-36,904,000","-66,763,000","-76,265,000","-68,424,000","-104,748,000","-65,827,000","-62,628,000","-71,286,000","-57,078,000","-42,080,000","-36,085,000","-34,064,000","-38,303,000","-35,627,000","-28,651,000","-12,994,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-6,653,000","-7,484,000","-7,480,000","-7,762,000","-7,559,000","-7,349,000","-7,042,000","-6,915,000","-4,899,000","-2,000,000","-1,838,000","-40,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"4,382,000","5,229,000","3,544,000","2,672,000","2,721,000","3,121,000","3,207,000","3,320,000","1,938,000","421,000","142,000",-,"98,000","72,000","43,000","15,000","99,000","215,000","638,000","426,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-200,000",-,"500,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-41,537,000","-52,332,000","-35,058,000","-66,259,000","-41,742,000","-70,991,000","-80,100,000","-72,019,000","-107,709,000","-67,406,000","-64,324,000","-71,326,000","-56,980,000","-42,008,000","-36,042,000","-34,049,000","-38,204,000","-35,412,000","-28,013,000","-12,568,000",Upgrade,Financials in USD,Fiscal year is January - December
