Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"1,125,500,000","1,049,300,000","1,117,500,000","1,773,600,000","1,577,300,000","1,106,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),2.049%,-6.103%,-36.993%,12.445%,42.613%,41.360%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"835,200,000","807,100,000","827,400,000","980,400,000","714,200,000","622,900,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"290,300,000","242,200,000","290,100,000","793,200,000","863,100,000","483,100,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","339,100,000","368,400,000","339,500,000","348,700,000","304,100,000","273,500,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"404,100,000","434,000,000","399,400,000","407,200,000","363,900,000","332,200,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-113,800,000","-191,800,000","-109,300,000","386,000,000","499,200,000","150,900,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-77,900,000","-87,900,000","-37,300,000","-34,500,000","-31,300,000","-38,400,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"26,800,000","8,900,000","-11,700,000","-3,700,000","4,700,000","1,700,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-164,900,000","-270,800,000","-158,300,000","347,800,000","472,600,000","114,200,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-29,000,000","-9,500,000","-51,400,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,"-218,200,000","-6,700,000","-41,700,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"24,300,000","74,200,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
