Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"2,523,427","2,539,986","1,706,925","1,160,692","436,942","17,066",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),7.152%,48.805%,47.061%,165.640%,2460.307%,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"2,523,427","2,539,986","1,706,925","1,160,692","436,942","17,066",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","3,662,672","3,560,936","3,653,999","3,743,972","3,400,071","3,631,176",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"3,221,705","3,494,765","4,770,834","3,163,485","1,731,406","4,889,340",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"6,884,377","7,055,701","8,424,833","6,907,457","5,131,477","8,520,516",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-4,360,950","-4,515,715","-6,717,908","-5,746,765","-4,694,535","-8,503,450",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"281,751","355,757","167,152","100,467","126,171","108,489",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"1,939","25,380","-1,597","1,119",-492,"3,315",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-4,077,260","-4,134,578","-6,552,353","-5,645,179","-4,568,856","-8,391,646",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,"-1,100,000",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,-,"-3,283,379",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,"-9,243,128",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-4,077,260","-4,134,578","-6,552,353","-5,645,179","-13,811,984","-12,775,025",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,"-2,918,518",-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-4,077,260","-4,134,578","-6,552,353","-5,645,179","-10,893,466","-12,775,025",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,"5,284,379",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-4,077,260","-4,134,578","-6,552,353","-5,645,179","-10,893,466","-18,059,404",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"1,540,475","1,528,210","1,422,443","1,027,941","639,238","285,246",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"1,540,475","1,528,210","1,422,443","1,027,941","639,238","285,246",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),1.336%,7.436%,38.378%,60.807%,124.101%,277.300%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-2.647,-2.706,-4.606,-5.492,-17.041,-63.312,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-2.651,-2.710,-4.610,-5.492,-17.041,-63.312,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-2,936,513","-4,114,219","-4,646,765","-4,738,067","-4,267,193","-6,399,404",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.906,-2.692,-3.267,-4.609,-6.675,-22.435,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-172.819%,-177.785%,-393.568%,-495.115%,-1074.407%,-49826.849%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-161.576%,-162.780%,-383.869%,-486.363%,-2493.115%,-105820.954%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-116.370%,-161.978%,-272.230%,-408.211%,-976.604%,-37497.973%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,-,-,-,"-5,746,008","-4,693,778","-8,499,251",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,-,-,-,757,757,"4,199",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-4,360,950","-4,515,715","-6,717,908","-5,746,765","-4,694,535","-8,503,450",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-172.819%,-177.785%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"2,523,427","2,539,986","1,706,925","1,160,692","436,942","17,066",Upgrade,Financials in USD,Fiscal year is January - December
