Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2015,,
Revenue,"47,000","103,000","192,000","268,000","1,069,000","1,708,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-72.515%,-46.354%,-28.358%,-74.930%,-37.412%,-51.284%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"27,642,000","43,566,000","49,825,000","48,453,000","16,352,000","19,325,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-27,595,000","-43,463,000","-49,633,000","-48,185,000","-15,283,000","-17,617,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","9,919,000","8,685,000","8,700,000","8,538,000","7,918,000","7,233,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"9,919,000","8,685,000","8,700,000","8,538,000","7,918,000","7,233,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-37,514,000","-52,148,000","-58,333,000","-56,723,000","-23,201,000","-24,850,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"12,000","84,000","160,000","53,000","120,000","136,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-8,962,000","217,000","-4,451,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-46,468,000","-51,847,000","-62,624,000","-56,670,000","-23,081,000","-24,714,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-46,468,000","-51,847,000","-62,624,000","-56,670,000","-23,081,000","-24,714,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-46,468,000","-51,847,000","-62,624,000","-56,670,000","-23,081,000","-24,714,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"45,795,500","27,742,035","10,286,683","8,457,441","5,583,058","3,530,396",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"45,795,500","27,742,035","10,286,683","8,457,441","5,583,058","3,530,396",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),104.421%,169.689%,21.629%,51.484%,58.143%,23.641%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.015,-1.869,-6.088,-6.701,-4.134,-7.000,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.015,-1.869,-6.088,-6.701,-4.134,-7.000,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-30,757,000","-47,590,000","-57,554,000","-26,306,000","-16,551,000","-21,373,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.672,-1.715,-5.595,-3.110,-2.965,-6.054,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-79817.021%,-50629.126%,-30381.771%,-21165.299%,-2170.346%,-1454.918%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-98868.085%,-50336.893%,-32616.667%,-21145.522%,-2159.121%,-1446.956%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-65440.426%,-46203.883%,-29976.042%,-9815.672%,-1548.269%,-1251.347%,Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-37,514,000","-52,148,000","-58,333,000","-56,723,000","-23,201,000","-24,850,000",Upgrade,Financials in USD,Fiscal year is January - December
