Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2016,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2016,,
Revenue,"241,519,000","50,699,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"17,983,000","3,094,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"223,536,000","47,605,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","107,162,000","98,401,000","78,835,000","41,991,000","15,063,000","6,465,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"51,420,000","46,431,000","42,461,000","27,884,000","17,936,000","15,616,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"158,582,000","144,832,000","121,296,000","69,875,000","32,999,000","22,081,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"64,954,000","-97,227,000","-121,296,000","-69,875,000","-32,999,000","-22,081,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,"-1,492,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"29,949,000","22,624,000","5,221,000","197,000","832,000","2,993,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"94,903,000","-74,603,000","-116,075,000","-71,170,000","-32,167,000","-19,088,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,"100,000,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,"-37,500,000","-12,500,000","-25,000,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"57,403,000","12,897,000","-139,975,000","-69,570,000","-32,167,000","-19,088,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"5,031,000","1,965,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"52,372,000","10,932,000","-139,975,000","-69,570,000","-32,167,000","-19,088,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"52,372,000","10,932,000","-139,975,000","-69,570,000","-32,167,000","-19,088,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"28,447,940","27,154,190","25,491,721","22,196,846","18,787,161","15,901,083",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"29,464,809","27,751,809","25,491,721","22,196,846","18,787,161","15,901,083",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),11.064%,8.866%,14.844%,18.149%,18.150%,41.935%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),1.841,0.403,-5.491,-3.134,-1.712,-1.200,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),1.773,0.390,-5.491,-3.134,-1.712,-1.200,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"58,061,000","-100,603,000","-153,548,000","-116,274,000","-40,926,000","-25,089,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,1.971,-3.625,-6.023,-5.238,-2.178,-1.578,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,92.554%,93.897%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,26.894%,-191.773%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,21.684%,21.563%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,24.040%,-198.432%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"69,145,000","-92,220,000","-117,241,000","-67,106,000","-31,148,000","-20,991,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,28.629%,-181.897%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"4,191,000","5,007,000","4,055,000","2,769,000","1,851,000","1,090,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"64,954,000","-97,227,000","-121,296,000","-69,875,000","-32,999,000","-22,081,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,26.894%,-191.773%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,8.764%,15.236%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
