Fiscal Quarter,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"260,432,000","273,164,000","263,223,000","249,943,000","231,349,000","255,049,000","245,673,000","244,646,000","232,521,000","255,265,000","239,619,000","232,712,000","214,665,000","220,278,000","211,729,000","206,149,000","195,194,000","185,883,000","210,739,000","214,012,000",Upgrade,Financials in USD,Fiscal year is July - June
Revenue Growth (YoY),12.571%,7.103%,7.144%,2.165%,-0.504%,-0.085%,2.527%,5.128%,8.318%,15.883%,13.172%,12.885%,9.975%,18.504%,0.470%,-3.674%,2.885%,-8.829%,2.432%,-1.930%,Upgrade,Financials in USD,Fiscal year is July - June
Cost of Revenue,"176,937,000","186,014,000","183,412,000","171,017,000","163,623,000","178,383,000","170,133,000","167,261,000","163,875,000","176,603,000","167,915,000","162,040,000","149,987,000","150,450,000","142,564,000","137,884,000","131,075,000","125,319,000","141,188,000","144,908,000",Upgrade,Financials in USD,Fiscal year is July - June
Gross Profit,"83,495,000","87,150,000","79,811,000","78,926,000","67,726,000","76,666,000","75,540,000","77,385,000","68,646,000","78,662,000","71,704,000","70,672,000","64,678,000","69,828,000","69,165,000","68,265,000","64,119,000","60,564,000","69,551,000","69,104,000",Upgrade,Financials in USD,Fiscal year is July - June
"Selling, General & Admin","62,372,000","27,358,000","59,164,000","62,915,000","68,452,000","25,460,000","56,662,000","54,972,000","54,962,000","53,760,000","52,153,000","49,581,000","50,066,000","50,670,000","49,033,000","48,375,000","48,431,000","45,433,000","48,232,000","49,328,000",Upgrade,Financials in USD,Fiscal year is July - June
Research & Development,-,"29,194,000",-,-,-,"24,395,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Other Operating Expenses,-,"4,202,000",-,-,-,-,"325,000","6,569,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Operating Expenses,"62,372,000","63,740,000","59,164,000","62,915,000","68,452,000","52,900,000","56,987,000","61,541,000","54,962,000","56,741,000","52,153,000","49,581,000","50,066,000","50,670,000","49,033,000","48,375,000","48,431,000","45,433,000","48,232,000","49,328,000",Upgrade,Financials in USD,Fiscal year is July - June
Operating Income,"21,123,000","23,410,000","20,647,000","16,011,000","-726,000","23,766,000","18,553,000","15,844,000","13,684,000","21,921,000","19,551,000","21,091,000","14,612,000","19,158,000","20,132,000","19,890,000","15,688,000","15,131,000","21,319,000","19,776,000",Upgrade,Financials in USD,Fiscal year is July - June
