Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Other Revenue,"81,000","81,000","1,030,000","1,144,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"81,000","81,000","1,030,000","1,144,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-92.136%,-9.965%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"81,000","81,000","1,030,000","1,144,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","11,688,000","13,331,000","11,999,000","8,077,000","6,308,000","5,522,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"33,352,000","38,670,000","23,135,000","18,031,000","16,085,000","16,550,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"45,040,000","52,001,000","35,134,000","26,108,000","22,393,000","22,072,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-44,959,000","-51,920,000","-34,104,000","-24,964,000","-22,393,000","-22,072,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"4,044,000","3,102,000","1,087,000","190,000","178,000","172,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-40,915,000","-48,818,000","-33,017,000","-24,774,000","-22,215,000","-21,900,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-40,915,000","-48,818,000","-33,017,000","-24,774,000","-22,215,000","-21,900,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-40,915,000","-48,818,000","-33,017,000","-24,774,000","-22,215,000","-21,900,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,"1,000","1,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-40,915,000","-48,818,000","-33,017,000","-24,774,000","-22,216,000","-21,901,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"29,126,072","26,604,045","24,141,545","20,568,373","12,134,259","4,975,721",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"29,126,072","26,604,045","24,141,545","20,568,373","12,134,259","4,975,721",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),11.508%,10.200%,17.372%,69.507%,143.869%,40.767%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.405,-1.835,-1.368,-1.204,-1.831,-4.402,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.405,-1.835,-1.368,-1.204,-1.831,-4.402,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-34,822,000","-47,488,000","8,278,000","-20,999,000","-21,870,000","-21,526,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.196,-1.785,0.343,-1.021,-1.802,-4.326,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,100.000%,100.000%,100.000%,100.000%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-55504.938%,-64098.765%,-3311.068%,-2182.168%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-50512.346%,-60269.136%,-3205.534%,-2165.559%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-42990.123%,-58627.160%,803.689%,-1835.577%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-44,733,000","-51,710,000","-33,897,000","-24,778,000","-22,258,000","-21,937,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"226,000","210,000","207,000","186,000","135,000","135,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-44,959,000","-51,920,000","-34,104,000","-24,964,000","-22,393,000","-22,072,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"81,000","81,000","1,030,000","1,144,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
