Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2015,,
Revenue,"42,000","155,000","374,000","181,000","11,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-81.250%,-58.556%,106.630%,1545.455%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"42,000","155,000","374,000","181,000","11,000",-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","9,769,000","9,623,000","9,258,000","8,791,000","6,321,000","6,016,056",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"31,820,000","20,273,000","17,067,000","20,543,000","5,918,000","3,281,945",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"41,589,000","29,896,000","26,325,000","29,334,000","12,239,000","9,298,001",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-41,547,000","-29,741,000","-25,951,000","-29,153,000","-12,228,000","-9,298,001",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-1,736,000","-2,278,000","-2,014,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,-,-,-,-,"77,688",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"2,011,000","2,011,000","666,000","-1,187,000","29,000",-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-41,272,000","-30,008,000","-27,299,000","-30,340,000","-12,199,000","-9,220,313",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,"100,000","1,542,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-41,272,000","-30,008,000","-27,299,000","-30,340,000","-12,099,000","-7,678,313",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-41,272,000","-30,008,000","-27,299,000","-30,340,000","-12,099,000","-7,678,313",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-41,272,000","-30,008,000","-27,299,000","-30,340,000","-12,099,000","-7,678,313",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"18,888,188","17,980,791","17,927,327","16,130,539","11,988,492","10,272,641",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"18,888,188","17,980,791","17,927,327","16,130,539","11,988,492","10,272,641",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),5.158%,0.298%,11.139%,34.550%,16.703%,18.393%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-2.185,-1.669,-1.523,-1.881,-1.009,-0.747,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-2.185,-1.669,-1.523,-1.881,-1.009,-0.747,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-25,749,000","-11,980,000","-22,686,000","-28,504,000","-8,943,000","-5,384,656",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.363,-0.666,-1.265,-1.767,-0.746,-0.524,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,100.000%,100.000%,100.000%,100.000%,100.000%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-98921.429%,-19187.742%,-6938.770%,-16106.630%,-111163.636%,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-98266.667%,-19360.000%,-7299.198%,-16762.431%,-109990.909%,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-61307.143%,-7729.032%,-6065.775%,-15748.066%,-81300.000%,-,Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-41,547,000","-29,741,000","-25,951,000","-29,153,000","-12,228,000","-9,298,001",Upgrade,Financials in USD,Fiscal year is January - December
