Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2018,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Mar '23 Mar 31, 2023","Mar '22 Mar 31, 2022","Mar '21 Mar 31, 2021","Mar '20 Mar 31, 2020",2019 - 2018,,
"Selling, General & Admin","65,317,000","57,281,000","48,019,000","54,225,000","39,513,000","15,851,000",Upgrade,Financials in USD,Fiscal year is April - March
Research & Development,"287,139,000","212,928,000","160,257,000","101,808,000","68,604,000","47,927,000",Upgrade,Financials in USD,Fiscal year is April - March
Operating Expenses,"352,456,000","270,209,000","208,276,000","156,033,000","108,117,000","63,778,000",Upgrade,Financials in USD,Fiscal year is April - March
Operating Income,"-352,456,000","-270,209,000","-208,276,000","-156,033,000","-108,117,000","-63,778,000",Upgrade,Financials in USD,Fiscal year is April - March
Interest Expense,-,-,-,-,-,"-625,000",Upgrade,Financials in USD,Fiscal year is April - March
Interest & Investment Income,"30,565,000","24,948,000","7,578,000",-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Other Non Operating Income (Expenses),"-835,000","-1,008,000","-253,000","-781,000","328,000","412,000",Upgrade,Financials in USD,Fiscal year is April - March
EBT Excluding Unusual Items,"-322,726,000","-246,269,000","-200,951,000","-156,814,000","-107,789,000","-63,991,000",Upgrade,Financials in USD,Fiscal year is April - March
Merger & Restructuring Charges,-,-,-,-,-,"-2,300,000",Upgrade,Financials in USD,Fiscal year is April - March
Pretax Income,"-322,726,000","-258,769,000","-210,951,000","-156,814,000","-107,789,000","-66,291,000",Upgrade,Financials in USD,Fiscal year is April - March
Income Tax Expense,"280,000","567,000","9,000","-84,000","-358,000","97,000",Upgrade,Financials in USD,Fiscal year is April - March
Net Income,"-323,006,000","-259,336,000","-210,960,000","-156,730,000","-107,431,000","-66,388,000",Upgrade,Financials in USD,Fiscal year is April - March
Net Income to Common,"-323,006,000","-259,336,000","-210,960,000","-156,730,000","-107,431,000","-66,388,000",Upgrade,Financials in USD,Fiscal year is April - March
Shares Outstanding (Basic),"145,821,067","138,100,577","123,075,329","109,679,256","87,756,513","43,199,191",Upgrade,Financials in USD,Fiscal year is April - March
Shares Outstanding (Diluted),"145,821,067","138,100,577","123,075,329","109,679,256","87,756,513","43,199,191",Upgrade,Financials in USD,Fiscal year is April - March
Shares Change (YoY),12.001%,12.208%,12.214%,24.981%,103.144%,94.847%,Upgrade,Financials in USD,Fiscal year is April - March
EPS (Basic),-2.215,-1.878,-1.714,-1.429,-1.224,-1.537,Upgrade,Financials in USD,Fiscal year is April - March
EPS (Diluted),-2.215,-1.878,-1.714,-1.429,-1.224,-1.537,Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow,"-272,302,000","-214,587,000","-188,390,000","-106,366,000","-83,537,000","-53,388,000",Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow Per Share,-1.867,-1.554,-1.531,-0.970,-0.952,-1.236,Upgrade,Financials in USD,Fiscal year is April - March
EBITDA,"-352,165,000","-269,978,000","-208,083,000","-155,907,000","-108,052,000","-63,757,000",Upgrade,Financials in USD,Fiscal year is April - March
D&A For EBITDA,"291,000","231,000","193,000","126,000","65,000","21,000",Upgrade,Financials in USD,Fiscal year is April - March
EBIT,"-352,456,000","-270,209,000","-208,276,000","-156,033,000","-108,117,000","-63,778,000",Upgrade,Financials in USD,Fiscal year is April - March
