Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2017,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2017,,
"Selling, General & Admin","17,297,000","18,624,000","20,737,000","26,401,000","22,462,000","3,952,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"28,586,000","24,989,000","16,808,000","21,088,000","11,982,000","3,878,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"45,883,000","43,613,000","37,545,000","47,489,000","34,444,000","7,830,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-45,883,000","-43,613,000","-37,545,000","-47,489,000","-34,444,000","-7,830,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,"-34,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"3,835,000","3,193,000","1,110,000","237,000","500,000",-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-42,048,000","-40,420,000","-36,435,000","-47,252,000","-33,978,000","-7,830,000",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,"-29,517,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-42,048,000","-40,420,000","-65,952,000","-47,252,000","-33,978,000","-7,830,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-42,048,000","-40,420,000","-65,952,000","-47,252,000","-33,978,000","-7,830,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-42,048,000","-40,420,000","-65,952,000","-47,252,000","-33,978,000","-7,830,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"16,598,242","11,331,338","11,259,615","11,232,576","7,233,913","2,577,493",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"16,598,242","11,331,338","11,259,615","11,232,576","7,233,913","2,577,493",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),46.798%,0.637%,0.241%,55.277%,180.657%,-76.994%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-2.533,-3.567,-5.857,-4.207,-4.697,-3.038,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-2.533,-3.567,-5.857,-4.207,-4.697,-3.038,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-35,263,000","-37,602,000","-26,577,000","-35,098,000","-24,291,000","-5,486,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-2.125,-3.318,-2.360,-3.125,-3.358,-2.128,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-45,526,000","-43,272,000","-37,297,000","-47,372,000","-34,341,000","-7,814,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"357,000","341,000","248,000","117,000","103,000","16,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-45,883,000","-43,613,000","-37,545,000","-47,489,000","-34,444,000","-7,830,000",Upgrade,Financials in USD,Fiscal year is January - December
