Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+11 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+11 Quarters,,
Revenue,"54,268,000","48,065,000","40,638,000","44,390,000","48,320,000","38,008,000","33,196,000","33,144,000","29,725,000","25,306,000","22,073,000","21,429,000","11,060,000","8,906,000","8,195,000","7,172,000","9,448,000","2,027,000","1,788,000","1,864,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),12.310%,26.460%,22.418%,33.931%,62.557%,50.194%,50.392%,54.669%,168.761%,184.146%,169.347%,198.787%,17.062%,339.369%,358.333%,284.764%,2918.530%,582.492%,620.968%,145.586%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"13,593,000","7,790,000","5,971,000","7,570,000","8,201,000","7,555,000","5,319,000","6,291,000","5,260,000","4,810,000","6,273,000","4,889,000","3,220,000","3,383,000","1,826,000","3,407,000","2,832,000","1,299,000","1,790,000","1,603,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"40,675,000","40,275,000","34,667,000","36,820,000","40,119,000","30,453,000","27,877,000","26,853,000","24,465,000","20,496,000","15,800,000","16,540,000","7,840,000","5,523,000","6,369,000","3,765,000","6,616,000","728,000","-2,000","261,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","44,969,000","39,993,000","38,380,000","37,568,000","37,287,000","37,635,000","33,605,000","32,869,000","34,491,000","32,984,000","35,913,000","54,179,000","26,535,000","25,927,000","19,077,000","17,998,000","16,484,000","17,644,000","21,606,000","20,642,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"5,888,000","5,759,000","7,821,000","6,382,000","5,034,000","6,087,000","4,838,000","4,955,000","6,043,000","3,718,000","6,250,000","10,082,000","5,663,000","5,383,000","4,032,000","3,110,000","3,876,000","5,289,000","6,646,000","12,420,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"53,568,000","48,462,000","48,912,000","46,661,000","45,032,000","46,432,000","41,154,000","40,535,000","43,245,000","39,412,000","44,874,000","64,811,000","32,198,000","31,310,000","23,109,000","21,108,000","20,360,000","22,933,000","28,252,000","33,062,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-12,893,000","-8,187,000","-14,245,000","-9,841,000","-4,913,000","-15,979,000","-13,277,000","-13,682,000","-18,780,000","-18,916,000","-29,074,000","-48,271,000","-24,358,000","-25,787,000","-16,740,000","-17,343,000","-13,744,000","-22,205,000","-28,254,000","-32,801,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-7,786,000","-7,964,000","-7,032,000","-7,018,000","-6,847,000","-6,528,000","-6,216,000","-4,367,000","-3,989,000","-3,448,000","-3,521,000","-1,796,000","-1,798,000","-1,795,000","-1,791,000","-4,591,000","-2,328,000","-2,242,000","-1,499,000","-1,531,000",Upgrade,Financials in USD,Fiscal year is January - December
