Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Jun '23 Jun 30, 2023","Jun '22 Jun 30, 2022","Jun '21 Jun 30, 2021","Jun '20 Jun 30, 2020",2019 - 2015,,
Revenue,"175,000","225,000",-,"1,884,000","2,371,000","1,638,000",Upgrade,Financials in USD,Fiscal year is July - June
Revenue Growth (YoY),250.000%,-,-,-20.540%,44.750%,-18.831%,Upgrade,Financials in USD,Fiscal year is July - June
Cost of Revenue,-,-,-,-,"1,462,000","703,000",Upgrade,Financials in USD,Fiscal year is July - June
Gross Profit,"175,000","225,000",-,"1,884,000","909,000","935,000",Upgrade,Financials in USD,Fiscal year is July - June
"Selling, General & Admin","10,928,000","11,674,000","18,451,000","21,754,000","21,888,000","11,365,000",Upgrade,Financials in USD,Fiscal year is July - June
Research & Development,"4,884,000","5,185,000","10,327,000","9,827,000","9,989,000","3,573,000",Upgrade,Financials in USD,Fiscal year is July - June
Operating Expenses,"15,812,000","16,859,000","28,778,000","31,581,000","31,877,000","14,938,000",Upgrade,Financials in USD,Fiscal year is July - June
Operating Income,"-15,637,000","-16,634,000","-28,778,000","-29,697,000","-30,968,000","-14,003,000",Upgrade,Financials in USD,Fiscal year is July - June
Interest Expense,"-203,000","-172,000","-83,000",-,"-2,454,000","-2,466,000",Upgrade,Financials in USD,Fiscal year is July - June
Interest & Investment Income,"482,000","363,000","213,000","177,000","140,000","15,000",Upgrade,Financials in USD,Fiscal year is July - June
Other Non Operating Income (Expenses),-,-,-,"7,000","12,000","10,000",Upgrade,Financials in USD,Fiscal year is July - June
EBT Excluding Unusual Items,"-15,358,000","-16,443,000","-28,648,000","-29,513,000","-33,270,000","-16,444,000",Upgrade,Financials in USD,Fiscal year is July - June
Gain (Loss) on Sale of Investments,-,-,"-98,000",-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Gain (Loss) on Sale of Assets,"1,000,000","1,000,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Asset Writedown,-,-,"-565,000",-,"-143,000",-,Upgrade,Financials in USD,Fiscal year is July - June
Legal Settlements,-,-,-,-,"10,200,000",-,Upgrade,Financials in USD,Fiscal year is July - June
Pretax Income,"-14,358,000","-15,443,000","-29,311,000","-29,513,000","-23,213,000","-16,444,000",Upgrade,Financials in USD,Fiscal year is July - June
Earnings From Continuing Operations,"-14,358,000","-15,443,000","-29,311,000","-29,513,000","-23,213,000","-16,444,000",Upgrade,Financials in USD,Fiscal year is July - June
Earnings From Discontinued Operations,"-8,792,000","-9,464,000","-35,699,000","-20,791,000",-,-,Upgrade,Financials in USD,Fiscal year is July - June
Net Income to Company,"-23,150,000","-24,907,000","-65,010,000","-50,304,000","-23,213,000","-16,444,000",Upgrade,Financials in USD,Fiscal year is July - June
Minority Interest in Earnings,-,-,-,"1,000","6,000","5,000",Upgrade,Financials in USD,Fiscal year is July - June
Net Income,"-23,150,000","-24,907,000","-65,010,000","-50,303,000","-23,207,000","-16,439,000",Upgrade,Financials in USD,Fiscal year is July - June
Preferred Dividends & Other Adjustments,-,-,-,"88,000","260,000","21,821,000",Upgrade,Financials in USD,Fiscal year is July - June
Net Income to Common,"-23,150,000","-24,907,000","-65,010,000","-50,391,000","-23,467,000","-38,260,000",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Basic),"5,689,750","3,831,000","612,000","436,050","391,250","125,590",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Diluted),"5,689,750","3,831,000","612,000","436,050","391,250","125,590",Upgrade,Financials in USD,Fiscal year is July - June
Shares Change (YoY),610.353%,525.980%,40.351%,11.450%,211.530%,231.792%,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Basic),-4.069,-6.501,-106.225,-115.562,-59.980,-304.642,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Diluted),-4.069,-6.501,-106.225,-115.562,-59.980,-304.642,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow,"-17,139,000","-18,764,000","-36,866,000","-44,810,000","-34,984,000","-14,423,000",Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Per Share,-3.012,-4.898,-60.239,-102.763,-89.416,-114.842,Upgrade,Financials in USD,Fiscal year is July - June
Gross Margin,100.000%,100.000%,-,100.000%,38.338%,57.082%,Upgrade,Financials in USD,Fiscal year is July - June
Operating Margin,-8935.429%,-7392.889%,-,-1576.274%,-1306.116%,-854.884%,Upgrade,Financials in USD,Fiscal year is July - June
Profit Margin,-13228.571%,-11069.778%,-,-2674.682%,-989.751%,-2335.775%,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Margin,-9793.714%,-8339.556%,-,-2378.450%,-1475.496%,-880.525%,Upgrade,Financials in USD,Fiscal year is July - June
EBITDA,"-14,751,000","-15,705,000","-28,047,000","-29,296,000","-28,554,000","-11,762,000",Upgrade,Financials in USD,Fiscal year is July - June
D&A For EBITDA,"886,000","929,000","731,000","401,000","2,414,000","2,241,000",Upgrade,Financials in USD,Fiscal year is July - June
EBIT,"-15,637,000","-16,634,000","-28,778,000","-29,697,000","-30,968,000","-14,003,000",Upgrade,Financials in USD,Fiscal year is July - June
