Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"4,355,000","5,063,000","4,964,000","5,338,000","4,776,000","4,773,000","3,799,000","11,618,000","5,803,000","4,668,000","4,407,000","5,487,000","6,372,000","6,057,000","5,847,000","6,673,000","6,625,000","4,027,000","4,438,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-8.815%,6.076%,30.666%,-54.054%,-17.698%,2.249%,-13.796%,111.737%,-8.930%,-22.932%,-24.628%,-17.773%,-3.819%,50.410%,31.749%,-,28.891%,-80.589%,862.690%,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"3,678,000","4,616,000","4,357,000","4,619,000","3,880,000","3,636,000","2,973,000","3,460,000","3,369,000","3,555,000","2,947,000","3,948,000","3,917,000","3,696,000","3,431,000","4,345,000","3,855,000","2,810,000","3,208,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"677,000","447,000","607,000","719,000","896,000","1,137,000","826,000","8,158,000","2,434,000","1,113,000","1,460,000","1,539,000","2,455,000","2,361,000","2,416,000","2,328,000","2,770,000","1,217,000","1,230,000",-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","3,234,000","3,033,000","2,871,000","2,792,000","2,612,000","3,120,000","3,088,000","2,961,000","2,761,000","2,287,000","2,336,000","2,599,000","2,442,000","2,600,000","2,095,000","2,246,000","2,170,000","2,311,000","1,717,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"2,524,000","1,898,000","1,470,000","1,808,000","1,533,000","2,024,000","2,102,000","2,494,000","2,883,000","2,191,000","2,408,000","2,461,000","2,897,000","2,656,000","2,242,000","2,225,000","2,142,000","1,612,000","1,719,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,-,-,-,"224,000","-224,000",-,-,-,-,"309,000",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"5,758,000","4,931,000","4,341,000","4,824,000","3,921,000","5,144,000","5,190,000","5,455,000","5,644,000","4,787,000","4,744,000","5,060,000","5,339,000","5,256,000","4,337,000","4,471,000","4,312,000","3,923,000","3,436,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-5,081,000","-4,484,000","-3,734,000","-4,105,000","-3,025,000","-4,007,000","-4,364,000","2,703,000","-3,210,000","-3,674,000","-3,284,000","-3,521,000","-2,884,000","-2,895,000","-1,921,000","-2,143,000","-1,542,000","-2,706,000","-2,206,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-5,180,000","-2,405,000","-5,971,000","-4,421,000",-,"-893,000",-,-,"-781,000","-687,000","-440,000",-,"-457,000","-399,000","-941,000","-119,000","-541,000","-491,000","-494,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,"582,000",-,-,"877,000","5,828,000","676,000","1,829,000","97,000","11,000","139,000","776,000",-,"118,000","11,000","677,000","93,000","101,000","239,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,-,"-654,000",-,-,-,"59,000",-,-,-,"-511,000",-,-,-,"113,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,"-69,000",-,-,-,"-11,002,000",-,-,-,"-310,000",-,-,-,"-447,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-10,261,000","-6,307,000","-9,705,000","-9,249,000","-2,148,000","928,000","-3,688,000","-6,411,000","-3,894,000","-4,350,000","-3,585,000","-3,566,000","-3,341,000","-3,176,000","-2,851,000","-1,919,000","-1,990,000","-3,096,000","-2,461,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-243,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,"7,626,000",-,-,-,"-981,000","-300,000",-,-,"-590,000",-,-,-,"433,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-10,261,000","-6,307,000","-9,705,000","-1,623,000","-2,148,000","928,000","-3,688,000","-7,392,000","-4,194,000","-4,350,000","-3,585,000","-4,156,000","-3,341,000","-3,176,000","-2,851,000","-1,729,000","-1,990,000","-3,096,000","-2,461,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"21,000","-2,000","24,000","120,000","48,000","12,000","5,000","65,000","5,000","4,000","4,000","4,000","4,000","19,000",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-10,282,000","-6,305,000","-9,729,000","-1,743,000","-2,196,000","916,000","-3,693,000","-7,457,000","-4,199,000","-4,354,000","-3,589,000","-4,160,000","-3,345,000","-3,195,000","-2,851,000","-1,729,000","-1,990,000","-3,096,000","-2,461,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-3,000","83,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-10,282,000","-6,305,000","-9,729,000","-1,743,000","-2,196,000","916,000","-3,693,000","-7,457,000","-4,199,000","-4,354,000","-3,589,000","-4,160,000","-3,345,000","-3,195,000","-2,851,000","-1,732,000","-1,907,000","-3,096,000","-2,461,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-10,282,000","-6,305,000","-9,729,000","-1,743,000","-2,196,000","916,000","-3,693,000","-7,457,000","-4,199,000","-4,354,000","-3,589,000","-4,160,000","-3,345,000","-3,195,000","-2,851,000","-1,732,000","-1,907,000","-3,096,000","-2,461,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"10,511,288","9,279,370","9,234,104","9,219,923","9,217,000","9,208,902","8,388,000","6,333,000","4,783,141","4,734,000","4,104,732","3,892,570","3,892,142","3,891,570","3,890,981","3,887,570","3,882,713","3,864,570","3,887,285",-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"10,511,288","9,279,370","9,234,104","9,219,923","9,217,000","9,208,902","8,388,000","6,333,000","4,783,141","4,734,000","4,104,732","3,892,570","3,892,142","3,891,570","3,890,981","3,887,570","3,882,713","3,864,570","3,887,285",-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),14.042%,0.765%,10.087%,45.585%,92.698%,94.527%,104.350%,62.695%,22.892%,21.648%,5.493%,0.129%,0.243%,0.699%,0.095%,-,-,-0.467%,0.118%,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.978,-0.679,-1.054,-0.189,-0.238,0.099,-0.440,-1.177,-0.878,-0.920,-0.874,-1.069,-0.859,-0.821,-0.733,-0.446,-0.491,-0.801,-0.633,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.978,-0.679,-1.054,-0.189,-0.238,0.099,-0.440,-1.177,-0.878,-0.920,-0.874,-1.069,-0.859,-0.821,-0.733,-0.446,-0.491,-0.801,-0.633,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-4,948,000","-6,639,000","-5,867,000","-4,824,000","-4,936,000","-6,316,000","-853,000","1,826,000","-4,649,000","-5,392,000","-4,225,000","-2,351,000","-2,947,000","-1,011,000","-3,131,000","-3,760,000","804,000","-2,915,000","-1,947,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.471,-0.715,-0.635,-0.523,-0.536,-0.686,-0.102,0.288,-0.972,-1.139,-1.029,-0.604,-0.757,-0.260,-0.805,-0.967,0.207,-0.754,-0.501,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,15.545%,8.829%,12.228%,13.469%,18.760%,23.821%,21.742%,70.219%,41.944%,23.843%,33.129%,28.048%,38.528%,38.980%,41.320%,34.887%,41.811%,30.221%,27.715%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-116.670%,-88.564%,-75.222%,-76.901%,-63.338%,-83.951%,-114.872%,23.266%,-55.316%,-78.706%,-74.518%,-64.170%,-45.261%,-47.796%,-32.854%,-32.114%,-23.275%,-67.196%,-49.707%,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-236.096%,-124.531%,-195.991%,-32.653%,-45.980%,19.191%,-97.210%,-64.185%,-72.359%,-93.273%,-81.439%,-75.816%,-52.495%,-52.749%,-48.760%,-25.955%,-28.785%,-76.881%,-55.453%,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-113.617%,-131.128%,-118.191%,-90.371%,-103.350%,-132.328%,-22.453%,15.717%,-80.114%,-115.510%,-95.870%,-42.847%,-46.249%,-16.691%,-53.549%,-56.346%,12.136%,-72.386%,-43.871%,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-4,720,000","-4,127,000","-3,366,000","-3,920,500","-2,686,000","-3,692,000","-4,061,000","2,886,250","-2,872,000","-3,345,000","-2,963,000","-3,344,250","-2,549,000","-2,576,000","-1,648,000","-1,977,250","-1,215,000","-2,435,000","-1,938,000",-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-108.381%,-81.513%,-67.808%,-73.445%,-56.239%,-77.352%,-106.896%,24.843%,-49.492%,-71.658%,-67.234%,-60.949%,-40.003%,-42.529%,-28.185%,-29.631%,-18.340%,-60.467%,-43.668%,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"361,000","357,000","368,000","184,500","339,000","315,000","303,000","183,250","338,000","329,000","321,000","176,750","335,000","319,000","273,000","165,750","327,000","271,000","268,000","728,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-5,081,000","-4,484,000","-3,734,000","-4,105,000","-3,025,000","-4,007,000","-4,364,000","2,703,000","-3,210,000","-3,674,000","-3,284,000","-3,521,000","-2,884,000","-2,895,000","-1,921,000","-2,143,000","-1,542,000","-2,706,000","-2,206,000",-,Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-116.670%,-88.564%,-75.222%,-76.901%,-63.338%,-83.951%,-114.872%,23.266%,-55.316%,-78.706%,-74.518%,-64.170%,-45.261%,-47.796%,-32.854%,-32.114%,-23.275%,-67.196%,-49.707%,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,1.293%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,"5,063,000",-,"18,686,000",-,"4,773,000",-,"11,618,000","5,803,000",-,"4,407,000","5,487,000","6,372,000",-,"5,847,000","6,673,000","6,625,000","4,027,000","4,438,000",-,Upgrade,Financials in USD,Fiscal year is January - December
